Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 1)","(_id, 1)","(table_name, locus_pocus)","(name, _id)","(type_name, INTEGER)",,"(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 2)","(_id, 2)","(table_name, locus_pocus)","(name, data_key)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 3)","(_id, 3)","(table_name, locus_pocus)","(name, loc_key)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 4)","(_id, 4)","(table_name, locus_pocus)","(name, type)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 5)","(_id, 5)","(table_name, locus_pocus)","(name, expiry)","(type_name, INTEGER)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 6)","(_id, 6)","(table_name, locus_pocus)","(name, VALUE)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 7)","(_id, 7)","(table_name, records)","(name, _id)","(type_name, INTEGER)",,"(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 8)","(_id, 8)","(table_name, records)","(name, type)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 9)","(_id, 9)","(table_name, records)","(name, data_key)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)",,,,
"(Package Name, com.facebook.katana)","(Original Database Name, locuspocus.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(Table Name, sqliteproc_schema)","(Line ID, 10)","(_id, 10)","(table_name, records)","(name, start_key)","(type_name, TEXT)",,"(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)",,,,
