PID,DN,DP,TN,RL,packageName,experimentId
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 1)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 14901000)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 2)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 14901477)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 3)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 20460041)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 4)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 22640002)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 5)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 25750829)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 6)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 25750932)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 7)","(packageName, com.google.android.gms.checkin.binary)","(experimentId, 25751518)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 8)","(packageName, __internal.external_ids#com.google.android.googlequicksearchbox)","(experimentId, 46679653)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 9)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39798687)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 10)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800552)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 11)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231587)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 12)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11232306)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 13)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801102)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 14)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 23996830)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 15)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24050503)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 16)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24037785)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 17)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801510)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 18)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39801663)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 19)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11216291)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 20)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24049820)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 21)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24059176)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 22)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24024517)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 23)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39797745)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 24)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11232187)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 25)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11224429)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 26)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39798227)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 27)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24065199)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 28)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11231378)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 29)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24021910)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 30)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39799259)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 31)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39800927)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 32)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 24036948)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 33)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 11229282)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 34)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39796638)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/phenotype.db)","(TN, WeakExperimentIds)","(RL, 35)","(packageName, __internal.external_ids#__internal.youtube_phenotype)","(experimentId, 39799342)"
