PID,DN,DP,TN,RL,_id,uuid,type,uniqueTag,groupTag,scheduledTimestamp,state,scope,config,metadata,attempt,individualWakeupEnabled
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 1)","(_id, 3508)","(uuid, 9bda70c9-b02d-fa78-7f59-61b768e28c43)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_BG_PREFETCH)","(scheduledTimestamp, 1625255704321)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiREZfTk9OX0ZSSUVORF9CR19QUkVGRVRDSDpyZWN1cnJpbmciLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5IjozNjAsInRpbWVVbml0IjoiTUlOVVRFUyJ9LCJ1c2VFeHBvbmVudGlhbEJhY2tvZmYiOnRydWUsImlzRm9yZWdyb3VuZEpvYiI6ZmFsc2UsImlzUmVjdXJyaW5nIjp0cnVlLCJpbmRpdmlkdWFsV2FrZVVwcyI6ZmFsc2UsImpvYkdyb3VwVGFnIjoiREZfTk9OX0ZSSUVORF9CR19QUkVGRVRDSCJ9)","(metadata, eyJhIjoiREZfTk9OX0ZSSUVORF9CR19QUkVGRVRDSCIsImIiOiJyZWN1cnJpbmciLCJjIjoiMWU3YWQyY2YtMDVmZC02MjUxLWEyNzUtN2EzM2M3MDZlMTViIiwiZCI6dHJ1ZSwiZSI6ZmFsc2UsImYiOjE2MjEzOTM1MjYxNzgsImciOjM2MCwiaCI6MTB9)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 2)","(_id, 3881)","(uuid, 8a3af315-d756-a21c-7d8e-f6ecae81bf2a)","(type, SCPlugin)","(uniqueTag, SCPlugin:)","(groupTag, SCPlugin:)","(scheduledTimestamp, 1626288052779)","(state, 0)","(scope, 0)","(config, eyJudW1iZXJPZlJldHJpZXMiOjAsImNvbnN0cmFpbnRzIjpbMSw2NF0sImV4aXN0aW5nSm9iUG9saWN5IjoicmVwbGFjZSIsInVuaXF1ZVN1YlRhZyI6IiIsImluaXRpYWxEZWxheUNvbmZpZyI6eyJpbml0aWFsRGVsYXkiOjM3LCJ0aW1lVW5pdCI6IlNFQ09ORFMifSwidXNlRXhwb25lbnRpYWxCYWNrb2ZmIjp0cnVlLCJpc0ZvcmVncm91bmRKb2IiOmZhbHNlLCJpc1JlY3VycmluZyI6dHJ1ZSwiam9iR3JvdXBUYWciOiIifQ==)","(metadata, e30=)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 3)","(_id, 3896)","(uuid, 28224c3d-a9b2-c8ca-5ed1-b55adf6e9fc1)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:LENSES_PREFETCH:recurring)","(groupTag, BG_PREFETCH:LENSES_PREFETCH)","(scheduledTimestamp, 1626291628628)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiTEVOU0VTX1BSRUZFVENIOnJlY3VycmluZyIsImluaXRpYWxEZWxheUNvbmZpZyI6eyJpbml0aWFsRGVsYXkiOjYwLCJ0aW1lVW5pdCI6Ik1JTlVURVMifSwidXNlRXhwb25lbnRpYWxCYWNrb2ZmIjp0cnVlLCJpc0ZvcmVncm91bmRKb2IiOmZhbHNlLCJpc1JlY3VycmluZyI6dHJ1ZSwiaW5kaXZpZHVhbFdha2VVcHMiOmZhbHNlLCJqb2JHcm91cFRhZyI6IkxFTlNFU19QUkVGRVRDSCJ9)","(metadata, eyJhIjoiTEVOU0VTX1BSRUZFVENIIiwiYiI6InJlY3VycmluZyIsImMiOiIyYTlhNjU3Mi03MjU5LTQ5YTQtZDQzMS0zOTZmODI5MDMwYTQiLCJkIjp0cnVlLCJlIjpmYWxzZSwiZiI6MTYyNjI4ODAyODYwMSwiZyI6NjAsImgiOjMwfQ==)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 4)","(_id, 3897)","(uuid, 23b9c468-7efd-5cd8-41a4-04337a90a83a)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH:recurring)","(groupTag, BG_PREFETCH:MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH)","(scheduledTimestamp, 1626302428631)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiTUVNT1JJRVNfRkVBVFVSRURfU1RPUklFU19SRUNVUlJJTkdfUFJFRkVUQ0g6cmVjdXJyaW5nIiwiaW5pdGlhbERlbGF5Q29uZmlnIjp7ImluaXRpYWxEZWxheSI6MjQwLCJ0aW1lVW5pdCI6Ik1JTlVURVMifSwidXNlRXhwb25lbnRpYWxCYWNrb2ZmIjp0cnVlLCJpc0ZvcmVncm91bmRKb2IiOmZhbHNlLCJpc1JlY3VycmluZyI6dHJ1ZSwiaW5kaXZpZHVhbFdha2VVcHMiOmZhbHNlLCJqb2JHcm91cFRhZyI6Ik1FTU9SSUVTX0ZFQVRVUkVEX1NUT1JJRVNfUkVDVVJSSU5HX1BSRUZFVENIIn0=)","(metadata, eyJhIjoiTUVNT1JJRVNfRkVBVFVSRURfU1RPUklFU19SRUNVUlJJTkdfUFJFRkVUQ0giLCJiIjoicmVjdXJyaW5nIiwiYyI6IjU1ODczZTRiLTA3M2YtM2JmNi04MzgyLThhNzgwYzU0YTdlNCIsImQiOnRydWUsImUiOmZhbHNlLCJmIjoxNjI2Mjg4MDI4NjA1LCJnIjoyNDAsImgiOjV9)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 5)","(_id, 3898)","(uuid, 566fa0e0-2ce1-91ab-81c3-c92702742f2b)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:SPECTACLES_DEPTH_MAPS:spectacles_depth_maps_preload_background)","(groupTag, BG_PREFETCH:SPECTACLES_DEPTH_MAPS)","(scheduledTimestamp, 1626291628634)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiU1BFQ1RBQ0xFU19ERVBUSF9NQVBTOnNwZWN0YWNsZXNfZGVwdGhfbWFwc19wcmVsb2FkX2JhY2tncm91bmQiLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5Ijo2MCwidGltZVVuaXQiOiJNSU5VVEVTIn0sInVzZUV4cG9uZW50aWFsQmFja29mZiI6dHJ1ZSwiaXNGb3JlZ3JvdW5kSm9iIjpmYWxzZSwiaXNSZWN1cnJpbmciOnRydWUsImluZGl2aWR1YWxXYWtlVXBzIjpmYWxzZSwiam9iR3JvdXBUYWciOiJTUEVDVEFDTEVTX0RFUFRIX01BUFMifQ==)","(metadata, eyJhIjoiU1BFQ1RBQ0xFU19ERVBUSF9NQVBTIiwiYiI6InNwZWN0YWNsZXNfZGVwdGhfbWFwc19wcmVsb2FkX2JhY2tncm91bmQiLCJjIjoiOTZiNzFmYmQtMDBkYS04NmY1LTg5NTMtMTYyZTIxZjE5NDIxIiwiZCI6dHJ1ZSwiZSI6ZmFsc2UsImYiOjE2MjYyODgwMjg2MDgsImciOjYwLCJoIjo1fQ==)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 6)","(_id, 3899)","(uuid, de320879-f741-f317-bbde-a912ba105031)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_MEDIA_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_MEDIA_BG_PREFETCH)","(scheduledTimestamp, 1626291628644)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiREZfTk9OX0ZSSUVORF9NRURJQV9CR19QUkVGRVRDSDpyZWN1cnJpbmciLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5Ijo2MCwidGltZVVuaXQiOiJNSU5VVEVTIn0sInVzZUV4cG9uZW50aWFsQmFja29mZiI6dHJ1ZSwiaXNGb3JlZ3JvdW5kSm9iIjpmYWxzZSwiaXNSZWN1cnJpbmciOnRydWUsImluZGl2aWR1YWxXYWtlVXBzIjpmYWxzZSwiam9iR3JvdXBUYWciOiJERl9OT05fRlJJRU5EX01FRElBX0JHX1BSRUZFVENIIn0=)","(metadata, eyJhIjoiREZfTk9OX0ZSSUVORF9NRURJQV9CR19QUkVGRVRDSCIsImIiOiJyZWN1cnJpbmciLCJjIjoiNmVhNWY3MTItMGEyMi01NDVkLWJhYTYtNTE3NzlkMTkyYTFkIiwiZCI6dHJ1ZSwiZSI6ZmFsc2UsImYiOjE2MjYyODgwMjg2MTUsImciOjYwLCJoIjoxMH0=)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 7)","(_id, 3900)","(uuid, 1451983b-89de-6c41-1cda-c452b7b97624)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_METADATA_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_METADATA_BG_PREFETCH)","(scheduledTimestamp, 1626309628653)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiREZfTk9OX0ZSSUVORF9NRVRBREFUQV9CR19QUkVGRVRDSDpyZWN1cnJpbmciLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5IjozNjAsInRpbWVVbml0IjoiTUlOVVRFUyJ9LCJ1c2VFeHBvbmVudGlhbEJhY2tvZmYiOnRydWUsImlzRm9yZWdyb3VuZEpvYiI6ZmFsc2UsImlzUmVjdXJyaW5nIjp0cnVlLCJpbmRpdmlkdWFsV2FrZVVwcyI6ZmFsc2UsImpvYkdyb3VwVGFnIjoiREZfTk9OX0ZSSUVORF9NRVRBREFUQV9CR19QUkVGRVRDSCJ9)","(metadata, eyJhIjoiREZfTk9OX0ZSSUVORF9NRVRBREFUQV9CR19QUkVGRVRDSCIsImIiOiJyZWN1cnJpbmciLCJjIjoiMWFlZGJiOTgtZTRmOS03NmI0LWZjODYtYmE3ZGVhZjgxODllIiwiZCI6dHJ1ZSwiZSI6ZmFsc2UsImYiOjE2MjYyODgwMjg2MTMsImciOjM2MCwiaCI6MTB9)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 8)","(_id, 3901)","(uuid, b114cb51-fa6c-c286-46db-e1e11b78aa9c)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:MUSHROOM_DF_BG_FRIEND_STORIES_4:recurring)","(groupTag, BG_PREFETCH:MUSHROOM_DF_BG_FRIEND_STORIES_4)","(scheduledTimestamp, 1626291628655)","(state, 0)","(scope, 3)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbMiw4XSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiTVVTSFJPT01fREZfQkdfRlJJRU5EX1NUT1JJRVNfNDpyZWN1cnJpbmciLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5Ijo2MCwidGltZVVuaXQiOiJNSU5VVEVTIn0sInVzZUV4cG9uZW50aWFsQmFja29mZiI6dHJ1ZSwiaXNGb3JlZ3JvdW5kSm9iIjpmYWxzZSwiaXNSZWN1cnJpbmciOnRydWUsImluZGl2aWR1YWxXYWtlVXBzIjpmYWxzZSwiam9iR3JvdXBUYWciOiJNVVNIUk9PTV9ERl9CR19GUklFTkRfU1RPUklFU180In0=)","(metadata, eyJhIjoiTVVTSFJPT01fREZfQkdfRlJJRU5EX1NUT1JJRVNfNCIsImIiOiJyZWN1cnJpbmciLCJjIjoiNTllZDRhNjMtZDI5ZC0yYjFkLTkwNzgtNzQyYmY1MzllZWM1IiwiZCI6dHJ1ZSwiZSI6ZmFsc2UsImYiOjE2MjYyODgwMjg2MTIsImciOjYwLCJoIjoxMCwiaSI6eyJudW1fc25hcHNfcGVyX3N0b3J5IjoiMTAiLCJudW1fc3RvcmllcyI6IjMwIiwic2hvdWxkX3NraXBfZG9ud2xvYWRlZF9zdG9yaWVzIjoidHJ1ZSJ9fQ==)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 9)","(_id, 3993)","(uuid, d3cefcff-9c28-107d-44c8-7d4029e6694d)","(type, BlizzardV2Upload)","(uniqueTag, BlizzardV2Upload:Periodic)","(groupTag, BlizzardV2Upload:)","(scheduledTimestamp, 1626441398143)","(state, 0)","(scope, 0)","(config, eyJudW1iZXJPZlJldHJpZXMiOjAsImNvbnN0cmFpbnRzIjpbOCwxXSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiUGVyaW9kaWMiLCJpbml0aWFsRGVsYXlDb25maWciOnsiaW5pdGlhbERlbGF5IjoxNDQwMDAwMCwidGltZVVuaXQiOiJNSUxMSVNFQ09ORFMifSwicmV0cnlEZWxheUNvbmZpZyI6eyJyZXRyeVR5cGUiOiJleHBvbmVudGlhbEJhY2tvZmYiLCJ1c2VFeHBvbmVudGlhbEJhY2tvZmYiOnRydWUsInJldHJ5RGVsYXlTZWNvbmRzIjoxLCJtYXhCYWNrb2ZmRXhwb25lbnQiOjd9LCJ1c2VFeHBvbmVudGlhbEJhY2tvZmYiOnRydWUsImlzRm9yZWdyb3VuZEpvYiI6ZmFsc2UsImlzUmVjdXJyaW5nIjp0cnVlLCJpbmRpdmlkdWFsV2FrZVVwcyI6ZmFsc2UsImpvYkdyb3VwVGFnIjoiIn0=)","(metadata, eyJhIjoiUEVSSU9ESUMifQ==)","(attempt, 0)","(individualWakeupEnabled, 0)"
"(PID, com.snapchat.android)","(DN, durable_job)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/durable_job)","(TN, DurableJob)","(RL, 10)","(_id, 4258)","(uuid, 63ad2bdd-279c-e998-b5c5-ab650bf1f7e6)","(type, SC_MAP_STYLE_REFRESH)","(uniqueTag, SC_MAP_STYLE_REFRESH:)","(groupTag, SC_MAP_STYLE_REFRESH:)","(scheduledTimestamp, 1626996005753)","(state, 0)","(scope, 1)","(config, eyJudW1iZXJPZlJldHJpZXMiOjMsImNvbnN0cmFpbnRzIjpbOCwxXSwiZXhpc3RpbmdKb2JQb2xpY3kiOiJyZXBsYWNlIiwidW5pcXVlU3ViVGFnIjoiIiwiaW5pdGlhbERlbGF5Q29uZmlnIjp7ImluaXRpYWxEZWxheSI6MjQsInRpbWVVbml0IjoiSE9VUlMifSwidXNlRXhwb25lbnRpYWxCYWNrb2ZmIjp0cnVlLCJpc0ZvcmVncm91bmRKb2IiOmZhbHNlLCJpc1JlY3VycmluZyI6dHJ1ZSwiam9iR3JvdXBUYWciOiIifQ==)","(metadata, e30=)","(attempt, 0)","(individualWakeupEnabled, 0)"
