Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,run_in_foreground,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 1)","(id, e3080d0b-777f-497b-a4dc-3b5cfe5bd28e)","(state, 0)","(worker_class_name, com.duckduckgo.app.global.job.AppConfigurationWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 43200000)","(flex_duration, 43200000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 3600000)","(period_start_time, 1626879471593)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626879471609)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 2)","(id, 98829eea-d9ae-49e1-8523-665ddfef3a6a)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626351055033)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626351055045)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 3)","(id, a18e76e0-955a-4310-8213-2c79dea0afe4)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626378975187)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626378975193)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 4)","(id, 2933fd26-5dfd-448d-8445-9edcf3d31f9a)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626426997474)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626426997477)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 5)","(id, e0429cac-82e3-4381-ae9b-3e8658173ded)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626544933477)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626544933484)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 6)","(id, 899f6736-b796-4731-b5c0-9b9c4619f380)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626574226871)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626574226874)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 7)","(id, 81885928-79b6-4622-b93a-36626b230b4e)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626658680653)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626658680693)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 8)","(id, 7046f7bd-a1b9-4d16-b56d-8c5ebf8353ff)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626743395184)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626743395190)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 9)","(id, b453d6b4-652a-485d-a634-0fbcba9cbf94)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626795328088)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626795328128)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
"(Package Name, com.duckduckgo.mobile.android)","(Original Database Name, androidx.work.workdb)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.duckduckgo.mobile.android/no_backup/androidx.work.workdb)","(Table Name, WorkSpec)","(Line ID, 10)","(id, 4aa3b864-8b7d-4848-9be4-a1846116eecf)","(state, 5)","(worker_class_name, com.duckduckgo.app.statistics.api.OfflinePixelScheduler$OfflinePixelWorker)",,"(input, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(output, b'\xac\xed\x00\x05w\x04\x00\x00\x00\x00')","(initial_delay, 0)","(interval_duration, 10800000)","(flex_duration, 10800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626879469576)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626879469580)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)",
