PID,DN,DP,TN,RL,data,pk
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 1)","(data, CiCydEU+BNWrsIDhiHrZnes1NgzkcWV8yX9zsFQfb+PjXBIcY29tLmFuZHJvaWQuY3RzLnByaXYuY3Rzc2hpbRgeIhxjb20uYW5kcm9pZC5jdHMucHJpdi5jdHNzaGltKgVlbl9VUw==)","(pk, b274453e04d5abb080e1887ad99deb35360ce471657cc97f73b0541f6fe3e35c)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 2)","(data, CiDvL7o/6VRsPv+kahUltBHnue/hfEWNuAj5otxLT/GQsBIrY29tLnNhbXN1bmcuYW5kcm9pZC5wcm92aWRlci5maWx0ZXJwcm92aWRlchjg5PLvASIPRmlsdGVyIFByb3ZpZGVyKgVlbl9VUw==)","(pk, ef2fba3fe9546c3effa46a1525b411e7b9efe17c458db808f9a2dc4b4ff190b0)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 3)","(data, CiAKpVGmF2O/uCYMVDBvqCRnL5eFZJ/nUU5kK4gO/509yhIeY29tLnNlYy5hbmRyb2lkLmFwcC5EYXRhQ3JlYXRlGAIiD0F1dG9tYXRpb24gVGVzdCoFZW5fVVM=)","(pk, 0aa551a61763bfb8260c54306fa824672f9785649fe7514e642b880eff9d3dca)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 4)","(data, CiC9gTGGR+tYwTkSbsfkemOieFkz7PVdutKwjGg+KEMKwBIgY29tLnNlYy52c2ltLmVyaWNzc29ubnNkcy53ZWJhcHAYwNPTXyIKTlNEU1dlYkFwcCoFZW5fVVM=)","(pk, bd81318647eb58c139126ec7e47a63a2785933ecf55dbad2b08c683e28430ac0)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 5)","(data, CiCOcYRlMmpIP94CUVcOZptsdgSKeLajl1MtnnqK/dJN0BIoY29tLnNhbXN1bmcuYW5kcm9pZC5zbWFydHN3aXRjaGFzc2lzdGFudBigkbVfIihjb20uc2Ftc3VuZy5hbmRyb2lkLnNtYXJ0c3dpdGNoYXNzaXN0YW50KgVlbl9VUw==)","(pk, 8e718465326a483fde0251570e669b6c76048a78b6a397532d9e7a8afdd24dd0)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 6)","(data, CiBrAZ7beurz87/B9XZJL3c1ErwDzi3PmRglrjl+IAtWcBIOY29tLnZ6dy5hcG5saWIYEyIOY29tLnZ6dy5hcG5saWIqBWVuX1VT)","(pk, 6b019edb7aeaf3f3bfc1f576492f773512bc03ce2dcf991825ae397e200b5670)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 7)","(data, CiBbVxnyawaXp8kHz3ULttC1DKWhgaO14SgkpXCS+AfFWBIXY29tLnNlYy5sb2NhdGlvbi5uc2ZscDIYoKXv/gEiFFNhbXN1bmcgTG9jYXRpb24gU0RLKgVlbl9VUw==)","(pk, 5b5719f26b0697a7c907cf750bb6d0b50ca5a181a3b5e12824a57092f807c558)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 8)","(data, CiB7cz7C2ePOIIPXh6SEw9dMwsoS8ynlkmAXopHCLgg/dRI0Y29tLmFuZHJvaWQuaW50ZXJuYWwuZGlzcGxheS5jdXRvdXQuZW11bGF0aW9uLmNvcm5lchgBIg1Db3JuZXIgY3V0b3V0KgVlbl9VUw==)","(pk, 7b733ec2d9e3ce2083d787a484c3d74cc2ca12f329e5926017a291c22e083f75)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 9)","(data, CiAeapwR9La8nGJCKwEHCMkZOyCGKKe3hY0EEl/2UHzbNhIoY29tLnNlYy5hbmRyb2lkLmFwcC5jaHJvbWVjdXN0b21pemF0aW9ucxiAubGQASIUQ2hyb21lQ3VzdG9taXphdGlvbnMqBWVuX1VT)","(pk, 1e6a9c11f4b6bc9c62422b010708c9193b208628a7b7858d04125ff6507cdb36)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 10)","(data, CiD5zwgVpLdozxcAx70WTSPqRfIMeJhD6sGQXAqKKoSBqRIsY29tLnNlYy5hbmRyb2lkLmFwcC5zZXR1cHdpemFyZGxlZ2FscHJvdmlkZXIY4ODZXyIYU2V0dXBXaXphcmRMZWdhbFByb3ZpZGVyKgVlbl9VUw==)","(pk, f9cf0815a4b768cf1700c7bd164d23ea45f20c789843eac1905c0a8a2a8481a9)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 11)","(data, CiDW9/aYd+xiVisHEo+XE/6Iz/fF9LQ2/KYCzWcBotrrdBIdY29tLmFuZHJvaWQudGhlbWUuaWNvbi5wZWJibGUYASIGUGViYmxlKgVlbl9VUw==)","(pk, d6f7f69877ec62562b07128f9713fe88cff7c5f4b436fca602cd6701a2daeb74)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 12)","(data, CiB+oYedWuBH3toDtb55oVURRBu+3QZmoAFsoZDZb3NNHBIVY29tLmFuZHJvaWQuZHluc3lzdGVtGB4iFkR5bmFtaWMgU3lzdGVtIFVwZGF0ZXMqBWVuX1VT)","(pk, 7ea1879d5ae047deda03b5be79a15511441bbedd0666a0016ca190d96f734d1c)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 13)","(data, CiC7cqDY99uPfuMvny5SQorgq1lYgv1MZqMFzlL/HJ5EfBIaY29tLnNlYy5hbmRyb2lkLmFwcC5wYXJzZXIYhJiavAQiDURSUGFyc2VyIE1vZGUqBWVuX1VT)","(pk, bb72a0d8f7db8f7ee32f9f2e52428ae0ab595882fd4c66a305ce52ff1c9e447c)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 14)","(data, CiBahPMLUPhQZhVMQa4JjC03XdnMaw0fAQ88obTpt/sWqhIgY29tLnNhbXN1bmcuYW5kcm9pZC5uZXR3b3Jrc3RhY2sYHiITTmV0d29ya1N0YWNrT3ZlcmxheSoFZW5fVVM=)","(pk, 5a84f30b50f85066154c41ae098c2d375dd9cc6b0d1f010f3ca1b4e9b7fb16aa)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 15)","(data, CiDSVp0ZrABK5eIYUQEScCz3OlhVvkz6F7yo2fLnf6Pd2BIfY29tLmdvb2dsZS5hbmRyb2lkLmV4dC5zZXJ2aWNlcxjcwr2PASIYQW5kcm9pZCBTZXJ2aWNlcyBMaWJyYXJ5KgVlbl9VUw==)","(pk, d2569d19ac004ae5e218510112702cf73a5855be4cfa17bca8d9f2e77fa3ddd8)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 16)","(data, CiD8uRWv0tCtGtNCYTgC4PFWdjeOCDHHrF6qUPE8yUJiLxI0Y29tLmFuZHJvaWQuaW50ZXJuYWwuZGlzcGxheS5jdXRvdXQuZW11bGF0aW9uLmRvdWJsZRgBIg1Eb3VibGUgY3V0b3V0KgVlbl9VUw==)","(pk, fcb915afd2d0ad1ad342613802e0f15676378e0831c7ac5eaa50f13cc942622f)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 17)","(data, CiDgrhsXVPzsQN/cywSTgqG9a0IQE7ACRJSF4k58eUxAexIcY29tLmFuZHJvaWQud2FsbHBhcGVyY3JvcHBlchgeIhxjb20uYW5kcm9pZC53YWxscGFwZXJjcm9wcGVyKgVlbl9VUw==)","(pk, e0ae1b1754fcec40dfdccb049382a1bd6b421013b002449485e24e7c794c407b)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 18)","(data, CiBGbZUVbO2NGHOvNvurRTO8wzdv9ujaaN1xkiymsiTY9hIbY29tLmFuZHJvaWQucHJvdmlkZXJzLm1lZGlhGIQIIhtjb20uYW5kcm9pZC5wcm92aWRlcnMubWVkaWEqBWVuX1VT)","(pk, 466d95156ced8d1873af36fbab4533bcc3376ff6e8da68dd71922ca6b224d8f6)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 19)","(data, CiCp98rmVyPMzng28m7iZg3+4kJUdfBxRwwpBIjnWA3sNBI/Y29tLnNhbXN1bmcuaW50ZXJuYWwuc3lzdGVtdWkubmF2YmFyLmdlc3R1cmFsX25vX2hpbnRfd2lkZV9iYWNrGAEiF0dlc3R1cmFsIE5hdmlnYXRpb24gQmFyKgVlbl9VUw==)","(pk, a9f7cae65723ccce7836f26ee2660dfee2425475f071470c290488e7580dec34)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/verify_apps.db)","(TN, apk_info)","(RL, 20)","(data, CiDslluicI0nM7T7FJxh+KW8wRNqb+SKtYN+R+b8YClX6BIfY29tLmFuZHJvaWQucHJvdmlkZXJzLnRlbGVwaG9ueRgeIg5EaWFsZXIgU3RvcmFnZSoFZW5fVVM=)","(pk, ec965ba2708d2733b4fb149c61f8a5bcc1136a6fe48ab5837e47e6fc602957e8)"
