PID,DN,DP,TN,RL,stickerId,packId,cacheKey,stickerType,capFriends,capGeo,targetPreview,targetChat,targetOdg,animated,priority,expandable,sponsored,displayCount,stickerPackTitle,boltMediaToken,rank,targetStickerQuickReply,miniAppId,miniShareInfo,capabilities
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 1)","(stickerId, test_chat_hometab_pack_en_011420~greeting_1.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/xgikFhVG0feij8X2vFzbh?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLje-fAFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 2)","(stickerId, test_chat_hometab_pack_en_011420~greeting_3.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/fPzVfjQKSNCQfyBBTO4Ql?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLfe-fAFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 3)","(stickerId, test_chat_hometab_pack_en_011420~greeting_7-revised.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/dtp2phrcAS4cfeW3vpMwe?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLTe-fAFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 4)","(stickerId, test_chat_hometab_pack_en_011420~greeting_8.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/nk5Xp5idDsGOsVfkjBKtV?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLXe-fAFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 5)","(stickerId, test_chat_hometab_pack_en_011420~greeting_6-revised.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/8dytl14V1r48xk9iRzJIF?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLXe-fAFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 6)","(stickerId, test_chat_hometab_pack_en_011420~omg.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 7)","(stickerId, test_chat_hometab_pack_en_011420~lets_celebrate.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/LuqoxGkIeVRp0eYmmz1rg?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLm10fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 8)","(stickerId, test_chat_hometab_pack_en_011420~greeting_2.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 9)","(stickerId, test_chat_hometab_pack_en_011420~this.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, None)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
"(PID, com.snapchat.android)","(DN, stickers.core.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/stickers.core.db)","(TN, ContextualSticker)","(RL, 10)","(stickerId, test_chat_hometab_pack_en_011420~nice_job.png)","(packId, test_chat_hometab_pack_en_011420)","(cacheKey, 497231633)","(stickerType, )","(capFriends, 0)","(capGeo, 0)","(targetPreview, 0)","(targetChat, 1)","(targetOdg, 0)","(animated, 0)","(priority, 1000)","(expandable, 0)","(sponsored, 0)","(displayCount, 7)","(stickerPackTitle, )","(boltMediaToken, https://bolt-gcdn.sc-cdn.net/3/fe1qFpTrTp4RyrKxZwf1W?bo=EiIaABoAMgF9OgsEBQcNDxFydHZ3e0IGCLy10fIFSAJQB2AB&uc=7)","(rank, 0)","(targetStickerQuickReply, 0)","(miniAppId, )","(miniShareInfo, )","(capabilities, )"
