PID,DN,DP,TN,RL,_id,storyId,featureType,timestamp,videoTrackUrl,remoteSequenceMax,numPrefetchedBytes
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 1)","(_id, 1416)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(featureType, 1)","(timestamp, 1626288015334)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/3MZxlPA5dLm1L4t6dXrh0.1413.RZETOYY.mpd?mo=GuYCGiISFTFXaHNzSDZHT3pvTzNTbDhNNFZuYhoAGgAyAQRQBWABWhVMb25nZm9ybVZpZGVvVmFyaWFudHOiAT0IswkiOAo2EidVNjhUdkw3RDZPc2NDTlhBbU05a3AuMTIwMy5SWkVUT1lZLm0zdTg6AX1CBgiHmpiEBkgCogFaCIULEhwKGkoYChMfFA4PCxkKCwYKCBYHCAcGBRQFEPQDIjcKNRImM01aeGxQQTVkTG0xTDR0NmRYcmgwLjE0MTMuUlpFVE9ZWS5tcGQ6AX1CBgiHmpiEBkgCogE9CM4JIjgKNhInZUhUd0JFUzRQbWIwd0hzRmQzcXhVLjEyMzAuUlpFVE9ZWS5tM3U4OgF9QgYI0JqYhAZIAqIBPQjPCSI4CjYSJ3ZMRFJhaDFDYlRTNWcxZ0tsb3VpWi4xMjMxLlJaRVRPWVkubTN1ODoBfUIGCIuamIQGSAKiAQsIASIHCgUyAX1IAQ%3D%3D&uc=5)","(remoteSequenceMax, 48)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 2)","(_id, 1431)","(storyId, 5e06f70c-3a2c-46dc-b356-7e9596b9c9ed)","(featureType, 1)","(timestamp, 1626288015310)","(videoTrackUrl, None)","(remoteSequenceMax, 10)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 3)","(_id, 1432)","(storyId, d7dd171f-e4e1-4f90-a8ad-781e916f3562)","(featureType, 1)","(timestamp, 1626288015320)","(videoTrackUrl, None)","(remoteSequenceMax, 3)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 4)","(_id, 1433)","(storyId, 20d053d2-90bf-431e-9bed-9a6d55614074)","(featureType, 1)","(timestamp, 1626288015322)","(videoTrackUrl, None)","(remoteSequenceMax, 7)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 5)","(_id, 1434)","(storyId, 19::d7a7ebeb-0fe4-4035-bb72-01fc812b0e6c::846051218146196)","(featureType, 1)","(timestamp, 1626288015327)","(videoTrackUrl, None)","(remoteSequenceMax, None)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 6)","(_id, 1435)","(storyId, 19::ffffffff-ffff-ffff-ffff-ffffffffffff::846051218146196)","(featureType, 1)","(timestamp, 1626288015327)","(videoTrackUrl, None)","(remoteSequenceMax, None)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 7)","(_id, 1436)","(storyId, 16::5118067394478080#1999074021937152::1626267600000)","(featureType, 1)","(timestamp, 1626288015333)","(videoTrackUrl, None)","(remoteSequenceMax, 12)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 8)","(_id, 1437)","(storyId, 16::6066054247481360#626884102735872::1626256847000)","(featureType, 1)","(timestamp, 1626288015333)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/nld0r8m1CYY3dUaWzzYi1.1413.mpd?mo=GucCGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCPb0oocGSAISACAVogE2CIULEhwKGkoYChMVEwsGDhMNCQ8OCAwJDwkQDg8EEPQDIhMKDToBfUIGCPb0oocGSAISACAWogE2CIYLEhwKGkoYChMVEwsGDhMNCQ8OCAwJDwkQDg8EEPQDIhMKDToBfUIGCPb0oocGSAISACAWogE2CIcLEhwKGkoYChMgFxIHEhMUFRAQCwcNDg8SGwkIEPQDIhMKDToBfUIGCNn0oocGSAISACAWogE2CIgLEhwKGkoYChMVEwsHDRQMCRANCAwJDwkQDw4EEPQDIhMKDToBfUIGCND0oocGSAISACAWogEYCMIJIhMKDToBfUIGCND0oocGSAISACAVogEYCMMJIhMKDToBfUIGCNn0oocGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 54)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 9)","(_id, 1438)","(storyId, 16::5400259508568080#2112325328404480::1626278459000)","(featureType, 1)","(timestamp, 1626288015333)","(videoTrackUrl, https://cf-st.sc-cdn.net/d/r063VlI5qJqXMs16LX07P.1413.mpd?mo=GrsDGgsaABoAMgEEUAVgAVoVTG9uZ2Zvcm1WaWRlb1ZhcmlhbnRzogEYCLIJIhMKDToBfUIGCO38u4cGSAISACAVogE2CIULEhwKGkoYChMZFhgOGRUFBxAQDRQHDAgRDRsNEPQDIhMKDToBfUIGCOz8u4cGSAISACAWogE2CIYLEhwKGkoYChMZFhgOGRUFBxAQDRQHDAgRDRsNEPQDIhMKDToBfUIGCOz8u4cGSAISACAWogE2CIcLEhwKGkoYChMvLB8pJRgSESQfHRMRGhgjIB4bEPQDIhMKDToBfUIGCLr8u4cGSAISACAWogE2CIgLEhwKGkoYChMZFhgOGRUFBhEQDBUHDAgRDRsNEPQDIhMKDToBfUIGCI78u4cGSAISACAWogE2CIkLEhwKGkoYChMcFhEUEBEFBgwPDhEHCwgNDxgNEPQDIhMKDToBfUIGCM_8u4cGSAISACAWogEYCMEJIhMKDToBfUIGCND8u4cGSAISACAVogEYCMIJIhMKDToBfUIGCI78u4cGSAISACAVogEYCMMJIhMKDToBfUIGCLv8u4cGSAISACAVogELCAEiBwoFMgF9SAE%3D&uc=5)","(remoteSequenceMax, 54)","(numPrefetchedBytes, 0)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, DiscoverFeedStory)","(RL, 10)","(_id, 1439)","(storyId, 16::5124150410346496#160692056616960::1626279060000)","(featureType, 1)","(timestamp, 1626288015333)","(videoTrackUrl, None)","(remoteSequenceMax, 35)","(numPrefetchedBytes, 0)"
