PID,DN,DP,TN,RL,tag,work_spec_id
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 1)","(tag, com.google.android.apps.photos)","(work_spec_id, e81695a9-e44a-422d-9b5b-939a40e17a6d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 2)","(tag, com.google.android.apps.photos.metasync.periodic.MetaSyncWorker)","(work_spec_id, e81695a9-e44a-422d-9b5b-939a40e17a6d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 3)","(tag, com.google.android.apps.photos)","(work_spec_id, cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 4)","(tag, com.google.android.apps.photos.scheduler.IdleAndChargingLowPriorityBackgroundJobWorker)","(work_spec_id, cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 5)","(tag, LPBJ_IDLE_AND_CHARGING_WORKER)","(work_spec_id, cfc7bedf-7cb9-40ea-873f-4f78e4c66a3d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 6)","(tag, com.google.android.apps.photos)","(work_spec_id, 4ab6960a-c528-4464-9ccf-89fc2d4c8e54)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 7)","(tag, com.google.android.apps.photos.scheduler.ChargingOnlyLowPriorityBackgroundJobWorker)","(work_spec_id, 4ab6960a-c528-4464-9ccf-89fc2d4c8e54)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 8)","(tag, LPBJ_CHARGING_ONLY_WORKER)","(work_spec_id, 4ab6960a-c528-4464-9ccf-89fc2d4c8e54)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 9)","(tag, com.google.android.apps.photos)","(work_spec_id, ff07a3df-6beb-4f53-9254-6afbf58171ec)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 10)","(tag, com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker)","(work_spec_id, ff07a3df-6beb-4f53-9254-6afbf58171ec)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 11)","(tag, MDD.CHARGING.PERIODIC.TASK)","(work_spec_id, ff07a3df-6beb-4f53-9254-6afbf58171ec)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 12)","(tag, com.google.android.apps.photos)","(work_spec_id, c6d18ae3-07a6-44ee-aac9-33db8e29d418)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 13)","(tag, com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker)","(work_spec_id, c6d18ae3-07a6-44ee-aac9-33db8e29d418)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 14)","(tag, MDD.MAINTENANCE.PERIODIC.GCM.TASK)","(work_spec_id, c6d18ae3-07a6-44ee-aac9-33db8e29d418)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 15)","(tag, com.google.android.apps.photos)","(work_spec_id, 9d7e7fce-6096-467c-90f2-b7f5991defdc)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 16)","(tag, MDD.CELLULAR.CHARGING.PERIODIC.TASK)","(work_spec_id, 9d7e7fce-6096-467c-90f2-b7f5991defdc)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 17)","(tag, com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker)","(work_spec_id, 9d7e7fce-6096-467c-90f2-b7f5991defdc)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 18)","(tag, com.google.android.apps.photos)","(work_spec_id, 407e709d-a360-435a-9302-73024b28c3ce)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 19)","(tag, com.google.android.apps.photos.ondevicemi.mimodeldownloading.mdd.ModelDownloadWorker)","(work_spec_id, 407e709d-a360-435a-9302-73024b28c3ce)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 20)","(tag, MDD.WIFI.CHARGING.PERIODIC.TASK)","(work_spec_id, 407e709d-a360-435a-9302-73024b28c3ce)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 21)","(tag, com.google.android.apps.photos)","(work_spec_id, 04c8ef88-a742-4399-817c-4409f89cb257)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 22)","(tag, com.google.android.apps.photos.promo.FeaturePromoEligibilityPrecomputingWorker)","(work_spec_id, 04c8ef88-a742-4399-817c-4409f89cb257)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 23)","(tag, com.google.android.apps.photos)","(work_spec_id, d3b1ca88-b74c-4618-a247-2637933bc589)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 24)","(tag, com.google.android.apps.photos.scheduler.DelayedLowPriorityBackgroundJobWorker)","(work_spec_id, d3b1ca88-b74c-4618-a247-2637933bc589)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 25)","(tag, LPBJ_DELAYED_WORKER)","(work_spec_id, d3b1ca88-b74c-4618-a247-2637933bc589)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 26)","(tag, com.google.android.apps.photos)","(work_spec_id, f065bc3e-dae4-4a02-b5a9-4c1c239df65d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 27)","(tag, com.google.android.apps.photos.actionqueue.impl.OptimisticActionWorker)","(work_spec_id, f065bc3e-dae4-4a02-b5a9-4c1c239df65d)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 28)","(tag, com.google.android.apps.photos)","(work_spec_id, 61d168a8-696f-4e76-8b3a-94d965bb08d6)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 29)","(tag, com.google.android.apps.photos.devicemanagement.freeupspacebar.FindLocalMediaForFreeUpSpaceBarWorker)","(work_spec_id, 61d168a8-696f-4e76-8b3a-94d965bb08d6)"
"(PID, com.google.android.apps.photos)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 30)","(tag, com.google.android.apps.photos)","(work_spec_id, a7c99e88-e901-465a-ad74-6e02c9c820da)"
