PID,DN,DP,TN,RL,tag,work_spec_id
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 1)","(tag, device_context_task)","(work_spec_id, 516ea9a5-c5ee-46ba-af9b-c98bb318434a)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 2)","(tag, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(work_spec_id, 516ea9a5-c5ee-46ba-af9b-c98bb318434a)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 3)","(tag, offline_settings_fetch)","(work_spec_id, 95b65571-1d92-4e8d-81e1-56d392dd7f0a)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 4)","(tag, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(work_spec_id, 95b65571-1d92-4e8d-81e1-56d392dd7f0a)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 5)","(tag, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(work_spec_id, 9e0e184e-973b-41f2-83b6-9c5a2c41d458)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 6)","(tag, offline_library_browse_fetch)","(work_spec_id, 9e0e184e-973b-41f2-83b6-9c5a2c41d458)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 7)","(tag, notification_registration_task)","(work_spec_id, 4ee6d7be-2004-4b35-96b4-9e25af501d60)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 8)","(tag, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(work_spec_id, 4ee6d7be-2004-4b35-96b4-9e25af501d60)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 9)","(tag, mdx_background_scanner)","(work_spec_id, ba79c891-1c1d-4e01-a077-1e166db30a47)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkTag)","(RL, 10)","(tag, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(work_spec_id, ba79c891-1c1d-4e01-a077-1e166db30a47)"
