PID,DN,DP,TN,RL,tbl,idx,stat
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 1)","(tbl, suggested_actions)","(idx, pending_high_priority_suggestions_idx)","(stat, 12 1 1 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 2)","(tbl, suggested_actions)","(idx, sqlite_autoindex_suggested_actions_1)","(stat, 12 1 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 3)","(tbl, partition_versions)","(idx, sqlite_autoindex_partition_versions_1)","(stat, 16 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 4)","(tbl, local_media)","(idx, content_uri_local_media_idx)","(stat, 76 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 5)","(tbl, local_media)","(idx, media_store_id_dedup_key_local_media_idx)","(stat, 76 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 6)","(tbl, local_media)","(idx, first_backup_timestamp_idx)","(stat, 76 76)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 7)","(tbl, local_media)","(idx, camera_state_dedup_key_local_media_idx)","(stat, 76 76 76 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 8)","(tbl, local_media)","(idx, local_media_bucket_id_idx)","(stat, 76 38 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 9)","(tbl, local_media)","(idx, main_local_media_idx)","(stat, 76 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 10)","(tbl, local_media)","(idx, sqlite_autoindex_local_media_1)","(stat, 76 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 11)","(tbl, partition_views)","(idx, sqlite_autoindex_partition_views_1)","(stat, 8 4 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 12)","(tbl, partition_tables)","(idx, sqlite_autoindex_partition_tables_1)","(stat, 112 7 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 13)","(tbl, android_metadata)","(idx, None)","(stat, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 14)","(tbl, day_segmented_date_headers)","(idx, day_segmented_date_headers_idx)","(stat, 15 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 15)","(tbl, day_segmented_date_headers)","(idx, sqlite_autoindex_day_segmented_date_headers_1)","(stat, 15 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 16)","(tbl, media)","(idx, media_location_idx)","(stat, 76 38 38 38 38 1 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 17)","(tbl, media)","(idx, min_upload_utc_timestamp_idx)","(stat, 76 76 76 76 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, sqlite_stat1)","(RL, 18)","(tbl, media)","(idx, is_archived_idx)","(stat, 76 76 76 76 1)"
