Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,creation_utc,host_key,name,value,path,expires_utc,is_secure,is_httponly,last_access_utc,has_expires,is_persistent,priority,encrypted_value,samesite,source_scheme,source_port,is_same_party
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 1)","(creation_utc, 13269677358553155)","(host_key, www.cargurus.com)","(name, LSW)","(value, prod-bos2-www-25)","(path, /)","(expires_utc, 0)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 2)","(creation_utc, 13269677358501953)","(host_key, www.cargurus.com)","(name, mobileAppDeviceInfo)","(value, %7B%22mobileAppDeviceVersion%22%3A%2230%22%2C%22mobileAppLocationPermissionDenied%22%3Afalse%2C%22universalLink%22%3Afalse%2C%22mobileAppDevicePlatform%22%3A%22Android%22%2C%22mobileAppCameraPermissionDenied%22%3Afalse%2C%22mobileAppVersion%22%3A%222.14%22%7D)","(path, /)","(expires_utc, 13427357358501953)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 3)","(creation_utc, 13269677367750556)","(host_key, www.cargurus.com)","(name, CarGurusDevice)","(value, dc154f37-9496-482f-b78c-a911c340cabd)","(path, /)","(expires_utc, 13427357368000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 4)","(creation_utc, 13269677358969101)","(host_key, .google.com)","(name, NID)","(value, 218=lDUtBX-5CkfmGqvJyN74qJUg7GtRAPwBcOW-hMoD8wIuSWRvkosVrRfaYw3hABl44ADsjdVX8i-BFGEPhXdReWB5dVq0GDgr9l4SUrjyiDFV6mItlN_8UkLjymLl5hlWpUq79Rh17RdRlhXq2-I8IgurfSPtEJ4Qa8r80oMK-a8)","(path, /)","(expires_utc, 13285488558969101)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13271223434933067)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 5)","(creation_utc, 13269677359468853)","(host_key, .cargurus.com)","(name, _gcl_au)","(value, 1.1.1817109546.1625203759)","(path, /)","(expires_utc, 13277453359000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 6)","(creation_utc, 13269677359151943)","(host_key, www.cargurus.com)","(name, coronavirusUpdateBannerShown)","(value, true)","(path, /)","(expires_utc, 13272269359000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 7)","(creation_utc, 13269677367750818)","(host_key, www.cargurus.com)","(name, remember-me)","(value, aGVpc2VuYmVyZ2NhcnJvQGdtYWlsLmNvbToxNzgyODgzNzY4MTY3Ojk1ZjMyZjA3MTU2Yjg5MTE4YzdkN2E4ZDAxMjY3NDQ2)","(path, /)","(expires_utc, 13427357368000000)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13271223460678602)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 8)","(creation_utc, 13269677359820727)","(host_key, .criteo.com)","(name, uid)","(value, 036df17b-3e77-40f4-9b48-7b0b49d2ba22)","(path, /)","(expires_utc, 13303373359820727)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13271223370763730)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 9)","(creation_utc, 13269677382432823)","(host_key, www.cargurus.com)","(name, CarGurusUserT)","(value, srxD-2601)","(path, /)","(expires_utc, 13427357382432823)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13271223454656457)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.cargurus.mobileApp)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.cargurus.mobileApp/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 10)","(creation_utc, 13269677382047546)","(host_key, .bluekai.com)","(name, bkdc)","(value, phx)","(path, /)","(expires_utc, 13285229382047546)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13271222855573604)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
