PID,DN,DP,TN,RL,_id,type,time_type,start_time,end_time,proto_blob,string_key1,string_key2,string_key3,account_id
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 1)","(_id, 1)","(type, 4)","(time_type, 1)","(start_time, 1617476990051)","(end_time, 1617476990051)","(proto_blob, CAQSEAgBEOPokMmJLxjj6JDJiS8aIgog8a9iZ4SKlXDm3AnNEByV+E6eGU3x+SFBJZxE/FCc8ociFQoTQ29udGV4dE1hbmFnZXJTdG9yZQ==)","(string_key1, ContextManagerStore)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 2)","(_id, 2)","(type, 1)","(time_type, 1)","(start_time, 1617477010574)","(end_time, 1617477010574)","(proto_blob, CAESEAgBEI6JksmJLxiOiZLJiS8axQEKJjE6ZTNhOTI5YTctYmY1MS00NzcyLWI0MjktMDc3MjRmNmI1YmQyEpgBZnJpNDVGZE1OcTg6QVBBOTFiRVp6eGlWdFZMU1I0aXdpU3ZMT0ZqMHZtYTFpNFF5bl9ZVGdJekFfZ3FKa2lLbFIyTXhRMGotbExtYVVxLUVkZ0k5VlNYM0RSY2NVdzJRQmZrSG5jWF9kR3pIS3FwN0lQTWdITkZYS2Z6OG9xVWdZWmNMajFRYl9yV1hOaHBnaktHSEcxVG8YAg==)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, @@ContextManagerNullAccount@@)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 3)","(_id, 17)","(type, 3)","(time_type, 1)","(start_time, 1617595711593)","(end_time, 1617595711593)","(proto_blob, CAMSEAgBEOmA34GKLxjpgN+Bii8aHQobChloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29t)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 4)","(_id, 318)","(type, 1)","(time_type, 1)","(start_time, 1625519334092)","(end_time, 1625519334092)","(proto_blob, CAESEAgBEMzFgsSnLxjMxYLEpy8axQEKJjE6OTg5OWEwOTctOGI4MC00MmQ2LTk2Y2MtODEwMjBkMzRiNTRmEpgBZnJpNDVGZE1OcTg6QVBBOTFiRVp6eGlWdFZMU1I0aXdpU3ZMT0ZqMHZtYTFpNFF5bl9ZVGdJekFfZ3FKa2lLbFIyTXhRMGotbExtYVVxLUVkZ0k5VlNYM0RSY2NVdzJRQmZrSG5jWF9kR3pIS3FwN0lQTWdITkZYS2Z6OG9xVWdZWmNMajFRYl9yV1hOaHBnaktHSEcxVG8YAw==)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, heisenbergcarro@gmail.com)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 5)","(_id, 444)","(type, 5)","(time_type, 1)","(start_time, 1626892436740)","(end_time, 1626892436740)","(proto_blob, CAUSEAgBEISK4tKsLxiEiuLSrC8a0Q0I+KyG0awvEISK4tKsLxpOChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQ9gwQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASACKAAwIjgCQARIAFAhGlIKIENvbnRyb2xsZXJPcGVyYXRpb25fZmluYWxpemVUYXNrEAQQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYBiAEKAMwDTgCQABIAVADGkQKEURpc3BhdGNoZXJEZWxpdmVyEOAXEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAMgBCgAMFs4AkACSABQGBpGChRFdmVudEhhbmRsZXItZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGA0gACgNMA04AUAASAFQARpbCihGaXJzdEFjcXVpcmUtQmFzZVByb2R1Y2VyX3dyaXRlX3RvX3N0b3JlEP4BEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpfCi1GaXJzdEFjcXVpcmUtQ29udHJvbGxlck9wZXJhdGlvbl9maW5hbGl6ZVRhc2sQAxAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaUwohRmlyc3RBY3F1aXJlLUV2ZW50SGFuZGxlci1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGlkKJ0ZpcnN0QWNxdWlyZS1IYW5kbGVTeXN0ZW1TdGF0ZU9uUmVjZWl2ZRADEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpVCiJGaXJzdEFjcXVpcmUtTGlzdGVuZXJJbnZva2VyUnVubmVyEN4DEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABprCjhGaXJzdEFjcXVpcmUtU2luZ2xldG9uTG9jYXRpb25Qcm9kdWNlcl9vbkxvY2F0aW9uQ2hhbmdlZBDiCRAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaQwoRR2V0Q3VycmVudENvbnRleHQQAhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgIIAUoAjANOABAAEgAUAAaTAoaSGFuZGxlU3lzdGVtU3RhdGVPblJlY2VpdmUQAxAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgDIAQoATAIOAFAAEgAUAEaSAoVTGlzdGVuZXJJbnZva2VyUnVubmVyEPMXEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgASgAMBI4AkAESABQXho2CgRSZWFkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYGSAAKBkwGTgAQABIAFAAGkkKF1JlZ2lzdGVyQ29udGV4dExpc3RlbmVyEAQQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYAiACKAEwBDgAQABIAFAAGmcKK1NpbmdsZXRvbkxvY2F0aW9uUHJvZHVjZXJfb25Mb2NhdGlvbkNoYW5nZWQQ+AoQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYAiACKAAwGTjgoS9Aq+fnDUgAUPj2+IQEGlUKIlRhc2tDb25zb2xpZGF0b3IjU2NoZWR1bGVPcGVyYXRpb24Q/gEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwBDgEQANIAFARGksKGVVucmVnaXN0ZXJDb250ZXh0TGlzdGVuZXIQBBAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgDIAIoAjAGOABAAEgAUAAaSQoXV29ya01hbmFnZXJTYXZlLWRlbGF5ZWQQARAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaPQoKV3JpdGVCYXRjaBDuChAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgFIAUoADAeOABAAEgAUAgiIQgBEAAY+AogACgAMhRhY2NvdW50Iy0xMjg1NjAwOTY2IyIgCDkQABj+ASAAKAAyE2FjY291bnQjLTUxNzk0ODc2MCMiIQhDEO4KGAAgACgAMhRhY2NvdW50Iy0xMjg1NjAwOTY2Iw==)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 6)","(_id, 445)","(type, 5)","(time_type, 1)","(start_time, 1626896036782)","(end_time, 1626896036782)","(proto_blob, CAUSEAgBEK7nvdSsLxiu573UrC8apAsInIri0qwvEK7nvdSsLxpXChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQvh0QABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASACKAAwGDjWzRFA+r25CEgAUP6+j4cEGlIKIENvbnRyb2xsZXJPcGVyYXRpb25fZmluYWxpemVUYXNrEAMQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYDyAAKAswEjgCQAJIAFAFGkQKEURpc3BhdGNoZXJEZWxpdmVyEOAdEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAYgBSgAMDU4AkADSABQIxpGChRFdmVudEhhbmRsZXItZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGBwgACgcMBw4AEAASABQABpbCihGaXJzdEFjcXVpcmUtQmFzZVByb2R1Y2VyX3dyaXRlX3RvX3N0b3JlEMYEEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpfCi1GaXJzdEFjcXVpcmUtQ29udHJvbGxlck9wZXJhdGlvbl9maW5hbGl6ZVRhc2sQAhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaVQoiRmlyc3RBY3F1aXJlLUxpc3RlbmVySW52b2tlclJ1bm5lchDjChAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaawo4Rmlyc3RBY3F1aXJlLVNpbmdsZXRvbkxvY2F0aW9uUHJvZHVjZXJfb25Mb2NhdGlvbkNoYW5nZWQQvBYQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGkMKEUdldEN1cnJlbnRDb250ZXh0EAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYEiAAKBIwEjgAQABIAFAAGkgKFUxpc3RlbmVySW52b2tlclJ1bm5lchDvNhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgBIAIoADBJOANABEgAUDwaSQoXUmVnaXN0ZXJDb250ZXh0TGlzdGVuZXIQAxAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgDIAEoAjAFOABAAEgAUAAaZworU2luZ2xldG9uTG9jYXRpb25Qcm9kdWNlcl9vbkxvY2F0aW9uQ2hhbmdlZBD4GBAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgCIAMoADAbOANABEj+//////////8BUCUaVQoiVGFza0NvbnNvbGlkYXRvciNTY2hlZHVsZU9wZXJhdGlvbhDGBBAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADACOAJAA0gAUBEaSwoZVW5yZWdpc3RlckNvbnRleHRMaXN0ZW5lchABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAcgACgHMAc4AEAASABQABpJChdXb3JrTWFuYWdlclNhdmUtZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABo9CgpXcml0ZUJhdGNoEKkZEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAUgBigAMDg4AEAASABQCiIhCAEQABj4GCAAKAAyFGFjY291bnQjLTEyODU2MDA5NjYjIiAIORAAGMYEIAAoADITYWNjb3VudCMtNTE3OTQ4NzYwIyIhCEMQqRkYACAAKAAyFGFjY291bnQjLTEyODU2MDA5NjYj)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 7)","(_id, 446)","(type, 5)","(time_type, 1)","(start_time, 1626899636815)","(end_time, 1626899636815)","(proto_blob, CAUSEAgBEM/EmdasLxjPxJnWrC8a5wsIvOe91KwvEM/EmdasLxpOChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQ6BcQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASACKAAwHzgCQARIAFAaGlIKIENvbnRyb2xsZXJPcGVyYXRpb25fZmluYWxpemVUYXNrEAgQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYCiAHKAMwFjgBQAFIAFACGkQKEURpc3BhdGNoZXJEZWxpdmVyEPIiEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAQgBCgAMCQ4AkACSABQIRpGChRFdmVudEhhbmRsZXItZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGA8gACgPMA84DEAASAxQDBpbCihGaXJzdEFjcXVpcmUtQmFzZVByb2R1Y2VyX3dyaXRlX3RvX3N0b3JlEM8DEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpfCi1GaXJzdEFjcXVpcmUtQ29udHJvbGxlck9wZXJhdGlvbl9maW5hbGl6ZVRhc2sQCBAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaUwohRmlyc3RBY3F1aXJlLUV2ZW50SGFuZGxlci1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGlUKIkZpcnN0QWNxdWlyZS1MaXN0ZW5lckludm9rZXJSdW5uZXIQwQQQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGmsKOEZpcnN0QWNxdWlyZS1TaW5nbGV0b25Mb2NhdGlvblByb2R1Y2VyX29uTG9jYXRpb25DaGFuZ2VkEIISEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpDChFHZXRDdXJyZW50Q29udGV4dBAIEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAMgBCgBMAw4AEAASABQABpIChVMaXN0ZW5lckludm9rZXJSdW5uZXIQnSYQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASABKAAwHzgCQARIAFAlGkkKF1JlZ2lzdGVyQ29udGV4dExpc3RlbmVyEAgQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYAyADKAAwCzgAQABIAFAAGl4KK1NpbmdsZXRvbkxvY2F0aW9uUHJvZHVjZXJfb25Mb2NhdGlvbkNoYW5nZWQQmRQQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYAiACKAAwGDgDQARIAFAeGlUKIlRhc2tDb25zb2xpZGF0b3IjU2NoZWR1bGVPcGVyYXRpb24QzwMQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwBjgDQANIAFAZGksKGVVucmVnaXN0ZXJDb250ZXh0TGlzdGVuZXIQChAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgFIAUoATATOABAAEgAUAAaSQoXV29ya01hbmFnZXJTYXZlLWRlbGF5ZWQQARAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaPQoKV3JpdGVCYXRjaBCRDhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgFIAUoADAxOABAAEgAUAciIQgBEAAYmRQgACgAMhRhY2NvdW50Iy0xMjg1NjAwOTY2IyIgCDkQABjPAyAAKAAyE2FjY291bnQjLTUxNzk0ODc2MCMiIQhDEJEOGAAgACgAMhRhY2NvdW50Iy0xMjg1NjAwOTY2Iw==)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 8)","(_id, 447)","(type, 5)","(time_type, 1)","(start_time, 1626903237516)","(end_time, 1626903237516)","(proto_blob, CAUSEAgBEIyn9desLxiMp/XXrC8awQUI3cSZ1qwvEIyn9desLxpOChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQhQIQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASAAKAAwBjgBQAFIAFAPGkYKFEV2ZW50SGFuZGxlci1kZWxheWVkEAIQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYLyAYKBcwRzgCQABIAVACGlMKIUZpcnN0QWNxdWlyZS1FdmVudEhhbmRsZXItZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABprCjhGaXJzdEFjcXVpcmUtU2luZ2xldG9uTG9jYXRpb25Qcm9kdWNlcl9vbkxvY2F0aW9uQ2hhbmdlZBCFAhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOABAAEgAUAAaSAoVTGlzdGVuZXJJbnZva2VyUnVubmVyEIYCEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAIgAigAMAk4AUABSABQDBo/Cg1QcnVuZS1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGl4KK1NpbmdsZXRvbkxvY2F0aW9uUHJvZHVjZXJfb25Mb2NhdGlvbkNoYW5nZWQQhQIQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYASACKAAwDjgBQAFIAFAIGkkKF1dvcmtNYW5hZ2VyU2F2ZS1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAIiEIARAAGIUCIAAoADIUYWNjb3VudCMtMTI4NTYwMDk2NiM=)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 9)","(_id, 448)","(type, 5)","(time_type, 1)","(start_time, 1626906838448)","(end_time, 1626906838448)","(proto_blob, CAUSEAgBELCL0dmsLxiwi9HZrC8a+wQIkKf116wvELCL0dmsLxpNChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQARAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgAIAAoADAAOAFAAEgBUAEaRgoURXZlbnRIYW5kbGVyLWRlbGF5ZWQQARAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgHIAAoBzAHOEZAAEhGUEYaUwohRmlyc3RBY3F1aXJlLUV2ZW50SGFuZGxlci1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGmoKOEZpcnN0QWNxdWlyZS1TaW5nbGV0b25Mb2NhdGlvblByb2R1Y2VyX29uTG9jYXRpb25DaGFuZ2VkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGkcKFUxpc3RlbmVySW52b2tlclJ1bm5lchACEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAEgACgAMAE4AkACSABQBBpdCitTaW5nbGV0b25Mb2NhdGlvblByb2R1Y2VyX29uTG9jYXRpb25DaGFuZ2VkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGkkKF1dvcmtNYW5hZ2VyU2F2ZS1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAIiAIARAAGAEgACgAMhRhY2NvdW50Iy0xMjg1NjAwOTY2Iw==)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
"(PID, com.google.android.gms)","(DN, context_feature_default.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/context_feature_default.db)","(TN, feature)","(RL, 10)","(_id, 449)","(type, 5)","(time_type, 1)","(start_time, 1626910438481)","(end_time, 1626910438481)","(proto_blob, CAUSEAgBENHorNusLxjR6KzbrC8apAYIuIvR2awvENHorNusLxpNChtCYXNlUHJvZHVjZXJfd3JpdGVfdG9fc3RvcmUQAhAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgBIAAoATABOAJAAkgAUAQaRgoURXZlbnRIYW5kbGVyLWRlbGF5ZWQQARAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgRIAAoETAROANAAEgDUAMaUwohRmlyc3RBY3F1aXJlLUV2ZW50SGFuZGxlci1kZWxheWVkEAEQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAYACAAKAAwADgAQABIAFAAGlkKJ0ZpcnN0QWNxdWlyZS1IYW5kbGVTeXN0ZW1TdGF0ZU9uUmVjZWl2ZRAIEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpqCjhGaXJzdEFjcXVpcmUtU2luZ2xldG9uTG9jYXRpb25Qcm9kdWNlcl9vbkxvY2F0aW9uQ2hhbmdlZBACEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQABpMChpIYW5kbGVTeXN0ZW1TdGF0ZU9uUmVjZWl2ZRAIEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAUgBSgCMBQ4BEAESABQDBpHChVMaXN0ZW5lckludm9rZXJSdW5uZXIQAxAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABgBIAEoATACOANABEgAUAgaXQorU2luZ2xldG9uTG9jYXRpb25Qcm9kdWNlcl9vbkxvY2F0aW9uQ2hhbmdlZBACEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAMgACgBMAQ4AEAASABQABpJChdXb3JrTWFuYWdlclNhdmUtZGVsYXllZBABEAAQABAAEAAQABAAEAAQABAAEAAQABAAEAAQABAAGAAgACgAMAA4AEAASABQACIgCAEQABgCIAAoADIUYWNjb3VudCMtMTI4NTYwMDk2NiM=)","(string_key1, None)","(string_key2, None)","(string_key3, None)","(account_id, None)"
