PID,DN,DP,TN,RL,data,pk
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 1)","(data, Chxjb20uYW5kcm9pZC5jdHMucHJpdi5jdHNzaGltEIDTu+zoIxogsnRFPgTVq7CA4Yh62Z3rNTYM5HFlfMl/c7BUH2/j41w=)","(pk, com.android.cts.priv.ctsshim)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 2)","(data, Citjb20uc2Ftc3VuZy5hbmRyb2lkLnByb3ZpZGVyLmZpbHRlcnByb3ZpZGVyEIDTu+zoIxog7y+6P+lUbD7/pGoVJbQR57nv4XxFjbgI+aLcS0/xkLA=)","(pk, com.samsung.android.provider.filterprovider)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 3)","(data, Ch5jb20uc2VjLmFuZHJvaWQuYXBwLkRhdGFDcmVhdGUQgNO77OgjGiAKpVGmF2O/uCYMVDBvqCRnL5eFZJ/nUU5kK4gO/509yg==)","(pk, com.sec.android.app.DataCreate)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 4)","(data, CiBjb20uc2VjLnZzaW0uZXJpY3Nzb25uc2RzLndlYmFwcBCA07vs6CMaIL2BMYZH61jBORJux+R6Y6J4WTPs9V260rCMaD4oQwrA)","(pk, com.sec.vsim.ericssonnsds.webapp)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 5)","(data, Cihjb20uc2Ftc3VuZy5hbmRyb2lkLnNtYXJ0c3dpdGNoYXNzaXN0YW50EIDTu+zoIxogjnGEZTJqSD/eAlFXDmabbHYEini2o5dTLZ56iv3STdA=)","(pk, com.samsung.android.smartswitchassistant)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 6)","(data, Cg5jb20udnp3LmFwbmxpYhCA07vs6CMaIGsBntt66vPzv8H1dkkvdzUSvAPOLc+ZGCWuOX4gC1Zw)","(pk, com.vzw.apnlib)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 7)","(data, Chdjb20uc2VjLmxvY2F0aW9uLm5zZmxwMhCA07vs6CMaIFtXGfJrBpenyQfPdQu20LUMpaGBo7XhKCSlcJL4B8VY)","(pk, com.sec.location.nsflp2)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 8)","(data, CjRjb20uYW5kcm9pZC5pbnRlcm5hbC5kaXNwbGF5LmN1dG91dC5lbXVsYXRpb24uY29ybmVyEIDTu+zoIxoge3M+wtnjziCD14ekhMPXTMLKEvMp5ZJgF6KRwi4IP3U=)","(pk, com.android.internal.display.cutout.emulation.corner)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 9)","(data, Cihjb20uc2VjLmFuZHJvaWQuYXBwLmNocm9tZWN1c3RvbWl6YXRpb25zEIDTu+zoIxogHmqcEfS2vJxiQisBBwjJGTsghiint4WNBBJf9lB82zY=)","(pk, com.sec.android.app.chromecustomizations)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 10)","(data, Cixjb20uc2VjLmFuZHJvaWQuYXBwLnNldHVwd2l6YXJkbGVnYWxwcm92aWRlchCA07vs6CMaIPnPCBWkt2jPFwDHvRZNI+pF8gx4mEPqwZBcCooqhIGp)","(pk, com.sec.android.app.setupwizardlegalprovider)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 11)","(data, Ch1jb20uYW5kcm9pZC50aGVtZS5pY29uLnBlYmJsZRCA07vs6CMaINb39ph37GJWKwcSj5cT/ojP98X0tDb8pgLNZwGi2ut0)","(pk, com.android.theme.icon.pebble)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 12)","(data, ChVjb20uYW5kcm9pZC5keW5zeXN0ZW0QgNO77OgjGiB+oYedWuBH3toDtb55oVURRBu+3QZmoAFsoZDZb3NNHA==)","(pk, com.android.dynsystem)"
"(PID, com.android.vending)","(DN, verify_apps.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/verify_apps.db)","(TN, package_installation_state)","(RL, 13)","(data, Chpjb20uc2VjLmFuZHJvaWQuYXBwLnBhcnNlchCA07vs6CMaILtyoNj3249+4y+fLlJCiuCrWViC/UxmowXOUv8cnkR8)","(pk, com.sec.android.app.parser)"
