PID,DN,DP,TN,RL,app_id,audience_id,current_results
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 1)","(app_id, com.app.tgtg)","(audience_id, 3)","(current_results, CAEQARoICAAQuYDZhgY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 2)","(app_id, com.app.tgtg)","(audience_id, 4)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 3)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 4)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 4)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 5)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 5)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 6)","(current_results, CAMQAw==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 6)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 7)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 7)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 8)","(current_results, CAIQAg==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 8)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 10)","(current_results, CAIQAg==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 9)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 11)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 10)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 12)","(current_results, CAE=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 11)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 29)","(current_results, CAIQAhoICAEQ7cSfhwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 12)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 58)","(current_results, CAM=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 13)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 62)","(current_results, CAEQARoICAAQv8rIgwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 14)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 73)","(current_results, CAcQBhoICAEQ8JqqhQYaCAgCEPCaqoUG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 15)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 76)","(current_results, CAMQAxoICAAQ8JqqhQYaCAgBEO3En4cG)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 16)","(app_id, com.google.android.googlequicksearchbox)","(audience_id, 78)","(current_results, CAMQARoICAAQ8JqqhQY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 17)","(app_id, com.samsung.android.game.gamehome)","(audience_id, 50)","(current_results, CAEQARoICAAQ7PqigwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 18)","(app_id, com.samsung.android.game.gamehome)","(audience_id, 51)","(current_results, CAEQARoICAAQ7PqigwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 19)","(app_id, com.samsung.android.game.gamehome)","(audience_id, 52)","(current_results, CAEQARoICAAQ7PqigwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 20)","(app_id, com.samsung.android.game.gamehome)","(audience_id, 59)","(current_results, CAEQARoICAAQ7PqigwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 21)","(app_id, com.samsung.android.game.gamehome)","(audience_id, 67)","(current_results, CAEQARoICAAQ7PqigwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 22)","(app_id, com.google.android.apps.photos)","(audience_id, 2)","(current_results, CAEQARoICAAQwrzchwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 23)","(app_id, com.google.android.apps.photos)","(audience_id, 3)","(current_results, CAEQARoICAAQwrzchwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 24)","(app_id, com.google.android.apps.photos)","(audience_id, 4)","(current_results, CAEQARoICAAQjr3chwY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 25)","(app_id, com.google.android.apps.tachyon)","(audience_id, 6)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 26)","(app_id, com.google.android.apps.tachyon)","(audience_id, 8)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 27)","(app_id, com.google.android.apps.tachyon)","(audience_id, 9)","(current_results, CAEQAQ==)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 28)","(app_id, com.google.android.apps.tachyon)","(audience_id, 22)","(current_results, CAEQARoICAAQiJqShQY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 29)","(app_id, com.google.android.apps.tachyon)","(audience_id, 24)","(current_results, CAEQARoICAAQiJqShQY=)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, audience_filter_values)","(RL, 30)","(app_id, com.tmobile.tuesdays)","(audience_id, 25)","(current_results, CAE=)"
