PID,DN,DP,TN,RL,facet_id,id
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 1)","(facet_id, android://wctWuKakwAKDfVz8mX57MZAbZVXmfVwlkN8yHs6TuGuEfxswKtHq5qxOWI0RPBi55t1j2td7DaRC_cF8R3qlUQ==@com.waze/)","(id, android://wctWuKakwAKDfVz8mX57MZAbZVXmfVwlkN8yHs6TuGuEfxswKtHq5qxOWI0RPBi55t1j2td7DaRC_cF8R3qlUQ==@com.waze/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 2)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 3)","(facet_id, https://www.fbwat.ch/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 4)","(facet_id, https://www.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 5)","(facet_id, https://facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 6)","(facet_id, https://ha-ng.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 7)","(facet_id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.lite/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 8)","(facet_id, https://m.fbwat.ch/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 9)","(facet_id, https://vi-vn.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 10)","(facet_id, https://tl-ph.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 11)","(facet_id, https://es-ve.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 12)","(facet_id, https://fbwat.ch/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 13)","(facet_id, https://www.m.me/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 14)","(facet_id, https://m.me/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 15)","(facet_id, https://m.facebook.com/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 16)","(facet_id, https://fb.me/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 17)","(facet_id, https://www.fb.gg/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
"(PID, com.google.android.gms)","(DN, chromesync.data_store)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.google.android.gms/databases/chromesync.data_store)","(TN, facet_group_index)","(RL, 18)","(facet_id, https://fb.gg/)","(id, android://zQxb6hXv1MJiC1Yyotdhi8HP-y7fwPcOLwPOWTwWKpP2VXcbsuIiI4iJ1KV0Dz3LzVsUuKJmYCBIUAxnsPB9FA==@com.facebook.orca/)"
