Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,type,tag,owner_id,user_id,is_last,pc,g_flags
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 1)","(_id, 1)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 475222380)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 2)","(_id, 11)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 1246522656016359424)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 3)","(_id, 12)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 522777613)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 4)","(_id, 13)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 992125797241643008)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 5)","(_id, 1795)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 105533433)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 6)","(_id, 1796)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 472458939)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 7)","(_id, 1797)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 54984670)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 8)","(_id, 1798)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 348850186)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 9)","(_id, 3579)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 495242747)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 10)","(_id, 3580)","(type, 14)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 47731477)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 11)","(_id, 3581)","(type, 15)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 1378525099184291843)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 12)","(_id, 3582)","(type, 15)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 1382564488923082753)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 13)","(_id, 3583)","(type, 15)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 475222380)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 14)","(_id, 3584)","(type, 15)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 522777613)","(is_last, 0)",,"(g_flags, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, user_groups)","(Line ID, 15)","(_id, 3585)","(type, 15)","(tag, -1)","(owner_id, 1378525099184291843)","(user_id, 992125797241643008)","(is_last, 0)",,"(g_flags, 0)"
