Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,owner_id,type,is_preview,preview_id,sort_index,container_sort_index,entity_id,entity_group_id,entity_type,entity_flattening_id,data_type,data_type_group,data_type_tag,timeline_tag,timeline_chunk_id,data_id,data,flags,updated_at,is_read,is_linger_impressed,scribe_content,prompt,dismissed,display_context,feedback_action_prompts,pinned_header_state,dismiss_reason,display_type,pc,module_metadata,tweet_highlights,social_context,tweet_display_size,dismiss_feedback_key,expiry_time,data_source,sender_id,instance_data_id,tombstone_info,score_info,preroll_metadata,preview_metadata,should_highlight,navigation_url,is_dispensable,reply_badge,tweet_context,inline_social_proof,forward_pivot,inner_qt_forward_pivot,tree_display,tweet_interstitial
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 1)","(_id, 15708)","(owner_id, 1378525099184291843)","(type, 34)","(is_preview, 1)","(preview_id, 1410457439334449156)","(sort_index, 1410457439334449156)","(container_sort_index, 0)","(entity_id, 1410457439334449156)","(entity_group_id, 1410457439334449156)","(entity_type, 1)",,"(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1410457439334449156)","(data_id, 1.4104574393344492e+18)",,"(flags, 131073.0)","(updated_at, 1625114233000)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'')","(prompt, b'')","(dismissed, 0)",,,"(pinned_header_state, 0)",,,,,"(tweet_highlights, b'I\t\tX')","(social_context, b'')",,"(dismiss_feedback_key, )","(expiry_time, 9223372036854775807)",,"(sender_id, 1.3785250991842918e+18)","(instance_data_id, 1.4104574393344492e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 2)","(_id, 20733)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417081020717928452)","(sort_index, 1417239697100374016)","(container_sort_index, 0)","(entity_id, tweet-1417081020717928452)","(entity_group_id, tweet-1417081020717928452)","(entity_type, 1)","(entity_flattening_id, tweet-1417081020717928452)","(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.4170810207179284e+18)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x08ErgTweetj`DAACDAABDAABCgABAKEIREEEIAkKAAIAAEEQiACiAAoABA362TMhVMABCgAFAAAAAAAgEAEDAAgKCgAJSaDpa+oCsh0AAAAAj\x11suggest_erg_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x0b\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131007356280296488961XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x0c\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131007356280296488961\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FZQBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1.3790301627764122e+18)","(instance_data_id, 1.4170810207179284e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 3)","(_id, 20734)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417081020717928452)","(sort_index, 1417239697100374016)","(container_sort_index, 0)","(entity_id, tweet-1417081020717928452)","(entity_group_id, tweet-1417081020717928452)","(entity_type, 1)","(entity_flattening_id, tweet-1417081020717928452)","(data_type, 35)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1139207443.0)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x08ErgTweetj`DAACDAABDAABCgABAKEIREEEIAkKAAIAAEEQiACiAAoABA362TMhVMABCgAFAAAAAAAgEAEDAAgKCgAJSaDpa+oCsh0AAAAAj\x11suggest_erg_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x0b\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131007356280296488961XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x0c\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131007356280296488961\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FZQBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1.3790301627764122e+18)","(instance_data_id, 1.4170810207179284e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 4)","(_id, 20735)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416418973776859138)","(sort_index, 1417239697100374015)","(container_sort_index, 0)","(entity_id, promotedTweet-1416418973776859138-205ea804dc9d4213)","(entity_group_id, promotedTweet-1416418973776859138-205ea804dc9d4213)","(entity_type, 1)",,"(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1675864589.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.4164189737768591e+18)",,"(flags, 131073.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'')","(prompt, b'')","(dismissed, 0)",,,"(pinned_header_state, 0)",,"(display_type, Tweet)","(pc, b'J\x03j\x10205ea804dc9d4213j\x0cNoDisclosure\x198j\x07Peacock00\x1d\x10@\xc7\x91\xfbW`\x02\t\x08\x01\t\t\x08\x01\x12\x02\tj\x1amin_gap_for_nsfw_avoidancej\x010j\x1ansfa_htl_experiment_enablej\x0108j\tpeacockTV8X')",,"(tweet_highlights, b'I\t\tX')","(social_context, b'')","(tweet_display_size, unknown)","(dismiss_feedback_key, )","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1.1711553329173217e+18)","(instance_data_id, 1.4164189737768591e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 5)","(_id, 20736)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417230735732260872)","(sort_index, 1417239697100374014)","(container_sort_index, 0)","(entity_id, tweet-1417230735732260872)","(entity_group_id, tweet-1417230735732260872)","(entity_type, 1)",,"(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.4172307357322609e+18)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x13RankedTimelineTweetjDDAACDAABDAABCgABASEIREUEABEKAAIAAAAIAAMgAAMACAAKAAlJoOlr6gKyHQAAAAA=j\x1dsuggest_ranked_timeline_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x01J\x03j\x1cNot interested in this Tweet\x1b0\r\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'')","(tweet_display_size, unknown)","(dismiss_feedback_key, FSQ5DAA=)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 475222380.0)","(instance_data_id, 1.4172307357322609e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 6)","(_id, 20737)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417181831741550597)","(sort_index, 1417239697100374013)","(container_sort_index, 0)","(entity_id, tweet-1417181831741550597)","(entity_group_id, tweet-1417181831741550597)","(entity_type, 1)","(entity_flattening_id, tweet-1417181831741550597)","(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.4171818317415506e+18)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x0fCroonTopicTweetj`DAACDAABDAABCgABAiEIREEEIAkKAAIAAEEQiACiAAoABA/PWxP/lMABCgAFAAAAAAAgAHEDAAgSCgAJSaDpa+oCsh0AAAAAj\x19suggest_croon_topic_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x0e\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131139229372198469633XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x0f\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131139229372198469633\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1.3536371821840507e+18)","(instance_data_id, 1.4171818317415506e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 7)","(_id, 20738)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417181831741550597)","(sort_index, 1417239697100374013)","(container_sort_index, 0)","(entity_id, tweet-1417181831741550597)","(entity_group_id, tweet-1417181831741550597)","(entity_type, 1)","(entity_flattening_id, tweet-1417181831741550597)","(data_type, 35)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, -1166375052.0)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x0fCroonTopicTweetj`DAACDAABDAABCgABAiEIREEEIAkKAAIAAEEQiACiAAoABA/PWxP/lMABCgAFAAAAAAAgAHEDAAgSCgAJSaDpa+oCsh0AAAAAj\x19suggest_croon_topic_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x0e\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131139229372198469633XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x0f\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131139229372198469633\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1.3536371821840507e+18)","(instance_data_id, 1.4171818317415506e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 8)","(_id, 20739)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417111983644581891)","(sort_index, 1417239697100374012)","(container_sort_index, 0)","(entity_id, tweet-1417111983644581891)","(entity_group_id, tweet-1417111983644581891)","(entity_type, 1)",,"(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.417111983644582e+18)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x13RankedTimelineTweetjDDAACDAABDAABCgABBCEIREEEAAEKAAIAAAEIgAOiAAMACAAKAAlJoOlr6gKyHQAAAAA=j\x1dsuggest_ranked_timeline_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x01J\x03j\x1cNot interested in this Tweet\x1b0\x10\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'')","(tweet_display_size, unknown)","(dismiss_feedback_key, FSQ5DAA=)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 9.581188436368548e+17)","(instance_data_id, 1.417111983644582e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 9)","(_id, 20740)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416949161006673920)","(sort_index, 1417239697100374011)","(container_sort_index, 0)","(entity_id, tweet-1416949161006673920)","(entity_group_id, tweet-1416949161006673920)","(entity_type, 1)","(entity_flattening_id, tweet-1416949161006673920)","(data_type, 1)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 1.416949161006674e+18)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x0fCroonTopicTweetj`DAACDAABDAABCgABCCEIREEEIAkKAAIAAEEQiACiAAoABA363PWcFNAACgAFAAAAAAAgAHEDAAgSCgAJSaDpa+oCsh0AAAAAj\x19suggest_croon_topic_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x11\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131007360414114435072XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x12\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131007360414114435072\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 9.435068069317345e+17)","(instance_data_id, 1.416949161006674e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, timeline)","(Line ID, 10)","(_id, 20741)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416949161006673920)","(sort_index, 1417239697100374011)","(container_sort_index, 0)","(entity_id, tweet-1416949161006673920)","(entity_group_id, tweet-1416949161006673920)","(entity_type, 1)","(entity_flattening_id, tweet-1416949161006673920)","(data_type, 35)","(data_type_group, 0.0)","(data_type_tag, -1.0)",,"(timeline_chunk_id, 1417239697100374016)","(data_id, 530086617.0)",,"(flags, 1.0)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, b'J\x05j\x0fCroonTopicTweetj`DAACDAABDAABCgABCCEIREEEIAkKAAIAAEEQiACiAAoABA363PWcFNAACgAFAAAAAAAgAHEDAAgSCgAJSaDpa+oCsh0AAAAAj\x19suggest_croon_topic_tweet888888\x19888888\x1988888X')","(prompt, b'')","(dismissed, 0)","(display_context, b'')","(feedback_action_prompts, b'I\t\x08\x02\x08\x01\x12\x02\tJ\x03i\x1b0\x11\x11j\x04NONEj\x0cRichBehaviorI\x12\x02Ij\x131007360414114435072XXXJ\x03j\x1cNot interested in this Tweet\x1b0\x12\x11j\x05FROWNj\x08DontLike8XX')","(pinned_header_state, 0)",,"(display_type, Tweet)",,,"(tweet_highlights, b'I\t\tX')","(social_context, b'I\x12\x01Ij\x131007360414114435072\x12\x01XX')","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 9.435068069317345e+17)","(instance_data_id, 1.416949161006674e+18)","(tombstone_info, b'')","(score_info, b'')","(preroll_metadata, b'')","(preview_metadata, b'')","(should_highlight, 0)",,"(is_dispensable, 0)","(reply_badge, b'')","(tweet_context, b'')","(inline_social_proof, b'')","(forward_pivot, b'')","(inner_qt_forward_pivot, b'')",,"(tweet_interstitial, b'')"
