Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,feedback_action
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 1)","(_id, 132)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.je/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj\x1cShow fewer Tweets from kirbyB+Thanks. You\xe2\x80\x99ll see fewer Tweets from kirby.jc/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJqT%2FvxYAFoCg9qcTAA%3D%3D1M\x08\x01\x11\tX\x118j\x04NONE8j$LBUEHBUCFQIpHCak/78WABaAoPanEwAAAA==XJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jf/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1\x83\x01\x97\x118j\x04NONE8j(LBUOHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.je/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1\x83\x01\x97\x118j\x04NONE8j(LBUEHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 2)","(_id, 133)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.je/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj\x1cShow fewer Tweets from kirbyB+Thanks. You\xe2\x80\x99ll see fewer Tweets from kirby.jc/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJqT%2FvxYAFoCg9qcTAA%3D%3D1M\x08\x01\x11\tX\x118j\x04NONE8j$LBUEHBUCFQIpHCak/78WABaAoPanEwAAAA==XJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jf/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1\x83\x01\x97\x118j\x04NONE8j(LBUOHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.je/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaAwLCVkKeuoSYAFoCg9qcTAA%3D%3D1\x83\x01\x97\x118j\x04NONE8j(LBUEHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWgMCwlZCnrqEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 3)","(_id, 134)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.je/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaIgKy9o7WzoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj\x1fShow fewer Tweets from egold305B.Thanks. You\xe2\x80\x99ll see fewer Tweets from egold305.ja/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJoCArI2qv5iLJAAWgKD2pxMA1M\x08\x01\x11\tX\x118j\x04NONE8j(LBUEHBUCFQIpHCaAgKyNqr+YiyQAFoCg9qcTAAAAXJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jf/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaIgKy9o7WzoSYAFoCg9qcTAA%3D%3D1\x83\x01\x9b\x118j\x04NONE8j(LBUOHBUCORwWiICsvaO1s6EmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.je/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaIgKy9o7WzoSYAFoCg9qcTAA%3D%3D1\x83\x01\x9b\x118j\x04NONE8j(LBUEHBUCORwWiICsvaO1s6EmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWiICsvaO1s6EmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 4)","(_id, 135)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.jg/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj2Show fewer Tweets from Cryptovest1 Zilliqa KingpinBAThanks. You\xe2\x80\x99ll see fewer Tweets from Cryptovest1 Zilliqa Kingpin.jc/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJobAvJ3gw9K%2BIgAWgKD2pxMA1M\x08\x01\x11\tX\x118j\x04NONE8j(LBUEHBUCFQIpHCaGwLyd4MPSviIAFoCg9qcTAAAAXJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jh/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1\x83\x01\xc5\x118j\x04NONE8j(LBUOHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.jg/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1\x83\x01\xc5\x118j\x04NONE8j(LBUEHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 5)","(_id, 136)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.jg/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj2Show fewer Tweets from Cryptovest1 Zilliqa KingpinBAThanks. You\xe2\x80\x99ll see fewer Tweets from Cryptovest1 Zilliqa Kingpin.jc/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJobAvJ3gw9K%2BIgAWgKD2pxMA1M\x08\x01\x11\tX\x118j\x04NONE8j(LBUEHBUCFQIpHCaGwLyd4MPSviIAFoCg9qcTAAAAXJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jh/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1\x83\x01\xc5\x118j\x04NONE8j(LBUOHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.jg/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaIwLnF%2FYCuoSYAFoCg9qcTAA%3D%3D1\x83\x01\xc5\x118j\x04NONE8j(LBUEHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWiMC5xf2ArqEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 6)","(_id, 137)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.je/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaAwLmZ2uqtoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj#Show fewer Tweets from AllTimeLasseB2Thanks. You\xe2\x80\x99ll see fewer Tweets from AllTimeLasse.ja/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJvDSrDIAFoCg9qcTAA%3D%3D1M\x08\x01\x11\tX\x118j\x04NONE8j$LBUEHBUCFQIpHCbw0qwyABaAoPanEwAAAA==XJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jf/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaAwLmZ2uqtoSYAFoCg9qcTAA%3D%3D1\x83\x01\xa3\x118j\x04NONE8j(LBUOHBUCORwWgMC5mdrqraEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.je/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaAwLmZ2uqtoSYAFoCg9qcTAA%3D%3D1\x83\x01\xa3\x118j\x04NONE8j(LBUEHBUCORwWgMC5mdrqraEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWgMC5mdrqraEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 7)","(_id, 138)","(feedback_action, b'J\x02j\x08DontLikej\x1cNot interested in this Tweetj;Thanks. Twitter will use this to make your timeline better.je/2/timeline/feedback.json?feedback_type=DontLike&action_metadata=FQI5HBaGgKml166uoSYAFoCg9qcTAA%3D%3D1I\t\x08\x02\x08\x01\x12\x03\tJ\x02j\x08SeeFewerj&Show fewer Tweets from Viejonazo [BTC]B5Thanks. You\xe2\x80\x99ll see fewer Tweets from Viejonazo [BTC].ja/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQIVAikcJoSAteWTwrK1HQAWgKD2pxMA1M\x08\x01\x11\tX\x118j\x04NONE8j(LBUEHBUCFQIpHCaEgLXlk8KytR0AFoCg9qcTAAAAXJ\x02j\tNotRecentB\x17This Tweet isn\xe2\x80\x99t recentj;Thanks. Twitter will use this to make your timeline better.jf/2/timeline/feedback.json?feedback_type=NotRecent&action_metadata=FQI5HBaGgKml166uoSYAFoCg9qcTAA%3D%3D1\x83\x01\xa9\x118j\x04NONE8j(LBUOHBUCORwWhoCppdeurqEmABaAoPanEwAAAA==XJ\x02j\x08SeeFewerB\x19This Tweet isn\xe2\x80\x99t relevantB*Thanks. You\xe2\x80\x99ll see fewer Tweets like this.je/2/timeline/feedback.json?feedback_type=SeeFewer&action_metadata=FQI5HBaGgKml166uoSYAFoCg9qcTAA%3D%3D1\x83\x01\xa9\x118j\x04NONE8j(LBUEHBUCORwWhoCppdeurqEmABaAoPanEwAAAA==XX\x118j\x05FROWN8j(LBUMHBUCORwWhoCppdeurqEmABaAoPanEwAAAA==X')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 8)","(_id, 215)","(feedback_action, b'J\x02j\x08SeeFewerj\x16Not interested in thisj1Thanks. Refresh this page to update these trends.jG/2/guide/insert_feedback/trend_not_interested_in_this_feedback_key.json0I\x08\x01\x11\tX\x12\x018j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 9)","(_id, 216)","(feedback_action, b'J\x02j\x08SeeFewerj\x1fThis trend is harmful or spammyj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_abusive_or_harmful_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
"(Package Name, com.twitter.android)","(Original Database Name, 1378525099184291843-61.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(Table Name, feedback_action)","(Line ID, 10)","(_id, 217)","(feedback_action, b'J\x02j\x08SeeFewerj&The associated content is not relevantj1Thanks. Refresh this page to update these trends.jC/2/guide/insert_feedback/trend_irrelevant_content_feedback_key.json0I\x08\x01\x11\tX\x12\x028j\x04NONE8iX')"
