PID,DN,DP,TN,RL,id,state,worker_class_name,input_merger_class_name,input,output,initial_delay,interval_duration,flex_duration,run_attempt_count,backoff_policy,backoff_delay_duration,period_start_time,minimum_retention_duration,schedule_requested_at,run_in_foreground,required_network_type,requires_charging,requires_device_idle,requires_battery_not_low,requires_storage_not_low,trigger_content_update_delay,trigger_max_content_delay,content_uri_triggers,out_of_quota_policy
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 1)","(id, 516ea9a5-c5ee-46ba-af9b-c98bb318434a)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcVAAAAAQAPdGFza19leHRyYXNfa2V5dXIAEVtMamF2YS5sYW5nLkJ5dGU7lBBsL4Roi24CAAB4cAAAAFhzcgAOamF2YS5sYW5nLkJ5dGWcTmCE7lD1HAIAAUIABXZhbHVleHIAEGphdmEubGFuZy5OdW1iZXKGrJUdC5TgiwIAAHhwUHNxAH4AAgBxAH4ABXEAfgAFc3EAfgACQnNxAH4AAk5zcQB+AAJEc3EAfgACTHNxAH4AAgFxAH4ABXEAfgAFcQB+AAVzcQB+AAIdcQB+AAVxAH4ABXEAfgAFc3EAfgACZHEAfgAFc3EAfgACZXEAfgAFc3EAfgACdnEAfgAFc3EAfgACaXEAfgAFc3EAfgACY3EAfgAFcQB+AA1xAH4ABXNxAH4AAl9xAH4ABXEAfgAQcQB+AAVzcQB+AAJvcQB+AAVzcQB+AAJucQB+AAVzcQB+AAJ0cQB+AAVxAH4ADXEAfgAFc3EAfgACeHEAfgAFcQB+ABRxAH4ABXEAfgARcQB+AAVxAH4AFHEAfgAFc3EAfgACYXEAfgAFc3EAfgACc3EAfgAFc3EAfgACa3EAfgAFcQB+ABFxAH4ABXEAfgAXcQB+AAVxAH4AEHEAfgAFc3EAfgACaHEAfgAFcQB+AA1xAH4ABXEAfgAMcQB+AAVzcQB+AAJ1cQB+AAVzcQB+AAJscQB+AAVxAH4ADXEAfgAFcQB+AAxxAH4ABXEAfgAFcQB+AAVzcQB+AAIGcQB+AAVxAH4ABXEAfgAFcQB+ABxzcQB+AAKac3EAfgAC9XNxAH4AArxxAH4AFXEAfgAKcQB+AAVxAH4ABQ==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 5400000)","(flex_duration, 600000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 1625256419942)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626741681692)","(run_in_foreground, 0)","(required_network_type, 2)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 2)","(id, 95b65571-1d92-4e8d-81e1-56d392dd7f0a)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 86400000)","(flex_duration, 1800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 1626915091706)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626915091730)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 3)","(id, 9e0e184e-973b-41f2-83b6-9c5a2c41d458)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 86400000)","(flex_duration, 1800000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 1626915091827)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626915091849)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 4)","(id, 4ee6d7be-2004-4b35-96b4-9e25af501d60)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 5400000)","(flex_duration, 600000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 0)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626884209807)","(run_in_foreground, 0)","(required_network_type, 2)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 5)","(id, ba79c891-1c1d-4e01-a077-1e166db30a47)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, androidx.work.OverwritingInputMerger)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 0)","(flex_duration, 0)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 1626884209973)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626884209979)","(run_in_foreground, 0)","(required_network_type, 2)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 6)","(id, 50e6e2f7-42e6-4050-9529-b9d5545d0e5b)","(state, 2)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, androidx.work.OverwritingInputMerger)","(input, rO0ABXcVAAAAAQAPdGFza19leHRyYXNfa2V5dXIAEVtMamF2YS5sYW5nLkJ5dGU7lBBsL4Roi24CAAB4cAAAACxzcgAOamF2YS5sYW5nLkJ5dGWcTmCE7lD1HAIAAUIABXZhbHVleHIAEGphdmEubGFuZy5OdW1iZXKGrJUdC5TgiwIAAHhwJHNxAH4AAgBxAH4ABXEAfgAFc3EAfgACQnNxAH4AAk5zcQB+AAJEc3EAfgACTHNxAH4AAgFxAH4ABXEAfgAFcQB+AAVzcQB+AAIJcQB+AAVxAH4ABXEAfgAFc3EAfgACdHEAfgAFc3EAfgACaXEAfgAFc3EAfgACZXEAfgAFc3EAfgACcnEAfgAFc3EAfgACX3EAfgAFcQB+AAxxAH4ABXNxAH4AAnlxAH4ABXNxAH4AAnBxAH4ABXEAfgAOcQB+AAVxAH4ABXEAfgAFcQB+AApxAH4ABXEAfgAFcQB+AAVzcQB+AALIcQB+AAVxAH4ABXEAfgAF)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 60000)","(interval_duration, 0)","(flex_duration, 0)","(run_attempt_count, 1)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 1626884209985)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626884209993)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 7)","(id, a685ef4d-4991-4da1-a4d9-0c97ffc81d71)","(state, 2)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, androidx.work.OverwritingInputMerger)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 600000)","(interval_duration, 0)","(flex_duration, 0)","(run_attempt_count, 2)","(backoff_policy, 1)","(backoff_delay_duration, 600000)","(period_start_time, 1626919083303)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626919083338)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 8)","(id, 34c90919-0f95-4cd1-ae13-f9c2e2f74056)","(state, 2)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, androidx.work.OverwritingInputMerger)","(input, rO0ABXcVAAAAAQAPdGFza19leHRyYXNfa2V5dXIAEVtMamF2YS5sYW5nLkJ5dGU7lBBsL4Roi24CAAB4cAAAAGBzcgAOamF2YS5sYW5nLkJ5dGWcTmCE7lD1HAIAAUIABXZhbHVleHIAEGphdmEubGFuZy5OdW1iZXKGrJUdC5TgiwIAAHhwWHNxAH4AAgBxAH4ABXEAfgAFc3EAfgACQnNxAH4AAk5zcQB+AAJEc3EAfgACTHNxAH4AAgFxAH4ABXEAfgAFcQB+AAVzcQB+AAIKcQB+AAVxAH4ABXEAfgAFc3EAfgACaXEAfgAFc3EAfgACZHEAfgAFc3EAfgACZXEAfgAFc3EAfgACbnEAfgAFc3EAfgACdHEAfgAFcQB+AAxxAH4ABXEAfgAQcQB+AAVzcQB+AAJ5cQB+AAVzcQB+AAJJcQB+AAVxAH4ADXEAfgAFcQB+AAVxAH4ABXEAfgAFcQB+AAVxAH4ABXEAfgAFcQB+AAVxAH4ABXNxAH4AAhZxAH4ABXEAfgAFcQB+AAVzcQB+AAJqcQB+AAVzcQB+AAJ1cQB+AAVxAH4AEXEAfgAFcQB+ABBxAH4ABXNxAH4AAjRxAH4ABXEAfgARcQB+AAVzcQB+AAJGcQB+AAVxAH4AF3EAfgAFc3EAfgACenEAfgAFc3EAfgACLXEAfgAFcQB+ABVxAH4ABXNxAH4AAnZxAH4ABXNxAH4AAmtxAH4ABXEAfgAZcQB+AAVxAH4AD3EAfgAFc3EAfgACNXEAfgAFc3EAfgACUXEAfgAFc3EAfgACX3EAfgAFc3EAfgACR3EAfgAFcQB+ABlxAH4ABXNxAH4AAmNxAH4ABXNxAH4AAkFxAH4ABXEAfgAFcQB+AAVxAH4ABXEAfgAF)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 300000)","(interval_duration, 0)","(flex_duration, 0)","(run_attempt_count, 1)","(backoff_policy, 0)","(backoff_delay_duration, 600000)","(period_start_time, 1626918487328)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626918487346)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 9)","(id, 300ae755-a8b8-4743-9a31-9ce40739f0bd)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 129600000)","(flex_duration, 86400000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 0)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626977938530)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 1)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
"(PID, com.google.android.youtube)","(DN, androidx.work.workdb)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.youtube/no_backup/androidx.work.workdb)","(TN, WorkSpec)","(RL, 10)","(id, 2a80b4c2-39d0-44c1-baf3-96bf8792178a)","(state, 0)","(worker_class_name, com.google.android.libraries.youtube.common.backgroundtask.workmanager.BackgroundTaskWorker)","(input_merger_class_name, None)","(input, rO0ABXcEAAAAAA==)","(output, rO0ABXcEAAAAAA==)","(initial_delay, 0)","(interval_duration, 129600000)","(flex_duration, 14400000)","(run_attempt_count, 0)","(backoff_policy, 0)","(backoff_delay_duration, 30000)","(period_start_time, 0)","(minimum_retention_duration, 0)","(schedule_requested_at, 1626977938551)","(run_in_foreground, 0)","(required_network_type, 1)","(requires_charging, 0)","(requires_device_idle, 0)","(requires_battery_not_low, 0)","(requires_storage_not_low, 0)","(trigger_content_update_delay, -1)","(trigger_max_content_delay, -1)","(content_uri_triggers, None)","(out_of_quota_policy, 0)"
