PID,DN,DP,TN,RL,data,batch_id,total_attempts_made,last_success_timestamp,account_name,expiration_timestamp,pk,is_persistable_through_refresh
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 1)","(data, CucBCnBJTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL3c5OGJVZS1RM1Y2RDJxdW5QdEJWQlZGZDNxYUN5NlIyRk40a1RtMW1YN01ReXVXRXdGRGVJMjJoamJOaUdCRk1XWFJuInMKamh0dHBzOi8vcGxheS1saC5nb29nbGV1c2VyY29udGVudC5jb20vdzk4YlVlLVEzVjZEMnF1blB0QlZCVkZkM3FhQ3k2UjJGTjRrVG0xbVg3TVF5dVdFd0ZEZUkyMmhqYk5pR0JGTVdYUm4SBQilAhABEhwKDAoCCAISAggBGgIIAQoMCgIIAhICIAEaAggBGNHL4vesLyCAyP3pBCjR26+lrC8yGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb204nwJAAEj///////////8BUAE=)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/w98bUe-Q3V6D2qunPtBVBVFd3qaCy6R2FN4kTm1mX7MQyuWEwFDeI22hjbNiGBFMWXRn)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 2)","(data, CuUBCm9JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL2ozZmVmUmQ1c0g1clJfeFI1aFNtWXZmLTVCRzNTaHQtU1laVXR3dXgwSTJ0aU9jMHhfTktqQm1IaW9GMEQ1TXBfa3MicgppaHR0cHM6Ly9wbGF5LWxoLmdvb2dsZXVzZXJjb250ZW50LmNvbS9qM2ZlZlJkNXNINXJSX3hSNWhTbVl2Zi01QkczU2h0LVNZWlV0d3V4MEkydGlPYzB4X05LakJtSGlvRjBENU1wX2tzEgUIpQIQARIcCgwKAggCEgIIARoCCAEKDAoCCAISAiABGgIIARjRy+L3rC8ggMj96QQo0duvpawvMhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29tOJ8CQABI////////////AVAB)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/j3fefRd5sH5rR_xR5hSmYvf-5BG3Sht-SYZUtwux0I2tiOc0x_NKjBmHioF0D5Mp_ks)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 3)","(data, CucBCnBJTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL016OWpsVzVTdkdNME84ckNKLVFlUzFMb2J0MG5DX1VGSWI4VXp4QUhPSFBLaVo2dmpoeU0wamFzRm1STVprbVNDTHpWInMKamh0dHBzOi8vcGxheS1saC5nb29nbGV1c2VyY29udGVudC5jb20vTXo5amxXNVN2R00wTzhyQ0otUWVTMUxvYnQwbkNfVUZJYjhVenhBSE9IUEtpWjZ2amh5TTBqYXNGbVJNWmttU0NMelYSBQj0ARABEhwKDAoCCAISAggBGgIIAQoMCgIIAhICIAEaAggBGNHL4vesLyCAyP3pBCjR26+lrC8yGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb204nwJAAEj///////////8BUAE=)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/Mz9jlW5SvGM0O8rCJ-QeS1Lobt0nC_UFIb8UzxAHOHPKiZ6vjhyM0jasFmRMZkmSCLzV)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 4)","(data, CucBCnBJTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL2hsYUsxT1hTXzhVVkdkRnBPb3BlRTQxU2hpQ2dJVU1CUUU2aFJmZHFhYkFMY2k0NWFPeGpiSzJxeENhS3JMOFRuNkxwInMKamh0dHBzOi8vcGxheS1saC5nb29nbGV1c2VyY29udGVudC5jb20vaGxhSzFPWFNfOFVWR2RGcE9vcGVFNDFTaGlDZ0lVTUJRRTZoUmZkcWFiQUxjaTQ1YU94amJLMnF4Q2FLckw4VG42THASBQj0ARABEhwKDAoCCAISAggBGgIIAQoMCgIIAhICIAEaAggBGNHL4vesLyCAyP3pBCjR26+lrC8yGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb204nwJAAEj///////////8BUAE=)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/hlaK1OXS_8UVGdFpOopeE41ShiCgIUMBQE6hRfdqabALci45aOxjbK2qxCaKrL8Tn6Lp)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 5)","(data, CuUBCm9JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tLzc0ZWNMandoYWxTWXVyZi1sZnQ5QjNya3dnanAtUWJJbk9TendLaTh5XzlLWjVkWU5FamhieV9nd213S3ZXQmZtdVEicgppaHR0cHM6Ly9wbGF5LWxoLmdvb2dsZXVzZXJjb250ZW50LmNvbS83NGVjTGp3aGFsU1l1cmYtbGZ0OUIzcmt3Z2pwLVFiSW5PU3p3S2k4eV85S1o1ZFlORWpoYnlfZ3dtd0t2V0JmbXVREgUIpQIQARIcCgwKAggCEgIIARoCCAEKDAoCCAISAiABGgIIARjRy+L3rC8ggMj96QQo0duvpawvMhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29tOJ8CQABI////////////AVAB)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/74ecLjwhalSYurf-lft9B3rkwgjp-QbInOSzwKi8y_9KZ5dYNEjhby_gwmwKvWBfmuQ)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 6)","(data, CucBCnBJTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL1NwWDhXQ2FEQl9sWXFEODhYeG5Jam9XeFROU21TTGtHb0dRWURFQXFOQTNMN2RUSlFQWjNxekZQMW85Rm9GQ0dleGZOInMKamh0dHBzOi8vcGxheS1saC5nb29nbGV1c2VyY29udGVudC5jb20vU3BYOFdDYURCX2xZcUQ4OFh4bklqb1d4VE5TbVNMa0dvR1FZREVBcU5BM0w3ZFRKUVBaM3F6RlAxbzlGb0ZDR2V4Zk4SBQilAhABEhwKDAoCCAISAggBGgIIAQoMCgIIAhICIAEaAggBGNHL4vesLyCAyP3pBCjR26+lrC8yGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb204nwJAAEj///////////8BUAE=)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/SpX8WCaDB_lYqD88XxnIjoWxTNSmSLkGoGQYDEAqNA3L7dTJQPZ3qzFP1o9FoFCGexfN)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 7)","(data, CuUBCm9JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tLzZYalh2WldDMG82RFhoeGJveDQ4bzVTRWRSMUJmcWhHT2phcGFXMHBnV0NlNXZZSDVkck5TS3VwUnp1a3czNFlpY00icgppaHR0cHM6Ly9wbGF5LWxoLmdvb2dsZXVzZXJjb250ZW50LmNvbS82WGpYdlpXQzBvNkRYaHhib3g0OG81U0VkUjFCZnFoR09qYXBhVzBwZ1dDZTV2WUg1ZHJOU0t1cFJ6dWt3MzRZaWNNEgUIpQIQARIcCgwKAggCEgIIARoCCAEKDAoCCAISAiABGgIIARjRy+L3rC8ggMj96QQo0duvpawvMhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29tOJ8CQABI////////////AVAB)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/6XjXvZWC0o6DXhxbox48o5SEdR1BfqhGOjapaW0pgWCe5vYH5drNSKupRzukw34YicM)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 8)","(data, CuMBCm5JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL1hWMTNSNjN5Wm9nQ0ozNDdMVHZ1ZXo1VERObU9xd0J4cHJtd09WNUQ2MEJ0cXBFblpIcUlNcERjdmlWa1RYUi13ZyJxCmhodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL1hWMTNSNjN5Wm9nQ0ozNDdMVHZ1ZXo1VERObU9xd0J4cHJtd09WNUQ2MEJ0cXBFblpIcUlNcERjdmlWa1RYUi13ZxIFCPQBEAESHAoMCgIIAhICCAEaAggBCgwKAggCEgIgARoCCAEY0cvi96wvIIDI/ekEKNHbr6WsLzIZaGVpc2VuYmVyZ2NhcnJvQGdtYWlsLmNvbTifAkAASP///////////wFQAQ==)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/XV13R63yZogCJ347LTvuez5TDNmOqwBxprmwOV5D60BtqpEnZHqIMpDcviVkTXR-wg)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 9)","(data, CuUBCm9JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL1g2VjFrWHJOMlF6aWFWaGFfLTRrZ3BLbjRXOGVnMkNmUU5oaGx0RTl6WUZObmxCa2IxWllGSDJNX3B4NXk4ZVl2V2MicgppaHR0cHM6Ly9wbGF5LWxoLmdvb2dsZXVzZXJjb250ZW50LmNvbS9YNlYxa1hyTjJRemlhVmhhXy00a2dwS240VzhlZzJDZlFOaGhsdEU5ellGTm5sQmtiMVpZRkgyTV9weDV5OGVZdldjEgUI9AEQARIcCgwKAggCEgIIARoCCAEKDAoCCAISAiABGgIIARjRy+L3rC8ggMj96QQo0duvpawvMhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29tOJ8CQABI////////////AVAB)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/X6V1kXrN2QziaVha_-4kgpKn4W8eg2CfQNhhltE9zYFNnlBkb1ZYFH2M_px5y8eYvWc)","(is_persistable_through_refresh, 0)"
"(PID, com.android.vending)","(DN, prefetch_recommendation_store.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/prefetch_recommendation_store.db)","(TN, prefetch_recommendations)","(RL, 10)","(data, CuUBCm9JTUFHRSxodHRwczovL3BsYXktbGguZ29vZ2xldXNlcmNvbnRlbnQuY29tL04wVXhoQlZVbXg4czd5M0Y3S3FyZTJBY3BYeVBES0FwOG5IamlQUG9PT05jX3NmdWdIQ1lNakJwYlVLQ01sS19YVXMicgppaHR0cHM6Ly9wbGF5LWxoLmdvb2dsZXVzZXJjb250ZW50LmNvbS9OMFV4aEJWVW14OHM3eTNGN0txcmUyQWNwWHlQREtBcDhuSGppUFBvT09OY19zZnVnSENZTWpCcGJVS0NNbEtfWFVzEgUI9AEQARIcCgwKAggCEgIIARoCCAEKDAoCCAISAiABGgIIARjRy+L3rC8ggMj96QQo0duvpawvMhloZWlzZW5iZXJnY2Fycm9AZ21haWwuY29tOJ8CQABI////////////AVAB)","(batch_id, 287)","(total_attempts_made, 0)","(last_success_timestamp, -1)","(account_name, heisenbergcarro@gmail.com)","(expiration_timestamp, 1626970039761)","(pk, heisenbergcarro@gmail.com:IMAGE,https://play-lh.googleusercontent.com/N0UxhBVUmx8s7y3F7Kqre2AcpXyPDKAp8nHjiPPoOONc_sfugHCYMjBpbUKCMlK_XUs)","(is_persistable_through_refresh, 0)"
