PID,DN,DP,TN,RL,message_row_id,chat_row_id,autotransfer_retry_enabled,multicast_id,media_job_uuid,transferred,transcoded,file_path,file_size,suspicious_content,trim_from,trim_to,face_x,face_y,media_key,media_key_timestamp,width,height,has_streaming_sidecar,gif_attribution,thumbnail_height_width_ratio,direct_path,first_scan_sidecar,first_scan_length,message_url,mime_type,file_length,media_name,file_hash,media_duration,page_count,enc_file_hash,partial_media_hash,partial_media_enc_hash,is_animated_sticker,original_file_hash,mute_video
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 1)","(message_row_id, 2)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, 47c58c04-c462-478f-8c36-888a93c0e171)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, yCpuSvuY+p3Hjh58R/ixzMG3l476mk9/pJb1MzDv4rg=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AqKkboPHuHXMNjqMYBPKRPdDFTyXS3aiRYmRcJl2KUEL.enc)","(mime_type, image/jpeg)","(file_length, 91858)","(media_name, None)","(file_hash, VAgR95+mono4s986P9+p5EBWEf304hVkkL3UYGmp5F0=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 2)","(message_row_id, 3)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)","(multicast_id, None)","(media_job_uuid, 2d7d0500-b2ff-459d-8f75-0b6b6de01aab)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, 2FMFHHNWvoixJO+gEFwgKxguc/KmDdhAqXKoczbt9zE=)","(media_key_timestamp, 0)","(width, 0)","(height, 0)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 0.0)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AqWHRsULkTnAbkoX8i0CaMW3ZOB___2ihp_E1fY-hNmR.enc)","(mime_type, video/mp4)","(file_length, 274412)","(media_name, None)","(file_hash, gdo73F5+68EpDC/qmjEchwlNhqa0xvDJqqyaSDkfhCM=)","(media_duration, 30)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 3)","(message_row_id, 4)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)","(multicast_id, None)","(media_job_uuid, dfec94e9-42e1-4619-b62c-4f072e0d68a8)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, krk2Wig1NNFPZYSBQ0gyuop3Jn2TtjfxEN+XJTefLtA=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Ap2hVbW3Da_8idKFxKUVgS7AVbDymv55tXbDVZgCAUE-.enc)","(mime_type, image/jpeg)","(file_length, 97786)","(media_name, None)","(file_hash, OtD90OsTUAX8dH23ha4MLBXgsxO14B52Nv5YzF9V8TY=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 4)","(message_row_id, 5)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)","(multicast_id, None)","(media_job_uuid, 92fce569-b825-4ab0-9f3b-f0cc3933f10f)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, KYDPZ4ZQJ6rjuXI+23pXKTd2f+rOV8MBPu13h42LIXg=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Asamds9jQBZzQXiQhBj7Rwsy4Kn6bajTqi45ZAZx0S3n.enc)","(mime_type, image/jpeg)","(file_length, 72973)","(media_name, None)","(file_hash, bPpJaE6rk6EgL+rqAHI2ttNmDUr9PLCVxTu0fCyLMcA=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 5)","(message_row_id, 6)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)","(multicast_id, None)","(media_job_uuid, 92539f11-d42b-4e85-8822-e6c2d18cd43c)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, Ufue9eGueX/MY5BhiF2XEkc7tja5D7WkQibMk6chPmY=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AiyXxQgiyMVA3cX9zmRdFvV7L3IUhWI-qkDdnLFj0cgC.enc)","(mime_type, image/jpeg)","(file_length, 116435)","(media_name, None)","(file_hash, YAixDYbxzIXPn7e+uQsVuQ7545Zr5gMg5hfZgZ5BX/Y=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 6)","(message_row_id, 7)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, 977de201-ce12-4663-ab78-34dcdc52a267)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, jH7pIPU5zk9b5wjlJcivsnuuqGjAKx3nSebAtyNKvjA=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Al9u6ipTcJsacOJQyYp4RVhJWCo4UXT5pjFKNPDyBXbh.enc)","(mime_type, image/jpeg)","(file_length, 84270)","(media_name, None)","(file_hash, nHhlpcpRVrVeolkab/TG8+llkQIiymmbNKoGBWMaSis=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 7)","(message_row_id, 8)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, d6f9e080-5ce5-43a1-82e3-224525b95ea2)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, UI4NNaXAdhxw10kEJqD8GP2eHCZ6ucJ5MBI8g5cxizg=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AiUMMlSwsTqReKVJ__TxFGZam1C3LUoIGafAG5kuEH6A.enc)","(mime_type, image/jpeg)","(file_length, 38767)","(media_name, None)","(file_hash, CQE+cjMng5xB2dh692zJ0LpLevyijfwytWHruf8PLvY=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 8)","(message_row_id, 9)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, aaf3f1cf-2a66-45db-ae4d-a22178203388)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, hf652ufF4dUNSTKomqmaUxIM8I49PvayxC5AUFqjv60=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AneGc_Hsu1sA1xdftYQmuHqxdDLkWbMvpIqCyy9q6Vo6.enc)","(mime_type, image/jpeg)","(file_length, 31632)","(media_name, None)","(file_hash, jJ3piGpJawAoNG6yko6aGfDMIuL0L1PluXd+lA0ejKs=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 9)","(message_row_id, 10)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, 449010e7-33a3-402b-a23b-7552d85cae4d)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, QoilK6FsUSKadSRgGuMeEwX3I6xJQGS2lW5cfBBakJM=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AvZMhdzcY_6DCtWT5deWtYNl_CRUke9NF8hik6Y0cV8I.enc)","(mime_type, image/jpeg)","(file_length, 46918)","(media_name, None)","(file_hash, GHmHocwVWB1f4lDYwOA+3cZRajkaOPCpiiHyIeRFiLw=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
"(PID, com.whatsapp)","(DN, msgstore.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.whatsapp/databases/msgstore.db)","(TN, message_media)","(RL, 10)","(message_row_id, 11)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)","(multicast_id, None)","(media_job_uuid, 9f107159-169d-47f7-a406-559df6accb8c)","(transferred, 0)","(transcoded, 0)","(file_path, None)","(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, ES7Y8l4cEApz3O7bEuG+CioACHZiWWTjptAgk82IAUQ=)","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )","(first_scan_sidecar, None)","(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AgZc7vePdW_AYD_uYvMw3IxQNoOXx4MBcsUWDcXcyVGu.enc)","(mime_type, image/jpeg)","(file_length, 21558)","(media_name, None)","(file_hash, HGdXkNdSBvUpVZZgZBYZq7jjgsLecWHOJgQH6BIFsyM=)","(media_duration, 0)","(page_count, 0)","(enc_file_hash, None)","(partial_media_hash, None)","(partial_media_enc_hash, None)","(is_animated_sticker, 0)","(original_file_hash, None)","(mute_video, 0)"
