Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,creation_utc,host_key,name,value,path,expires_utc,is_secure,is_httponly,last_access_utc,has_expires,is_persistent,priority,encrypted_value,samesite,source_scheme,source_port,is_same_party
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 1)","(creation_utc, 13261974470114731)","(host_key, .twitter.com)","(name, guest_id)","(value, v1%3A161750087087792106)","(path, /)","(expires_utc, 13325046470114731)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268462493028859)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 2)","(creation_utc, 13261974470114702)","(host_key, .twitter.com)","(name, personalization_id)","(value, ""v1_wLtUvezYraln4P78gF5/bQ=="")","(path, /)","(expires_utc, 13325046470114702)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268462493028859)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 3)","(creation_utc, 13262564587344375)","(host_key, .google.com)","(name, NID)","(value, 213=KXwyrotcLhtUPGOzNIqFMD-Rs1k8DLceH0R5sgIxAKMyOhOycAtcK594tb1x1rh_8EpTY1FYdpli76So5O_DJcHk_4J2NVfNFfb6lYxSW_-_WmwVRcDBDvv_8Wrm8SLS9zVVbcfkbYRj8C0jMfyZZENdeyFCHdFnNoq98KnbwtA)","(path, /)","(expires_utc, 13278375787344375)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268462492668941)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, -1)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 4)","(creation_utc, 13268458362205965)","(host_key, .twitter.com)","(name, ads_prefs)","(value, ""HBERAAA="")","(path, /)","(expires_utc, 13426138362205965)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268462493028859)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 5)","(creation_utc, 13268458362501897)","(host_key, .twitter.com)","(name, csrf_id)","(value, af19e2d472324184cc9e85282595fd23)","(path, /)","(expires_utc, 13268479962501897)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268462493028859)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 6)","(creation_utc, 13268458362502071)","(host_key, .twitter.com)","(name, ct0)","(value, 4182464a739acb9bc4011265ccf4e934df55b4a5721624bae32dca5e349aa30c3fb068c561097fa997ce0a717af14d0c4b689e553649558ca19df291e7322674138bd4252cd1c72612a533281ae4c093)","(path, /)","(expires_utc, 13426138362502071)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268458362502071)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 7)","(creation_utc, 13268458362206039)","(host_key, .twitter.com)","(name, remember_checked_on)","(value, 0)","(path, /)","(expires_utc, 13426138362206039)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268462493028859)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 8)","(creation_utc, 13268462491309636)","(host_key, .ibm.com)","(name, AMCVS_D10F27705ED7F5130A495C99%40AdobeOrg)","(value, 1)","(path, /)","(expires_utc, 0)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 9)","(creation_utc, 13268462492290685)","(host_key, .ibm.com)","(name, AMCV_D10F27705ED7F5130A495C99%40AdobeOrg)","(value, 359503849%7CMCMID%7C34824960679123721813551094268879573159%7CMCAAMLH-1624593691%7C7%7CMCAAMB-1624593691%7C6G1ynYcLPuiQxYZrsz_pkqfLG9yMXBpb2zX5dvJdYQJzPXImdj0y%7CMCCIDH%7C136059952%7CMCOPTOUT-1623996091s%7CNONE%7CMCSYNCSOP%7C411-18804%7CvVersion%7C5.0.1)","(path, /)","(expires_utc, 13331534492000000)","(is_secure, 0)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 10)","(creation_utc, 13268462489421570)","(host_key, .ibm.com)","(name, BMAID)","(value, 68b6d905-83cf-4b5f-8c66-4216eaa125e7)","(path, /)","(expires_utc, 13299998489000000)","(is_secure, 1)","(is_httponly, 0)","(last_access_utc, 13268466373703399)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, -1)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 11)","(creation_utc, 13268462487531542)","(host_key, .ibm.com)","(name, CISESSIONIDPR02A02)","(value, PBC5YS:2551732044)","(path, /)","(expires_utc, 0)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466373703399)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 12)","(creation_utc, 13268462492359888)","(host_key, .idaas.iam.ibm.com)","(name, DPJSESSIONID-DAL-P)","(value, PBC5YS:1670614497)","(path, /)","(expires_utc, 0)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466377375879)","(has_expires, 0)","(is_persistent, 0)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
"(Package Name, com.twitter.android)","(Original Database Name, Cookies)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/app_webview/Default/Cookies)","(Table Name, cookies)","(Line ID, 13)","(creation_utc, 13268462485002503)","(host_key, .doubleclick.net)","(name, IDE)","(value, AHWqTUmd2N8qIqo41pv5-ASDPPb2vrf_5JNskle9_8vsZ_bWOAoNVXuEAIWfIDY9hzo)","(path, /)","(expires_utc, 13331534485002503)","(is_secure, 1)","(is_httponly, 1)","(last_access_utc, 13268466373332844)","(has_expires, 1)","(is_persistent, 1)","(priority, 1)","(encrypted_value, b'')","(samesite, 0)","(source_scheme, 2)","(source_port, 443)","(is_same_party, 0)"
