PID,DN,DP,TN,RL,_id,storyId,userName,displayName,isLocal,profileDescription,sharedId,latestTimeStamp,latestExpirationTimestamp,viewed,kind,groupStoryType,isPostable,rankingId,lastSyncRequestId,minSequence,maxSequence,lastSyncMaxSequence,userId
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 1)","(_id, 1)","(storyId, my_story_ads79sdf)","(userName, None)","(displayName, My Story)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 2)","(groupStoryType, None)","(isPostable, 1)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, None)","(maxSequence, None)","(lastSyncMaxSequence, 0)","(userId, 9002a6f8-54f8-4540-bc16-53a6b37f0688)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 2)","(_id, 2)","(storyId, my_story_ads79sdf)","(userName, None)","(displayName, My Story)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 3)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, None)","(maxSequence, None)","(lastSyncMaxSequence, 0)","(userId, 9002a6f8-54f8-4540-bc16-53a6b37f0688)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 3)","(_id, 3)","(storyId, glssubmittolive)","(userName, None)","(displayName, Snap Map)","(isLocal, 0)","(profileDescription, None)","(sharedId, glssubmittolive)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 5)","(groupStoryType, None)","(isPostable, 1)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 0)","(lastSyncMaxSequence, 0)","(userId, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 4)","(_id, 4)","(storyId, glssubmittolive)","(userName, None)","(displayName, Spotlight)","(isLocal, 1)","(profileDescription, None)","(sharedId, glssubmittolive)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 10)","(groupStoryType, None)","(isPostable, 1)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, None)","(maxSequence, None)","(lastSyncMaxSequence, 0)","(userId, None)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 5)","(_id, 5)","(storyId, 84ee8839-3911-492d-8b94-72dd80f3713a)","(userName, None)","(displayName, None)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, 0)","(lastSyncRequestId, 206c4591-4d51-c04f-8103-63300a547347)","(minSequence, 1)","(maxSequence, 1)","(lastSyncMaxSequence, 1)","(userId, 84ee8839-3911-492d-8b94-72dd80f3713a)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 6)","(_id, 6)","(storyId, c7b9184b-4d87-4265-bf79-ac3473d8e57a)","(userName, None)","(displayName, BethD)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 1)","(lastSyncMaxSequence, 1)","(userId, c7b9184b-4d87-4265-bf79-ac3473d8e57a)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 7)","(_id, 7)","(storyId, 8ced30e2-97b4-441c-af16-21de0932393c)","(userName, None)","(displayName, Babygirl🥵😘💚)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 8)","(lastSyncMaxSequence, 8)","(userId, 8ced30e2-97b4-441c-af16-21de0932393c)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 8)","(_id, 8)","(storyId, abbb3850-1676-4234-9f9c-ada9227a72e1)","(userName, None)","(displayName, Kaylaaa)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 5)","(lastSyncMaxSequence, 5)","(userId, abbb3850-1676-4234-9f9c-ada9227a72e1)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 9)","(_id, 9)","(storyId, a4bfe646-8e7c-4654-9bd7-7267d704b692)","(userName, None)","(displayName, 💜Laii💙)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 10)","(lastSyncMaxSequence, 10)","(userId, a4bfe646-8e7c-4654-9bd7-7267d704b692)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/main.db)","(TN, Story)","(RL, 10)","(_id, 10)","(storyId, 3e71338a-f17e-4b3e-a39e-3f413a485314)","(userName, None)","(displayName, isabela cobley)","(isLocal, 0)","(profileDescription, None)","(sharedId, None)","(latestTimeStamp, None)","(latestExpirationTimestamp, None)","(viewed, None)","(kind, 0)","(groupStoryType, None)","(isPostable, 0)","(rankingId, None)","(lastSyncRequestId, None)","(minSequence, 1)","(maxSequence, 1)","(lastSyncMaxSequence, 1)","(userId, 3e71338a-f17e-4b3e-a39e-3f413a485314)"
