PID,DN,DP,TN,RL,client_conversation_id,client_message_id,server_message_id,client_resolution_id,local_message_content_id,message_content,message_state_type,creation_timestamp,read_timestamp,local_message_references,is_saved,is_viewed_by_user,remote_media_count,content_type,content_read_release_policy,released_by_count,sender_id,is_released_by_user,release_state,hidden_from_platform,quoted_server_message_id,quoted_message_status
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 1)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 384)","(server_message_id, 9)","(client_resolution_id, -8554484386798138126)","(local_message_content_id, None)","(message_content, CAkSEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAi8gIaAgoAIqcCWqQCKpACCocCCoQCEAEiSAosK2s0WkhlQklVVjFNYmFtRVdSYVIxdTRDaGIrRVlUUWl1QzZPU2IzTUdSQT0SGE03Qjg1MGp5SWtOclJ3SzBtTkh1M3c9PTJ5EncKZGh0dHBzOi8vYm9sdC1nY2RuLnNjLWNkbi5uZXQvMy9zSEUxaXBhRWNFNU5NTFhWMDFGUkM/Ym89RWhnYUFCb0FNZ0Y5T2dFRVFnWUl5b2V4aGdaSUFsQWZZQUUlM0QmdWM9MzEQ1+/RhwYiCVVTX0VBU1RfMXiQTpIBAJoBNAog+k4ZHeBIUV1MbamEWRaR1u4Chb+EYTQiuC6OSb3MGRASEDOwfOdI8iJDa0cCtJjR7t8SBCgBMgCKAQ4gv+jurKIvOL/o7qyiLyo2CjQaLhIsEhVzSEUxaXBhRWNFNU5NTFhWMDFGUkMaABoAMgIEfUgCUB9aBQjQiqICYAE4AUADMgIIATgBSgQKAggBKAIyCQiQ6e6soi9YHTjymZbC4biXpIkBSgwQv4jSn/D6wcEDIAE=)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128599184)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 1)","(content_type, 0)","(content_read_release_policy, 2)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 2)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 385)","(server_message_id, 10)","(client_resolution_id, 793205039571231765)","(local_message_content_id, None)","(message_content, CAoSEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAiNhABGgIKACIqEigKJlRvZGF5IGlzIG5vdCBqdXN0IGFub3RoZXIgZGF5IGluIEp1bmUuMgA4AjIJCKjr7qyiL1gfOJXIxc3++IGBC0oWChIKECB7xti5mENwkSxzQd02oTggAQ==)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128599464)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 3)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 386)","(server_message_id, 11)","(client_resolution_id, 565709266536791732)","(local_message_content_id, None)","(message_content, CAsSEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAiMRABGgIKACIlEiMKIUl04oCZcyBhIHJlY29nbml0aW9uIG9mIHByb2dyZXNzLjIAOAIyCQi47O6soi9YITi0/cmwyrLz7AdKFgoSChDeL5BNTTNMXZ5tu0S+xG9/IAE=)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128599608)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 4)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 387)","(server_message_id, 12)","(client_resolution_id, 6761882919383432210)","(local_message_content_id, None)","(message_content, CAwSEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAieBABGgIKACJsEmoKaFByb2dyZXNzIGZyb20gd2hlbiB3b3JkIG9mIGVtYW5jaXBhdGlvbiByZWFjaGVkIHRoZSBlbnNsYXZlZCBwZW9wbGUgb2YgR2FsdmVzdG9uLCBUZXhhcyBvbiBKdW5lIDE5LDE4NjUuMgA4AjIJCL3t7qyiL1gjOJL4hfWGlsLrXUoWChIKEE/CJZ+QiEa2vl8Eu5e5ufQgAQ==)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128599741)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 5)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 388)","(server_message_id, 13)","(client_resolution_id, 1831815577762231878)","(local_message_content_id, None)","(message_content, CA0SEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAiJhABGgIKACIaEhgKFkFuZCB0b2RheSBpcyBhIGRlbWFuZC4yADgCMgkIv+7urKIvWCU4xuyttIDS+rUZShYKEgoQ8thCNbDlSCeKRJiC38BzzyAB)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128599871)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 6)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 389)","(server_message_id, 14)","(client_resolution_id, -7489920769378771810)","(local_message_content_id, None)","(message_content, CA4SEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAiMhABGgIKACImEiQKIkEgZGVtYW5kIGZvciBwcm9ncmVzcyB5ZXQgdG8gY29tZS4yADgCMgkI1u/urKIvWCc4nrnuyuWXnYeYAUoWChIKEJsqMpf/1k1jiQlVWd480BQgAQ==)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128600022)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 7)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 390)","(server_message_id, 15)","(client_resolution_id, -501898109896662000)","(local_message_content_id, None)","(message_content, CA8SEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAqmgYCCgAiJBABGgIKACIYEhYKFFRvZGF5IGlzIEp1bmV0ZWVudGguMgA4AjIJCOXw7qyiL1gpOJDIrbHAyrmE+QFKFgoSChBoUGtbUPpJaL38qwgD1GPNIAE=)","(message_state_type, COMMITTED)","(creation_timestamp, 1624128600165)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 8)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 391)","(server_message_id, 16)","(client_resolution_id, 1377058261181338516)","(local_message_content_id, None)","(message_content, CBASEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxAsmgYCCgAihwMaAgoAIr0CWroCKpACCocCCoQCEAEiSAosK2s0WkhlQklVVjFNYmFtRVdSYVIxdTRDaGIrRVlUUWl1QzZPU2IzTUdSQT0SGE03Qjg1MGp5SWtOclJ3SzBtTkh1M3c9PTJ5EncKZGh0dHBzOi8vYm9sdC1nY2RuLnNjLWNkbi5uZXQvMy9IU1lRa1FwbmpBNkowSXk3bzJ6Q0Q/Ym89RWhnYUFCb0FNZ0Y5T2dFRVFnWUl3NXVFaGdaSUFsQWZZQUUlM0QmdWM9MzEQlJTWhwYiCVVTX0VBU1RfMXiQTpIBAJoBNAog+k4ZHeBIUV1MbamEWRaR1u4Chb+EYTQiuC6OSb3MGRASEDOwfOdI8iJDa0cCtJjR7t8SBCgBMgBKCwoJGgcI4oicytUBWgcI4oicytUBigEOILLnq86iLziy56vOoi8qNQozGi0SKxIVSFNZUWtRcG5qQTZKMEl5N28yekNEGgAaADICBH1IAlAfWgQI4I1bYAE4AUADMgIIATgBSgQKAggBKAIyCQiI6KvOoi9YKziUp+zllOaSjhNKDBCyp/in2py6mAggAQ==)","(message_state_type, COMMITTED)","(creation_timestamp, 1624198804488)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 1)","(content_type, 0)","(content_read_release_policy, 2)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 9)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 448)","(server_message_id, 17)","(client_resolution_id, -6212951674977796822)","(local_message_content_id, None)","(message_content, CBESEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxA0mgYCCgAi3AIQAhoCCgAingIamwIamAIqlQIKjAIKiQIQASJICiwrazRaSGVCSVVWMU1iYW1FV1JhUjF1NENoYitFWVRRaXVDNk9TYjNNR1JBPRIYTTdCODUwanlJa05yUndLMG1OSHUzdz09KgYIgAUQ4AMyeRJ3CmRodHRwczovL2JvbHQtZ2Nkbi5zYy1jZG4ubmV0LzMvV0xBZERiVW1aZjVyUkFqSThOM2pXP2JvPUVoZ2FBQm9BTWdGOU9nRUVRZ1lJLWFtOTlBVklBbEFmWUFFJTNEJnVjPTMxEMGunIgGIglVU19FQVNUXzGSAQCaATQKIPpOGR3gSFFdTG2phFkWkdbuAoW/hGE0Irgujkm9zBkQEhAzsHznSPIiQ2tHArSY0e7fEgQoAToAKi8KLRonEiUSFVdMQWREYlVtWmY1clJBakk4TjNqVxoAGgAyAgR9SAJQH2ABOAFAAzIAOAIyCQih2unypi9YLTiq+p6y6KvK46kBShYKEgoQADkRdBBqSi6N4uqdBh0WECAB)","(message_state_type, COMMITTED)","(creation_timestamp, 1625349057825)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 1)","(content_type, 2)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
"(PID, com.snapchat.android)","(DN, arroyo.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.snapchat.android/databases/arroyo.db)","(TN, conversation_message)","(RL, 10)","(client_conversation_id, b7390717-f803-5039-810f-6bc00a50370f)","(client_message_id, 449)","(server_message_id, 18)","(client_resolution_id, 2322172521356634023)","(local_message_content_id, None)","(message_content, CBISEgoQhO6IOTkRSS2LlHLdgPNxOhodChYKEgoQtzkHF/gDUDmBD2vAClA3DxA0mgYCCgAiNhABGgIKACIqEigKJk5lZWQgdG8gcXVpY2tseSBtZXNzYWdlIGEgZmV3IGZyaWVuZHM/MgA4AjIJCODa6fKmL1gvOKfPipWt84CdIEoWChIKEIlPvsuD/ENvoEjL0ZB5Np8gAQ==)","(message_state_type, COMMITTED)","(creation_timestamp, 1625349057888)","(read_timestamp, 0)","(local_message_references, None)","(is_saved, 0)","(is_viewed_by_user, 0)","(remote_media_count, 0)","(content_type, 1)","(content_read_release_policy, 0)","(released_by_count, 0)","(sender_id, 84ee8839-3911-492d-8b94-72dd80f3713a)","(is_released_by_user, 0)","(release_state, None)","(hidden_from_platform, 0)","(quoted_server_message_id, None)","(quoted_message_status, None)"
