Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,message_row_id,chat_row_id,autotransfer_retry_enabled,multicast_id,media_job_uuid,transferred,transcoded,file_path,file_size,suspicious_content,trim_from,trim_to,face_x,face_y,media_key,media_key_timestamp,width,height,has_streaming_sidecar,gif_attribution,thumbnail_height_width_ratio,direct_path,first_scan_sidecar,first_scan_length,message_url,mime_type,file_length,media_name,file_hash,media_duration,page_count,enc_file_hash,partial_media_hash,partial_media_enc_hash,is_animated_sticker,original_file_hash,mute_video
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 1)","(message_row_id, 2)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, 47c58c04-c462-478f-8c36-888a93c0e171)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\xc8*nJ\xfb\x98\xfa\x9d\xc7\x8e\x1e|G\xf8\xb1\xcc\xc1\xb7\x97\x8e\xfa\x9aO\x7f\xa4\x96\xf530\xef\xe2\xb8')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AqKkboPHuHXMNjqMYBPKRPdDFTyXS3aiRYmRcJl2KUEL.enc)","(mime_type, image/jpeg)","(file_length, 91858)",,"(file_hash, VAgR95+mono4s986P9+p5EBWEf304hVkkL3UYGmp5F0=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 2)","(message_row_id, 3)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)",,"(media_job_uuid, 2d7d0500-b2ff-459d-8f75-0b6b6de01aab)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\xd8S\x05\x1csV\xbe\x88\xb1$\xef\xa0\x10\\ +\x18.s\xf2\xa6\r\xd8@\xa9r\xa8s6\xed\xf71')","(media_key_timestamp, 0)","(width, 0)","(height, 0)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 0.0)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AqWHRsULkTnAbkoX8i0CaMW3ZOB___2ihp_E1fY-hNmR.enc)","(mime_type, video/mp4)","(file_length, 274412)",,"(file_hash, gdo73F5+68EpDC/qmjEchwlNhqa0xvDJqqyaSDkfhCM=)","(media_duration, 30)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 3)","(message_row_id, 4)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)",,"(media_job_uuid, dfec94e9-42e1-4619-b62c-4f072e0d68a8)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\x92\xb96Z(54\xd1Oe\x84\x81CH2\xba\x8aw&}\x93\xb67\xf1\x10\xdf\x97%7\x9f.\xd0')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Ap2hVbW3Da_8idKFxKUVgS7AVbDymv55tXbDVZgCAUE-.enc)","(mime_type, image/jpeg)","(file_length, 97786)",,"(file_hash, OtD90OsTUAX8dH23ha4MLBXgsxO14B52Nv5YzF9V8TY=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 4)","(message_row_id, 5)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)",,"(media_job_uuid, 92fce569-b825-4ab0-9f3b-f0cc3933f10f)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b"")\x80\xcfg\x86P'\xaa\xe3\xb9r>\xdbzW)7v\x7f\xea\xceW\xc3\x01>\xedw\x87\x8d\x8b!x"")","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Asamds9jQBZzQXiQhBj7Rwsy4Kn6bajTqi45ZAZx0S3n.enc)","(mime_type, image/jpeg)","(file_length, 72973)",,"(file_hash, bPpJaE6rk6EgL+rqAHI2ttNmDUr9PLCVxTu0fCyLMcA=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 5)","(message_row_id, 6)","(chat_row_id, 1)","(autotransfer_retry_enabled, 0)",,"(media_job_uuid, 92539f11-d42b-4e85-8822-e6c2d18cd43c)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'Q\xfb\x9e\xf5\xe1\xaey\x7f\xccc\x90a\x88]\x97\x12G;\xb66\xb9\x0f\xb5\xa4B&\xcc\x93\xa7!>f')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/AiyXxQgiyMVA3cX9zmRdFvV7L3IUhWI-qkDdnLFj0cgC.enc)","(mime_type, image/jpeg)","(file_length, 116435)",,"(file_hash, YAixDYbxzIXPn7e+uQsVuQ7545Zr5gMg5hfZgZ5BX/Y=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 6)","(message_row_id, 7)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, 977de201-ce12-4663-ab78-34dcdc52a267)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\x8c~\xe9 \xf59\xceO[\xe7\x08\xe5%\xc8\xaf\xb2{\xae\xa8h\xc0+\x1d\xe7I\xe6\xc0\xb7#J\xbe0')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg-fna.whatsapp.net/d/f/Al9u6ipTcJsacOJQyYp4RVhJWCo4UXT5pjFKNPDyBXbh.enc)","(mime_type, image/jpeg)","(file_length, 84270)",,"(file_hash, nHhlpcpRVrVeolkab/TG8+llkQIiymmbNKoGBWMaSis=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 7)","(message_row_id, 8)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, d6f9e080-5ce5-43a1-82e3-224525b95ea2)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'P\x8e\r5\xa5\xc0v\x1cp\xd7I\x04&\xa0\xfc\x18\xfd\x9e\x1c&z\xb9\xc2y0\x12<\x83\x971\x8b8')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AiUMMlSwsTqReKVJ__TxFGZam1C3LUoIGafAG5kuEH6A.enc)","(mime_type, image/jpeg)","(file_length, 38767)",,"(file_hash, CQE+cjMng5xB2dh692zJ0LpLevyijfwytWHruf8PLvY=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 8)","(message_row_id, 9)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, aaf3f1cf-2a66-45db-ae4d-a22178203388)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\x85\xfe\xb9\xda\xe7\xc5\xe1\xd5\rI2\xa8\x9a\xa9\x9aS\x12\x0c\xf0\x8e=>\xf6\xb2\xc4.@PZ\xa3\xbf\xad')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AneGc_Hsu1sA1xdftYQmuHqxdDLkWbMvpIqCyy9q6Vo6.enc)","(mime_type, image/jpeg)","(file_length, 31632)",,"(file_hash, jJ3piGpJawAoNG6yko6aGfDMIuL0L1PluXd+lA0ejKs=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 9)","(message_row_id, 10)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, 449010e7-33a3-402b-a23b-7552d85cae4d)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'B\x88\xa5+\xa1lQ""\x9au$`\x1a\xe3\x1e\x13\x05\xf7#\xacI@d\xb6\x95n\\|\x10Z\x90\x93')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AvZMhdzcY_6DCtWT5deWtYNl_CRUke9NF8hik6Y0cV8I.enc)","(mime_type, image/jpeg)","(file_length, 46918)",,"(file_hash, GHmHocwVWB1f4lDYwOA+3cZRajkaOPCpiiHyIeRFiLw=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
"(Package Name, com.whatsapp)","(Original Database Name, msgstore.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/msgstore.db)","(Table Name, message_media)","(Line ID, 10)","(message_row_id, 11)","(chat_row_id, 1)","(autotransfer_retry_enabled, 1)",,"(media_job_uuid, 9f107159-169d-47f7-a406-559df6accb8c)","(transferred, 0)","(transcoded, 0)",,"(file_size, 0)","(suspicious_content, 0)","(trim_from, 0)","(trim_to, 0)","(face_x, 0)","(face_y, 0)","(media_key, b'\x11.\xd8\xf2^\x1c\x10\ns\xdc\xee\xdb\x12\xe1\xbe\n*\x00\x08vbYd\xe3\xa6\xd0 \x93\xcd\x88\x01D')","(media_key_timestamp, 0)","(width, 72)","(height, 128)","(has_streaming_sidecar, 0)","(gif_attribution, 0)","(thumbnail_height_width_ratio, 1.7777777910232544)","(direct_path, )",,"(first_scan_length, 0)","(message_url, https://mmg.whatsapp.net/d/f/AgZc7vePdW_AYD_uYvMw3IxQNoOXx4MBcsUWDcXcyVGu.enc)","(mime_type, image/jpeg)","(file_length, 21558)",,"(file_hash, HGdXkNdSBvUpVZZgZBYZq7jjgsLecWHOJgQH6BIFsyM=)","(media_duration, 0)","(page_count, 0)",,,,"(is_animated_sticker, 0)",,"(mute_video, 0)"
