Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,uuid,type,uniqueTag,groupTag,scheduledTimestamp,state,scope,config,metadata,attempt,individualWakeupEnabled
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 1)","(_id, 3508)","(uuid, 9bda70c9-b02d-fa78-7f59-61b768e28c43)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_BG_PREFETCH)","(scheduledTimestamp, 1625255704321)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""DF_NON_FRIEND_BG_PREFETCH:recurring"",""initialDelayConfig"":{""initialDelay"":360,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""DF_NON_FRIEND_BG_PREFETCH""}')","(metadata, b'{""a"":""DF_NON_FRIEND_BG_PREFETCH"",""b"":""recurring"",""c"":""1e7ad2cf-05fd-6251-a275-7a33c706e15b"",""d"":true,""e"":false,""f"":1621393526178,""g"":360,""h"":10}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 2)","(_id, 3881)","(uuid, 8a3af315-d756-a21c-7d8e-f6ecae81bf2a)","(type, SCPlugin)","(uniqueTag, SCPlugin:)","(groupTag, SCPlugin:)","(scheduledTimestamp, 1626288052779)","(state, 0)","(scope, 0)","(config, b'{""numberOfRetries"":0,""constraints"":[1,64],""existingJobPolicy"":""replace"",""uniqueSubTag"":"""",""initialDelayConfig"":{""initialDelay"":37,""timeUnit"":""SECONDS""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""jobGroupTag"":""""}')","(metadata, b'{}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 3)","(_id, 3896)","(uuid, 28224c3d-a9b2-c8ca-5ed1-b55adf6e9fc1)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:LENSES_PREFETCH:recurring)","(groupTag, BG_PREFETCH:LENSES_PREFETCH)","(scheduledTimestamp, 1626291628628)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""LENSES_PREFETCH:recurring"",""initialDelayConfig"":{""initialDelay"":60,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""LENSES_PREFETCH""}')","(metadata, b'{""a"":""LENSES_PREFETCH"",""b"":""recurring"",""c"":""2a9a6572-7259-49a4-d431-396f829030a4"",""d"":true,""e"":false,""f"":1626288028601,""g"":60,""h"":30}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 4)","(_id, 3897)","(uuid, 23b9c468-7efd-5cd8-41a4-04337a90a83a)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH:recurring)","(groupTag, BG_PREFETCH:MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH)","(scheduledTimestamp, 1626302428631)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH:recurring"",""initialDelayConfig"":{""initialDelay"":240,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH""}')","(metadata, b'{""a"":""MEMORIES_FEATURED_STORIES_RECURRING_PREFETCH"",""b"":""recurring"",""c"":""55873e4b-073f-3bf6-8382-8a780c54a7e4"",""d"":true,""e"":false,""f"":1626288028605,""g"":240,""h"":5}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 5)","(_id, 3898)","(uuid, 566fa0e0-2ce1-91ab-81c3-c92702742f2b)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:SPECTACLES_DEPTH_MAPS:spectacles_depth_maps_preload_background)","(groupTag, BG_PREFETCH:SPECTACLES_DEPTH_MAPS)","(scheduledTimestamp, 1626291628634)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""SPECTACLES_DEPTH_MAPS:spectacles_depth_maps_preload_background"",""initialDelayConfig"":{""initialDelay"":60,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""SPECTACLES_DEPTH_MAPS""}')","(metadata, b'{""a"":""SPECTACLES_DEPTH_MAPS"",""b"":""spectacles_depth_maps_preload_background"",""c"":""96b71fbd-00da-86f5-8953-162e21f19421"",""d"":true,""e"":false,""f"":1626288028608,""g"":60,""h"":5}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 6)","(_id, 3899)","(uuid, de320879-f741-f317-bbde-a912ba105031)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_MEDIA_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_MEDIA_BG_PREFETCH)","(scheduledTimestamp, 1626291628644)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""DF_NON_FRIEND_MEDIA_BG_PREFETCH:recurring"",""initialDelayConfig"":{""initialDelay"":60,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""DF_NON_FRIEND_MEDIA_BG_PREFETCH""}')","(metadata, b'{""a"":""DF_NON_FRIEND_MEDIA_BG_PREFETCH"",""b"":""recurring"",""c"":""6ea5f712-0a22-545d-baa6-51779d192a1d"",""d"":true,""e"":false,""f"":1626288028615,""g"":60,""h"":10}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 7)","(_id, 3900)","(uuid, 1451983b-89de-6c41-1cda-c452b7b97624)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:DF_NON_FRIEND_METADATA_BG_PREFETCH:recurring)","(groupTag, BG_PREFETCH:DF_NON_FRIEND_METADATA_BG_PREFETCH)","(scheduledTimestamp, 1626309628653)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""DF_NON_FRIEND_METADATA_BG_PREFETCH:recurring"",""initialDelayConfig"":{""initialDelay"":360,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""DF_NON_FRIEND_METADATA_BG_PREFETCH""}')","(metadata, b'{""a"":""DF_NON_FRIEND_METADATA_BG_PREFETCH"",""b"":""recurring"",""c"":""1aedbb98-e4f9-76b4-fc86-ba7deaf8189e"",""d"":true,""e"":false,""f"":1626288028613,""g"":360,""h"":10}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 8)","(_id, 3901)","(uuid, b114cb51-fa6c-c286-46db-e1e11b78aa9c)","(type, BG_PREFETCH)","(uniqueTag, BG_PREFETCH:MUSHROOM_DF_BG_FRIEND_STORIES_4:recurring)","(groupTag, BG_PREFETCH:MUSHROOM_DF_BG_FRIEND_STORIES_4)","(scheduledTimestamp, 1626291628655)","(state, 0)","(scope, 3)","(config, b'{""numberOfRetries"":3,""constraints"":[2,8],""existingJobPolicy"":""replace"",""uniqueSubTag"":""MUSHROOM_DF_BG_FRIEND_STORIES_4:recurring"",""initialDelayConfig"":{""initialDelay"":60,""timeUnit"":""MINUTES""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""MUSHROOM_DF_BG_FRIEND_STORIES_4""}')","(metadata, b'{""a"":""MUSHROOM_DF_BG_FRIEND_STORIES_4"",""b"":""recurring"",""c"":""59ed4a63-d29d-2b1d-9078-742bf539eec5"",""d"":true,""e"":false,""f"":1626288028612,""g"":60,""h"":10,""i"":{""num_snaps_per_story"":""10"",""num_stories"":""30"",""should_skip_donwloaded_stories"":""true""}}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 9)","(_id, 3993)","(uuid, d3cefcff-9c28-107d-44c8-7d4029e6694d)","(type, BlizzardV2Upload)","(uniqueTag, BlizzardV2Upload:Periodic)","(groupTag, BlizzardV2Upload:)","(scheduledTimestamp, 1626441398143)","(state, 0)","(scope, 0)","(config, b'{""numberOfRetries"":0,""constraints"":[8,1],""existingJobPolicy"":""replace"",""uniqueSubTag"":""Periodic"",""initialDelayConfig"":{""initialDelay"":14400000,""timeUnit"":""MILLISECONDS""},""retryDelayConfig"":{""retryType"":""exponentialBackoff"",""useExponentialBackoff"":true,""retryDelaySeconds"":1,""maxBackoffExponent"":7},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""individualWakeUps"":false,""jobGroupTag"":""""}')","(metadata, b'{""a"":""PERIODIC""}')","(attempt, 0)","(individualWakeupEnabled, 0)"
"(Package Name, com.snapchat.android)","(Original Database Name, durable_job)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/durable_job)","(Table Name, DurableJob)","(Line ID, 10)","(_id, 4258)","(uuid, 63ad2bdd-279c-e998-b5c5-ab650bf1f7e6)","(type, SC_MAP_STYLE_REFRESH)","(uniqueTag, SC_MAP_STYLE_REFRESH:)","(groupTag, SC_MAP_STYLE_REFRESH:)","(scheduledTimestamp, 1626996005753)","(state, 0)","(scope, 1)","(config, b'{""numberOfRetries"":3,""constraints"":[8,1],""existingJobPolicy"":""replace"",""uniqueSubTag"":"""",""initialDelayConfig"":{""initialDelay"":24,""timeUnit"":""HOURS""},""useExponentialBackoff"":true,""isForegroundJob"":false,""isRecurring"":true,""jobGroupTag"":""""}')","(metadata, b'{}')","(attempt, 0)","(individualWakeupEnabled, 0)"
