PID,DN,DP,TN,RL,_id,table_name,name,type_name,default_value,is_nullable,is_primary,is_autoincrement,is_deleted,is_added,foreign_table,foreign_column,on_foreign_key_update,on_foreign_key_delete
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 1)","(_id, 1)","(table_name, locus_pocus)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 2)","(_id, 2)","(table_name, locus_pocus)","(name, data_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 3)","(_id, 3)","(table_name, locus_pocus)","(name, loc_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 4)","(_id, 4)","(table_name, locus_pocus)","(name, type)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 5)","(_id, 5)","(table_name, locus_pocus)","(name, expiry)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 6)","(_id, 6)","(table_name, locus_pocus)","(name, VALUE)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 7)","(_id, 7)","(table_name, records)","(name, _id)","(type_name, INTEGER)","(default_value, None)","(is_nullable, 0)","(is_primary, 1)","(is_autoincrement, 1)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 8)","(_id, 8)","(table_name, records)","(name, type)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 9)","(_id, 9)","(table_name, records)","(name, data_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 1)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
"(PID, com.facebook.katana)","(DN, locuspocus.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.katana/databases/locuspocus.db)","(TN, sqliteproc_schema)","(RL, 10)","(_id, 10)","(table_name, records)","(name, start_key)","(type_name, TEXT)","(default_value, None)","(is_nullable, 0)","(is_primary, 0)","(is_autoincrement, 0)","(is_deleted, 0)","(is_added, 0)","(foreign_table, None)","(foreign_column, None)","(on_foreign_key_update, None)","(on_foreign_key_delete, None)"
