Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,hashtag,asset_url,start_time,end_time,animations
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 1)","(_id, 1)","(hashtag, 100T)","(asset_url, https://abs.twimg.com/hashflags/LCS_Jan_2021_100T/LCS_Jan_2021_100T.png)","(start_time, 1611532800000)","(end_time, 1641020400000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 2)","(_id, 2)","(hashtag, 100Thieves)","(asset_url, https://abs.twimg.com/hashflags/LCS_Jan_2021_100T/LCS_Jan_2021_100T.png)","(start_time, 1611532800000)","(end_time, 1641020400000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 3)","(_id, 3)","(hashtag, 100Win)","(asset_url, https://abs.twimg.com/hashflags/LCS_Jan_2021_100T/LCS_Jan_2021_100T.png)","(start_time, 1611532800000)","(end_time, 1641020400000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 4)","(_id, 4)","(hashtag, 12HorasParaSobrevivirEscapeALaFrontera)","(asset_url, https://abs.twimg.com/hashflags/TheForeverPurge_2021_v2/TheForeverPurge_2021_v2.png)","(start_time, 1622764800000)","(end_time, 1638086340000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 5)","(_id, 5)","(hashtag, 16araw)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 6)","(_id, 6)","(hashtag, 16dagar)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 7)","(_id, 7)","(hashtag, 16dagen)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 8)","(_id, 8)","(hashtag, 16days)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020_add/OrangeTheWorld_2020_add.png)","(start_time, 1606089600000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 9)","(_id, 9)","(hashtag, 16giorni)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 10)","(_id, 10)","(hashtag, 16gün)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 11)","(_id, 11)","(hashtag, 16hari)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 12)","(_id, 12)","(hashtag, 16päivää)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 13)","(_id, 13)","(hashtag, 16Tage)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 14)","(_id, 14)","(hashtag, 16дней)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 15)","(_id, 15)","(hashtag, 16दिन)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 16)","(_id, 16)","(hashtag, 16วัน)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 17)","(_id, 17)","(hashtag, 16天)","(asset_url, https://abs.twimg.com/hashflags/OrangeTheWorld_2020/OrangeTheWorld_2020.png)","(start_time, 1606064400000)","(end_time, 1636693200000)",
"(Package Name, com.twitter.android)","(Original Database Name, global.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/global.db)","(Table Name, hashflags)","(Line ID, 18)","(_id, 18)","(hashtag, 1Series1Xperience)","(asset_url, https://abs.twimg.com/hashflags/Mi11XSeries_IN_April_2021_v2/Mi11XSeries_IN_April_2021_v2.png)","(start_time, 1619029800000)","(end_time, 1626863820000)",
