PID,DN,DP,TN,RL,consumer_id,is_running,pk,data,job_id
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 1)","(consumer_id, 1)","(is_running, 0)","(pk, 4294968633)","(data, CLkKEg9yb3V0aW5lLWh5Z2llbmUYASI8Y29tLmdvb2dsZS5hbmRyb2lkLmZpbnNreS5oeWdpZW5lLmltcGwuUm91dGluZUh5Z2llbmVDb3JlSm9iKJy98vusLzISCMnYyxQQybSYKRgBYAFoAXABSg4KDAoGcmVhc29uEgIQDFAAWAE=)","(job_id, 1337)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 2)","(consumer_id, 3)","(is_running, 0)","(pk, 12884903228)","(data, CLwKEtUCSW5zdGFsbENvbnN0cmFpbnR7bmV0d29ya1R5cGU9MiwgcmVxdWlyZUNoYXJnaW5nPXRydWUsIHRpbWVXaW5kb3c9T3B0aW9uYWwuZW1wdHksIHByb3Zpc2lvblN0YXRlPTEsIGltcG9ydGFuY2VUaHJlc2hvbGQ9MTI1LCBhdXRoZW50aWNhdGlvbj0xLCByZXF1aXJlR2VhcmhlYWRQcm9qZWN0aW9uT2ZmPXRydWUsIHJlcXVpcmVWZWhpY2xlUGFya2VkPWZhbHNlLCByZXF1aXJlRGV2aWNlSWRsZT10cnVlLCBtaW5pbXVtQmF0dGVyeUxldmVsPTAsIGFsbG93ZWREdXJpbmdFbnRlcnByaXNlU2V0dXA9ZmFsc2UsIHNob3VsZEFwcGx5QnVkZ2V0PWZhbHNlLCBpZ25vcmVJbnN0YWxsSG9sZG9mZj1mYWxzZX0YAyJDY29tLmdvb2dsZS5hbmRyb2lkLmZpbnNreS5pbnN0YWxscXVldWUuaW1wbC5JbnN0YWxsUXVldWVQaG9uZXNreUpvYiil6rj9rC8yDwgAEIC4mSkYAmACaAJwAUIJCLbNuv2sLxAASisKKQoKY29uc3RyYWludBIbKhkIAhABKAFAfUgBUAFYAWAAaABwAHgAgAEA)","(job_id, 1340)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 3)","(consumer_id, 3)","(is_running, 0)","(pk, 12884903229)","(data, CL0KEtYCSW5zdGFsbENvbnN0cmFpbnR7bmV0d29ya1R5cGU9MiwgcmVxdWlyZUNoYXJnaW5nPXRydWUsIHRpbWVXaW5kb3c9T3B0aW9uYWwuZW1wdHksIHByb3Zpc2lvblN0YXRlPTEsIGltcG9ydGFuY2VUaHJlc2hvbGQ9MTI1LCBhdXRoZW50aWNhdGlvbj0xLCByZXF1aXJlR2VhcmhlYWRQcm9qZWN0aW9uT2ZmPXRydWUsIHJlcXVpcmVWZWhpY2xlUGFya2VkPWZhbHNlLCByZXF1aXJlRGV2aWNlSWRsZT1mYWxzZSwgbWluaW11bUJhdHRlcnlMZXZlbD0wLCBhbGxvd2VkRHVyaW5nRW50ZXJwcmlzZVNldHVwPWZhbHNlLCBzaG91bGRBcHBseUJ1ZGdldD1mYWxzZSwgaWdub3JlSW5zdGFsbEhvbGRvZmY9ZmFsc2V9GAMiQ2NvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuaW5zdGFsbHF1ZXVlLmltcGwuSW5zdGFsbFF1ZXVlUGhvbmVza3lKb2Iopuq4/awvMg8IABCAuJkpGAJgAmgBcAFCCQi2zbr9rC8QAEorCikKCmNvbnN0cmFpbnQSGyoZCAIQASgBQH1IAVABWABgAGgAcAB4AIABAA==)","(job_id, 1341)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 4)","(consumer_id, 3)","(is_running, 0)","(pk, 12884903230)","(data, CL4KEtYCSW5zdGFsbENvbnN0cmFpbnR7bmV0d29ya1R5cGU9MiwgcmVxdWlyZUNoYXJnaW5nPWZhbHNlLCB0aW1lV2luZG93PU9wdGlvbmFsLmVtcHR5LCBwcm92aXNpb25TdGF0ZT0xLCBpbXBvcnRhbmNlVGhyZXNob2xkPTEyNSwgYXV0aGVudGljYXRpb249MSwgcmVxdWlyZUdlYXJoZWFkUHJvamVjdGlvbk9mZj10cnVlLCByZXF1aXJlVmVoaWNsZVBhcmtlZD1mYWxzZSwgcmVxdWlyZURldmljZUlkbGU9dHJ1ZSwgbWluaW11bUJhdHRlcnlMZXZlbD01MCwgYWxsb3dlZER1cmluZ0VudGVycHJpc2VTZXR1cD1mYWxzZSwgc2hvdWxkQXBwbHlCdWRnZXQ9dHJ1ZSwgaWdub3JlSW5zdGFsbEhvbGRvZmY9ZmFsc2V9GAMiQ2NvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuaW5zdGFsbHF1ZXVlLmltcGwuSW5zdGFsbFF1ZXVlUGhvbmVza3lKb2Iopuq4/awvMg8IABCAuJkpGAJgAWgCcAFCCQi2zbr9rC8QAEorCikKCmNvbnN0cmFpbnQSGyoZCAIQACgBQH1IAVABWAFgAGgycAB4AYABAA==)","(job_id, 1342)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 5)","(consumer_id, 20)","(is_running, 0)","(pk, 85922578243)","(data, CMP+iQsSEmFydC1wcm9maWxlLXVwbG9hZBgUIjJjb20uZ29vZ2xlLmFuZHJvaWQuZmluc2t5LmFydC5BcnRQcm9maWxlc1VwbG9hZEpvYij6ybjnrC8yDRCA270nGAJgAmgBcAFCCQibh9/yrC8QAEIJCMqC2fusLxAAQgkIts26/awvEABYAw==)","(job_id, 23232323)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 6)","(consumer_id, 26)","(is_running, 0)","(pk, 113083291110)","(data, COarqKIFEg5mbHVzaC1jb3VudGVycxgaIjRjb20uZ29vZ2xlLmFuZHJvaWQuZmluc2t5LmZsdXNobG9ncy5GbHVzaENvdW50ZXJzSm9iKIjKiPysLzIQCIDczBQQoNODFWABaAFwAVAAWAM=)","(job_id, 1414141414)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 7)","(consumer_id, 34)","(is_running, 0)","(pk, 146028888351)","(data, CJ8CEhNkb3dubG9hZF9wcmVmZXRjaGVzGCIiQGNvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuZ2V0cHJlZmV0Y2hyZWNvbW1lbmRhdGlvbnMuUHJlZmV0Y2hKb2Io1ICR6awvMhAIABCAyP3pBBgCYAJoAnABMhAIABCAyP3pBBgCYAFoAnACQgkIm4ff8qwvEABCCQjKgtn7rC8QAEIJCLbNuv2sLxAASi0KKwoMYWNjb3VudF9uYW1lEhsiGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb20=)","(job_id, 287)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 8)","(consumer_id, 34)","(is_running, 0)","(pk, 146028888356)","(data, CKQCEhNkb3dubG9hZF9wcmVmZXRjaGVzGCIiQGNvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuZ2V0cHJlZmV0Y2hyZWNvbW1lbmRhdGlvbnMuUHJlZmV0Y2hKb2Io1ICR6awvMhAIABCAyP3pBBgCYAJoAnABMhAIABCAyP3pBBgCYAFoAnACQgkIm4ff8qwvEABCCQjKgtn7rC8QAEIJCLbNuv2sLxAASi0KKwoMYWNjb3VudF9uYW1lEhsiGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb20=)","(job_id, 292)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 9)","(consumer_id, 34)","(is_running, 0)","(pk, 146028888359)","(data, CKcCEhNkb3dubG9hZF9wcmVmZXRjaGVzGCIiQGNvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuZ2V0cHJlZmV0Y2hyZWNvbW1lbmRhdGlvbnMuUHJlZmV0Y2hKb2Io1ICR6awvMhAIABCAyP3pBBgCYAJoAnABMhAIABCAyP3pBBgCYAFoAnACQgkIm4ff8qwvEABCCQjKgtn7rC8QAEIJCLbNuv2sLxAASi0KKwoMYWNjb3VudF9uYW1lEhsiGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb20=)","(job_id, 295)"
"(PID, com.android.vending)","(DN, scheduler_main)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.android.vending/databases/scheduler_main)","(TN, jobs)","(RL, 10)","(consumer_id, 34)","(is_running, 0)","(pk, 146028888360)","(data, CKgCEhNkb3dubG9hZF9wcmVmZXRjaGVzGCIiQGNvbS5nb29nbGUuYW5kcm9pZC5maW5za3kuZ2V0cHJlZmV0Y2hyZWNvbW1lbmRhdGlvbnMuUHJlZmV0Y2hKb2Iokpjf8qwvMhMI7P3hJRDsxd+PBRgBYAFoAXABSi0KKwoMYWNjb3VudF9uYW1lEhsiGWhlaXNlbmJlcmdjYXJyb0BnbWFpbC5jb21QAFgD)","(job_id, 296)"
