PID,DN,DP,TN,RL,_id,target_package,target_class,tag,runtime,flex_time,period,last_runtime,user_id,required_network_type,requires_charging,extras,retry_strategy,task_type,job_id,content_uris,source,source_version,triggered_content_uris,required_uris,preferred_network_type,preferred_charging_state,required_idleness_state,preferred_idleness_state,service_kind,persistence_level
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 1)","(_id, 1)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.accountsettings.service.PurgeScreenDataService)","(tag, PurgeScreenData)","(runtime, 1626935798817)","(flex_time, 43200000)","(period, 604800000)","(last_runtime, 0)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""259200"":0},""initial_backoff_seconds"":{""14400"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 2)","(_id, 3)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.clearcut.uploader.QosUploaderService)","(tag, qos_default_periodic)","(runtime, 1626977235251)","(flex_time, 3540000)","(period, 3600000)","(last_runtime, 1626977231880)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 3)","(_id, 4)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.clearcut.uploader.QosUploaderService)","(tag, qos_unmetered_periodic)","(runtime, 1626933690166)","(flex_time, 3540000)","(period, 3600000)","(last_runtime, 0)","(user_id, 0)","(required_network_type, 1)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 4)","(_id, 6)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.auth.account.be.legacy.AuthCronService)","(tag, auth_droidguard_recurring_run)","(runtime, 1627657723125)","(flex_time, 1209599000)","(period, 1209600000)","(last_runtime, 1626742451741)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 5)","(_id, 7)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.auth.account.be.legacy.AuthCronService)","(tag, buffered_logs_update)","(runtime, 1624949122417)","(flex_time, 3600000)","(period, 604800000)","(last_runtime, 1624936708475)","(user_id, 0)","(required_network_type, 1)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 6)","(_id, 9)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.gcm.HeartbeatAlarm$ConnectionInfoPersistService)","(tag, LogPhenotypeExperimentIds)","(runtime, 1626920061830)","(flex_time, 3600000)","(period, 86400000)","(last_runtime, 1626920061755)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, 1)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 7)","(_id, 10)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.gcm.HeartbeatAlarm$ConnectionInfoPersistService)","(tag, PersistConnectionInfos)","(runtime, 1626977233348)","(flex_time, 3600000)","(period, 21600000)","(last_runtime, 1626977233217)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 203315000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, 1)","(preferred_charging_state, 1)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 8)","(_id, 11)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.ads.social.GcmSchedulerWakeupService)","(tag, ads.social.doritos)","(runtime, 1626977236020)","(flex_time, 1800000)","(period, 43200000)","(last_runtime, 1626977235280)","(user_id, 0)","(required_network_type, 0)","(requires_charging, 0)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 9)","(_id, 12)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.people.service.DeletedNullContactsCleanupService)","(tag, DeletedNullContactsCleanupPeriodicTask)","(runtime, 1626980812764)","(flex_time, 8640000)","(period, 86400000)","(last_runtime, 1626980812549)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
"(PID, com.google.android.gms)","(DN, ns.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.gms/databases/ns.db)","(TN, pending_ops)","(RL, 10)","(_id, 13)","(target_package, com.google.android.gms)","(target_class, com.google.android.gms.people.service.BackupAndSyncOptInValidationService)","(tag, BackupAndSyncOptInValidationPeriodicTask)","(runtime, 1626980812699)","(flex_time, 8640000)","(period, 86400000)","(last_runtime, 1626980812510)","(user_id, 0)","(required_network_type, 2)","(requires_charging, 1)","(extras, None)","(retry_strategy, {""maximum_backoff_seconds"":{""3600"":0},""initial_backoff_seconds"":{""30"":0},""retry_policy"":{""0"":0}})","(task_type, 1)","(job_id, -1)","(content_uris, None)","(source, 16)","(source_version, 212418000)","(triggered_content_uris, None)","(required_uris, None)","(preferred_network_type, None)","(preferred_charging_state, None)","(required_idleness_state, 0)","(preferred_idleness_state, None)","(service_kind, 0)","(persistence_level, 1)"
