PID,DN,DP,TN,RL,packageName,version,flagType,partitionId,user,name,intVal,boolVal,floatVal,stringVal,extensionVal,committed
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 1)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, connectionless_timeout_seconds)","(intVal, 15)","(boolVal, None)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 2)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, consent_configurations_list)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, ClYKCFNUT1JBR0VEEkoKCFNUT1JBR0VEEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQpkCg9FQVNUV09STERfU1RBVFMSUQoPRUFTVFdPUkxEX1NUQVRTEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQqhAwoNQkFUVEVSWV9TVEFUUxKPAwoNQkFUVEVSWV9TVEFUUxIeEgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQARI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQARI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESHhICeAAaGAoUCAMQAxgDIAMoAzADOAJAA0gDUAMQAQpgCh1JUENPTk5FQ1RJVklUWV9QTEFURk9STV9TVEFUUxI/Ch1JUENPTk5FQ1RJVklUWV9QTEFURk9STV9TVEFUUxIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCmIKDkxBVU5DSEVSX1NUQVRTElAKDkxBVU5DSEVSX1NUQVRTEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQr5AQoJV0VTVFdPUkxEEusBCglXRVNUV09STEQSHhICeAAaGAoUCAMQAxgDIAMoAzADOAJAA0gDUAMQARI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQpaCgpESVNLX1NUQVRTEkwKCkRJU0tfU1RBVFMSPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCmIKDlNFVFRJTkdTX1NUQVRTElAKDlNFVFRJTkdTX1NUQVRTEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQpoChFFQVNUV09STERfQkFUVEVSWRJTChFFQVNUV09STERfQkFUVEVSWRI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKTAoTQU5PTllNT1VTX1dFU1RXT1JMRBI1ChNBTk9OWU1PVVNfV0VTVFdPUkxEEh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKXAoLTUVESUFfU1RBVFMSTQoLTUVESUFfU1RBVFMSPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABClYKCE5FVFNUQVRTEkoKCE5FVFNUQVRTEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQpUChdQTEFURk9STV9TVEFUU19DT1VOVEVSUxI5ChdQTEFURk9STV9TVEFUU19DT1VOVEVSUxIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCtEBCgVMQl9BUxLHAQoFTEJfQVMSPhICeAAaGAoUCAMQAxgCIAIoAzADOANAA0gDUAMQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAxABEh4SAngBGhgKFAgCEAMYAiACKAMwAzgDQANIA1ADEAESHhICeAAaGAoUCAMQAxgDIAMoAzADOANAAkgDUAMQAhIeEgJ4ABoYChQIAxADGAIgAigDMAM4A0ADSANQAxABEh4SAngAGhgKFAgDEAMYAiACKAMwAzgDQANIA1ADEAEK6wIKCERST1BfQk9YEt4CCghEUk9QX0JPWBI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESHhICeAAaGAoUCAMQAxgDIAMoAzADOAJAA0gDUAMQARI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESWBICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQARoYChQIAxADGAMgAygDMAM4AkADSANQAxABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESWBICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQARoYChQIAxADGAMgAygDMAM4AkADSANQAxABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKTAoTV0lGSV9QTEFURk9STV9TVEFUUxI1ChNXSUZJX1BMQVRGT1JNX1NUQVRTEh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKRgoDQVdQEj8KA0FXUBI4EgJ4ABoYChQIAxADGAMgAygDMAM4AkADSANQAxABGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEKYgoOR1JBUEhJQ1NfU1RBVFMSUAoOR1JBUEhJQ1NfU1RBVFMSPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCmoKEkRST1BfQk9YX0VBU1RXT1JMRBJUChJEUk9QX0JPWF9FQVNUV09STEQSPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCm4KBExCX0QSZgoETEJfRBI+EgJ4ABoYChQIAxADGAIgAigDMAM4A0ADSANQAxABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESHhICeAAaGAoUCAMQAxgCIAIoAzADOANAA0gDUAMQAQpWChhURUxFUEhPTllfUExBVEZPUk1fU1RBVFMSOgoYVEVMRVBIT05ZX1BMQVRGT1JNX1NUQVRTEh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKXgoPSU5DSURFTlRfUkVQT1JUEksKD0lOQ0lERU5UX1JFUE9SVBI4EgJ4ABoYChQIAxADGAMgAygDMAM4AkADSANQAxABGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEKVAoXV0VTVFdPUkxEX0NIRUNLQk9YX09OTFkSOQoXV0VTVFdPUkxEX0NIRUNLQk9YX09OTFkSHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQpSChZURUxFQ09NX1BMQVRGT1JNX1NUQVRTEjgKFlRFTEVDT01fUExBVEZPUk1fU1RBVFMSHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQAQqbAQoKUFJPQ19TVEFUUxKMAQoKUFJPQ19TVEFUUxI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAESPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCooBChJXRVNUV09STERfTUVUQURBVEESdAoSV0VTVFdPUkxEX01FVEFEQVRBEh4SAngAGhgKFAgDEAMYAyADKAMwAzgCQANIA1ADEAESPhICeAAaGAoUCAIQAxgCIAIoAzADOANAA0gDUAIQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABCokBCgRUUk9OEoABCgRUUk9OEj4SAngAGhgKFAgDEAMYAiACKAMwAzgDQANIA1ADEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQARI4EgJ4ABoYChQIAxADGAIgAigDMAM4A0ADSANQAxABGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKpQEKD1NVUkZBQ0VfRkxJTkdFUhKRAQoPU1VSRkFDRV9GTElOR0VSEj4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEiHhICeAEaGAoUCAIQAxgDIAMoAzADOANAA0gDUAIQARI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKagoSTk9USUZJQ0FUSU9OX1NUQVRTElQKEk5PVElGSUNBVElPTl9TVEFUUxIeEgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABEh4SAngAGhgKFAgCEAMYAiACKAMwAzgDQANIA1ACEAEKUAoIUEVSRkVUVE8SRAoIUEVSRkVUVE8SOBICeAAaGAoUCAMQAxgDIAMoAzADOAJAA0gDUAMQARoYChQIAhADGAIgAigDMAM4A0ADSANQAhABCloKCkVMTVlSQV9MT0cSTAoKRUxNWVJBX0xPRxI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKTAoTR05TU19QTEFURk9STV9TVEFUUxI1ChNHTlNTX1BMQVRGT1JNX1NUQVRTEh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKTAoTV0VTVFdPUkxEX1NXQUFfT05MWRI1ChNXRVNUV09STERfU1dBQV9PTkxZEh4SAngAGhgKFAgDEAMYAiACKAMwAzgDQANIA1ADEAEKjwEKBExCX1QShgEKBExCX1QSPhICeAAaGAoUCAMQAxgCIAIoAzADOANAA0gDUAMQASIeEgJ4ARoYChQIAhADGAMgAygDMAM4A0ADSANQAhABEh4SAngAGhgKFAgDEAMYAiACKAMwAzgDQANIA1ADEAESHhICeAEaGAoUCAIQAxgCIAIoAzADOANAA0gDUAMQAQpoChFGSU5HRVJQUklOVF9TVEFUUxJTChFGSU5HRVJQUklOVF9TVEFUUxI+EgJ4ABoYChQIAhADGAIgAigDMAM4A0ADSANQAhABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ACEAEKcgoGTEJfQ0ZHEmgKBkxCX0NGRxI+EgJ4ABoYChQIAxADGAIgAigDMAM4A0ADSANQAxABIh4SAngBGhgKFAgCEAMYAyADKAMwAzgDQANIA1ADEAESHhICeAEaGAoUCAIQAxgCIAIoAzADOANAA0gDUAMQAQ==)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 3)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, enable_anonymous_logging)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 4)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, enable_secondary_user_activity)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 5)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, force_multi_user_opted_out)","(intVal, None)","(boolVal, 0)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 6)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, update_multi_user_checkbox)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 7)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, use_clearcut_map)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 8)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, use_connectionless)","(intVal, None)","(boolVal, 1)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 9)","(packageName, com.google.android.gms.usagereporting)","(version, 214)","(flagType, 0)","(partitionId, 0)","(user, )","(name, use_facs)","(intVal, None)","(boolVal, 0)","(floatVal, None)","(stringVal, None)","(extensionVal, None)","(committed, 1)"
"(PID, com.google.android.gms)","(DN, phenotype.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user_de/0/com.google.android.gms/databases/phenotype.db)","(TN, Flags)","(RL, 10)","(packageName, com.google.android.gms.clearcut.public)","(version, 229)","(flagType, 0)","(partitionId, 0)","(user, )","(name, LogSamplingRulesV2__ANDROID_GSA)","(intVal, None)","(boolVal, None)","(floatVal, None)","(stringVal, None)","(extensionVal, CgYIZBgAIAEKBwj6ARgAIAEKBwj5ARgAIAEKBwjzCxgAIAEKBwj0CxgAIAEKBwj1CxgAIAEKBwiEARgAIAEKBwiNDBgAIAEKBwjQCxgAIAEKBwibDBgAIAE=)","(committed, 1)"
