PID,DN,DP,TN,RL,_id,context_id,transport_name,timestamp_ms,uptime_ms,payload,code,num_attempts,payload_encoding
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 1)","(_id, 1)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625310909485)","(uptime_ms, 197136477)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTMxMDkwNzIyOTAyMyUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 2)","(_id, 2)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625322543225)","(uptime_ms, 208770217)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTMyMjU0MDE5NDY1MSUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 3)","(_id, 3)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625334038192)","(uptime_ms, 220265184)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTMzNDAzNzU1NjU3NCUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 4)","(_id, 4)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625336308860)","(uptime_ms, 222535851)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTMzNjMwODE1NDEwOSUyMDY2YTMzNzA2MTM4ZTUyIiwiY29sbGFwc2VLZXkiOiJrZXlfMiIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 5)","(_id, 5)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625344613916)","(uptime_ms, 230840908)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTM0NDYxMzUyMjc5NCUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 6)","(_id, 6)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625355421031)","(uptime_ms, 241648023)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTM1NTQxOTcwNDQ5NyUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 7)","(_id, 7)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625364711540)","(uptime_ms, 250938532)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTM2NDcxMDIyNjExOSUyMDY2YTMzNzA2MTM4ZTUxIiwiY29sbGFwc2VLZXkiOiJrZXlfMSIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 8)","(_id, 8)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625366388375)","(uptime_ms, 252615367)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTM2NjM4Nzc4NDA4NCUyMDY2YTMzNzA2MTM4ZTUwIiwiY29sbGFwc2VLZXkiOiJrZXlfMCIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 9)","(_id, 9)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625396743346)","(uptime_ms, 282970338)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyNzk5LCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTM5NjczNzE3MzI4MyUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
"(PID, com.zhiliaoapp.musically)","(DN, com.google.android.datatransport.events)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/com.google.android.datatransport.events)","(TN, events)","(RL, 10)","(_id, 10)","(context_id, 1)","(transport_name, FCM_CLIENT_EVENT_LOGGING)","(timestamp_ms, 1625401453250)","(uptime_ms, 287680242)","(payload, eyJtZXNzYWdpbmdfY2xpZW50X2V2ZW50Ijp7InR0bCI6MTcyODAwLCJldmVudCI6Ik1FU1NBR0VfREVMSVZFUkVEIiwiaW5zdGFuY2VJZCI6ImRmS0EyYVloUmtXaDRBRGhmdU9xdFIiLCJwcmlvcml0eSI6MSwicGFja2FnZU5hbWUiOiJjb20uemhpbGlhb2FwcC5tdXNpY2FsbHkiLCJzZGtQbGF0Zm9ybSI6IkFORFJPSUQiLCJtZXNzYWdlVHlwZSI6IkRBVEFfTUVTU0FHRSIsIm1lc3NhZ2VJZCI6IjA6MTYyNTQwMTQ0OTMzNjQ0MiUyMDY2YTMzNzA2MTM4ZTUzIiwiY29sbGFwc2VLZXkiOiJrZXlfMyIsInByb2plY3ROdW1iZXIiOiIzNDAzMzE2NjIwODgifX0=)","(code, None)","(num_attempts, 0)","(payload_encoding, json)"
