PID,DN,DP,TN,RL,_id,owner_id,type,is_preview,preview_id,sort_index,container_sort_index,entity_id,entity_group_id,entity_type,entity_flattening_id,data_type,data_type_group,data_type_tag,timeline_tag,timeline_chunk_id,data_id,data,flags,updated_at,is_read,is_linger_impressed,scribe_content,prompt,dismissed,display_context,feedback_action_prompts,pinned_header_state,dismiss_reason,display_type,pc,module_metadata,tweet_highlights,social_context,tweet_display_size,dismiss_feedback_key,expiry_time,data_source,sender_id,instance_data_id,tombstone_info,score_info,preroll_metadata,preview_metadata,should_highlight,navigation_url,is_dispensable,reply_badge,tweet_context,inline_social_proof,forward_pivot,inner_qt_forward_pivot,tree_display,tweet_interstitial
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 1)","(_id, 15708)","(owner_id, 1378525099184291843)","(type, 34)","(is_preview, 1)","(preview_id, 1410457439334449156)","(sort_index, 1410457439334449156)","(container_sort_index, 0)","(entity_id, 1410457439334449156)","(entity_group_id, 1410457439334449156)","(entity_type, 1)","(entity_flattening_id, None)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1410457439334449156)","(data_id, 1410457439334449156)","(data, None)","(flags, 131073)","(updated_at, 1625114233000)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, )","(prompt, )","(dismissed, 0)","(display_context, None)","(feedback_action_prompts, None)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, None)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, )","(tweet_display_size, None)","(dismiss_feedback_key, )","(expiry_time, 9223372036854775807)","(data_source, None)","(sender_id, 1378525099184291843)","(instance_data_id, 1410457439334449156)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 2)","(_id, 20733)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417081020717928452)","(sort_index, 1417239697100374016)","(container_sort_index, 0)","(entity_id, tweet-1417081020717928452)","(entity_group_id, tweet-1417081020717928452)","(entity_type, 1)","(entity_flattening_id, tweet-1417081020717928452)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1417081020717928452)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqCEVyZ1R3ZWV0amBEQUFDREFBQkRBQUJDZ0FCQUtFSVJFRUVJQWtLQUFJQUFFRVFpQUNpQUFvQUJBMzYyVE1oVk1BQkNnQUZBQUFBQUFBZ0VBRURBQWdLQ2dBSlNhRHBhK29Dc2gwQUFBQUFqEXN1Z2dlc3RfZXJnX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzALEWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTAwNzM1NjI4MDI5NjQ4ODk2MVhYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzAMEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTAwNzM1NjI4MDI5NjQ4ODk2MRIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FZQBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1379030162776412165)","(instance_data_id, 1417081020717928452)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 3)","(_id, 20734)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417081020717928452)","(sort_index, 1417239697100374016)","(container_sort_index, 0)","(entity_id, tweet-1417081020717928452)","(entity_group_id, tweet-1417081020717928452)","(entity_type, 1)","(entity_flattening_id, tweet-1417081020717928452)","(data_type, 35)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1139207443)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqCEVyZ1R3ZWV0amBEQUFDREFBQkRBQUJDZ0FCQUtFSVJFRUVJQWtLQUFJQUFFRVFpQUNpQUFvQUJBMzYyVE1oVk1BQkNnQUZBQUFBQUFBZ0VBRURBQWdLQ2dBSlNhRHBhK29Dc2gwQUFBQUFqEXN1Z2dlc3RfZXJnX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzALEWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTAwNzM1NjI4MDI5NjQ4ODk2MVhYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzAMEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTAwNzM1NjI4MDI5NjQ4ODk2MRIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FZQBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1379030162776412165)","(instance_data_id, 1417081020717928452)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 4)","(_id, 20735)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416418973776859138)","(sort_index, 1417239697100374015)","(container_sort_index, 0)","(entity_id, promotedTweet-1416418973776859138-205ea804dc9d4213)","(entity_group_id, promotedTweet-1416418973776859138-205ea804dc9d4213)","(entity_type, 1)","(entity_flattening_id, None)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1675864589)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1416418973776859138)","(data, None)","(flags, 131073)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, )","(prompt, )","(dismissed, 0)","(display_context, None)","(feedback_action_prompts, None)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, SgNqEDIwNWVhODA0ZGM5ZDQyMTNqDE5vRGlzY2xvc3VyZRk4agdQZWFjb2NrMDAdEEDHkftXYAIJCAEJCQgBEgIJahptaW5fZ2FwX2Zvcl9uc2Z3X2F2b2lkYW5jZWoBMGoabnNmYV9odGxfZXhwZXJpbWVudF9lbmFibGVqATA4aglwZWFjb2NrVFY4WA==)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, )","(tweet_display_size, unknown)","(dismiss_feedback_key, )","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1171155332917321730)","(instance_data_id, 1416418973776859138)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 5)","(_id, 20736)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417230735732260872)","(sort_index, 1417239697100374014)","(container_sort_index, 0)","(entity_id, tweet-1417230735732260872)","(entity_group_id, tweet-1417230735732260872)","(entity_type, 1)","(entity_flattening_id, None)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1417230735732260872)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqE1JhbmtlZFRpbWVsaW5lVHdlZXRqRERBQUNEQUFCREFBQkNnQUJBU0VJUkVVRUFCRUtBQUlBQUFBSUFBTWdBQU1BQ0FBS0FBbEpvT2xyNmdLeUhRQUFBQUE9ah1zdWdnZXN0X3JhbmtlZF90aW1lbGluZV90d2VldDg4ODg4OBk4ODg4ODgZODg4ODhY)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAUoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzANEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, )","(tweet_display_size, unknown)","(dismiss_feedback_key, FSQ5DAA=)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 475222380)","(instance_data_id, 1417230735732260872)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 6)","(_id, 20737)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417181831741550597)","(sort_index, 1417239697100374013)","(container_sort_index, 0)","(entity_id, tweet-1417181831741550597)","(entity_group_id, tweet-1417181831741550597)","(entity_type, 1)","(entity_flattening_id, tweet-1417181831741550597)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1417181831741550597)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqD0Nyb29uVG9waWNUd2VldGpgREFBQ0RBQUJEQUFCQ2dBQkFpRUlSRUVFSUFrS0FBSUFBRUVRaUFDaUFBb0FCQS9QV3hQL2xNQUJDZ0FGQUFBQUFBQWdBSEVEQUFnU0NnQUpTYURwYStvQ3NoMEFBQUFBahlzdWdnZXN0X2Nyb29uX3RvcGljX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzAOEWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTEzOTIyOTM3MjE5ODQ2OTYzM1hYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzAPEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTEzOTIyOTM3MjE5ODQ2OTYzMxIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1353637182184050689)","(instance_data_id, 1417181831741550597)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 7)","(_id, 20738)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417181831741550597)","(sort_index, 1417239697100374013)","(container_sort_index, 0)","(entity_id, tweet-1417181831741550597)","(entity_group_id, tweet-1417181831741550597)","(entity_type, 1)","(entity_flattening_id, tweet-1417181831741550597)","(data_type, 35)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, -1166375052)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqD0Nyb29uVG9waWNUd2VldGpgREFBQ0RBQUJEQUFCQ2dBQkFpRUlSRUVFSUFrS0FBSUFBRUVRaUFDaUFBb0FCQS9QV3hQL2xNQUJDZ0FGQUFBQUFBQWdBSEVEQUFnU0NnQUpTYURwYStvQ3NoMEFBQUFBahlzdWdnZXN0X2Nyb29uX3RvcGljX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzAOEWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTEzOTIyOTM3MjE5ODQ2OTYzM1hYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzAPEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTEzOTIyOTM3MjE5ODQ2OTYzMxIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 1353637182184050689)","(instance_data_id, 1417181831741550597)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 8)","(_id, 20739)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1417111983644581891)","(sort_index, 1417239697100374012)","(container_sort_index, 0)","(entity_id, tweet-1417111983644581891)","(entity_group_id, tweet-1417111983644581891)","(entity_type, 1)","(entity_flattening_id, None)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1417111983644581891)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqE1JhbmtlZFRpbWVsaW5lVHdlZXRqRERBQUNEQUFCREFBQkNnQUJCQ0VJUkVFRUFBRUtBQUlBQUFFSWdBT2lBQU1BQ0FBS0FBbEpvT2xyNmdLeUhRQUFBQUE9ah1zdWdnZXN0X3JhbmtlZF90aW1lbGluZV90d2VldDg4ODg4OBk4ODg4ODgZODg4ODhY)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAUoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzAQEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, )","(tweet_display_size, unknown)","(dismiss_feedback_key, FSQ5DAA=)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 958118843636854784)","(instance_data_id, 1417111983644581891)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 9)","(_id, 20740)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416949161006673920)","(sort_index, 1417239697100374011)","(container_sort_index, 0)","(entity_id, tweet-1416949161006673920)","(entity_group_id, tweet-1416949161006673920)","(entity_type, 1)","(entity_flattening_id, tweet-1416949161006673920)","(data_type, 1)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 1416949161006673920)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqD0Nyb29uVG9waWNUd2VldGpgREFBQ0RBQUJEQUFCQ2dBQkNDRUlSRUVFSUFrS0FBSUFBRUVRaUFDaUFBb0FCQTM2M1BXY0ZOQUFDZ0FGQUFBQUFBQWdBSEVEQUFnU0NnQUpTYURwYStvQ3NoMEFBQUFBahlzdWdnZXN0X2Nyb29uX3RvcGljX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzAREWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTAwNzM2MDQxNDExNDQzNTA3MlhYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzASEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTAwNzM2MDQxNDExNDQzNTA3MhIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 943506806931734528)","(instance_data_id, 1416949161006673920)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
"(PID, com.twitter.android)","(DN, 1378525099184291843-61.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.twitter.android/databases/1378525099184291843-61.db)","(TN, timeline)","(RL, 10)","(_id, 20741)","(owner_id, 1378525099184291843)","(type, 17)","(is_preview, 0)","(preview_id, 1416949161006673920)","(sort_index, 1417239697100374011)","(container_sort_index, 0)","(entity_id, tweet-1416949161006673920)","(entity_group_id, tweet-1416949161006673920)","(entity_type, 1)","(entity_flattening_id, tweet-1416949161006673920)","(data_type, 35)","(data_type_group, 0)","(data_type_tag, -1)","(timeline_tag, None)","(timeline_chunk_id, 1417239697100374016)","(data_id, 530086617)","(data, None)","(flags, 1)","(updated_at, 1625114233027)","(is_read, 0)","(is_linger_impressed, 0)","(scribe_content, SgVqD0Nyb29uVG9waWNUd2VldGpgREFBQ0RBQUJEQUFCQ2dBQkNDRUlSRUVFSUFrS0FBSUFBRUVRaUFDaUFBb0FCQTM2M1BXY0ZOQUFDZ0FGQUFBQUFBQWdBSEVEQUFnU0NnQUpTYURwYStvQ3NoMEFBQUFBahlzdWdnZXN0X2Nyb29uX3RvcGljX3R3ZWV0ODg4ODg4GTg4ODg4OBk4ODg4OFg=)","(prompt, )","(dismissed, 0)","(display_context, )","(feedback_action_prompts, SQkIAggBEgIJSgNpGzAREWoETk9ORWoMUmljaEJlaGF2aW9ySRICSWoTMTAwNzM2MDQxNDExNDQzNTA3MlhYWEoDahxOb3QgaW50ZXJlc3RlZCBpbiB0aGlzIFR3ZWV0GzASEWoFRlJPV05qCERvbnRMaWtlOFhY)","(pinned_header_state, 0)","(dismiss_reason, None)","(display_type, Tweet)","(pc, None)","(module_metadata, None)","(tweet_highlights, SQkJWA==)","(social_context, SRIBSWoTMTAwNzM2MDQxNDExNDQzNTA3MhIBWFg=)","(tweet_display_size, unknown)","(dismiss_feedback_key, FcgBOQwA)","(expiry_time, 9223372036854775807)","(data_source, urt_add_entries)","(sender_id, 943506806931734528)","(instance_data_id, 1416949161006673920)","(tombstone_info, )","(score_info, )","(preroll_metadata, )","(preview_metadata, )","(should_highlight, 0)","(navigation_url, None)","(is_dispensable, 0)","(reply_badge, )","(tweet_context, )","(inline_social_proof, )","(forward_pivot, )","(inner_qt_forward_pivot, )","(tree_display, None)","(tweet_interstitial, )"
