Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,pageId,storyId,storyRowId,editionId,publisherFormalName,publisherName,snapType,url,pageHash,adType,swipeUpKey,shareable,isAutoAdvance,isSkippable,slugType,featureType,publishTimestampMs,thumbnailUrl,timestamp,publisherId,tileId,tileImageUrl,tileHeadline,tileShowSubtitle,tileBadgeSize,tileBadgeTitle,tileBadgeBgColor,tileBadgeTextColor,tileBitmojiThumbnailTemplateId,tileLogoUrl,tileLogoLogcationType,tileGradientColor,sequenceNumber,chapterStartTimeMs,originalSnapId,isUserGeneratedContent,snapDoc,contextHint,commerceProductId,commerceStoreId,webviewUrl,isBoosted,isBoostedTimestampMs,horizontalLogoUrl
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 1)","(_id, 22833)","(pageId, 559800824961024)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961024?isScs=true&isImage=false&s3Key=7-559800824961024%2F40045ff8-a335-4e9c-9a46-44215d180bd7&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015444)","(publisherId, 4918328776458256)","(tileId, 559800827901952)","(tileImageUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvejMyazJ1YnpOUkdvbmk5aFZGZldGLjMxMD91Yz01._FMjpeg)","(tileHeadline, 3 reasons you don't wanna date a gamer girl!)","(tileShowSubtitle, )",,,,,"(tileBitmojiThumbnailTemplateId, )","(tileLogoUrl, )","(tileLogoLogcationType, 0.0)","(tileGradientColor, #f63fe2)","(sequenceNumber, 1)","(chapterStartTimeMs, 0.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 2)","(_id, 22834)","(pageId, 559800824961025)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961025?isScs=true&isImage=false&s3Key=7-559800824961025%2F403a88a6-2325-41d9-bc1a-8b829bc4f936&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015445)","(publisherId, 4918328776458256)","(tileId, 559800840673280)","(tileImageUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvNnhXVmV4VDhrRUMyOEhGUmxDbkZ0LjMxMD91Yz01._FMjpeg)","(tileHeadline, This Egirl is taking over Tiktok!)","(tileShowSubtitle, )",,,,,"(tileBitmojiThumbnailTemplateId, )","(tileLogoUrl, )","(tileLogoLogcationType, 0.0)","(tileGradientColor, #f63fe2)","(sequenceNumber, 2)","(chapterStartTimeMs, 3500.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 3)","(_id, 22835)","(pageId, 559800824961026)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961026?isScs=true&isImage=false&s3Key=7-559800824961026%2F3edb3602-69f8-496b-ab06-88b4eb514222&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015445)","(publisherId, 4918328776458256)","(tileId, 2736833850968064)","(tileImageUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvbnFEZXdmNU9hTmNmckNnNzRpRTF5LjMxMD91Yz01._FMjpeg)","(tileHeadline, 3 reasons you don't wanna date a gamer girl!)","(tileShowSubtitle, )",,,,,"(tileBitmojiThumbnailTemplateId, )","(tileLogoUrl, )","(tileLogoLogcationType, 0.0)","(tileGradientColor, #f63fe2)","(sequenceNumber, 3)","(chapterStartTimeMs, 10134.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 4)","(_id, 22836)","(pageId, 559800824961027)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961027?isScs=true&isImage=false&s3Key=7-559800824961027%2Ffdaf3090-329a-48f3-bacd-7d3b548ebe54&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015445)","(publisherId, 4918328776458256)","(tileId, 2736833851136000)","(tileImageUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvclZjaGdrMTA0YlNqUjZya3RFbUlTLjMxMD91Yz01._FMjpeg)","(tileHeadline, This is everyones Waifu crush!)","(tileShowSubtitle, )",,,,,"(tileBitmojiThumbnailTemplateId, )","(tileLogoUrl, )","(tileLogoLogcationType, 0.0)","(tileGradientColor, #f63fe2)","(sequenceNumber, 4)","(chapterStartTimeMs, 20034.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 5)","(_id, 22837)","(pageId, 559800824961028)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961028?isScs=true&isImage=false&s3Key=7-559800824961028%2Fdb7ab70f-1ddf-4106-96f4-257a9b4ef141&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)","(tileId, 559800828848128)","(tileImageUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2Qvc1NBS3dHVHl5b29UdXJXWXE1TEhsLjMxMD91Yz01._FMjpeg)","(tileHeadline, How guys really talk to gamer girls...)","(tileShowSubtitle, )",,,,,"(tileBitmojiThumbnailTemplateId, )","(tileLogoUrl, )","(tileLogoLogcationType, 0.0)","(tileGradientColor, #f63fe2)","(sequenceNumber, 6)","(chapterStartTimeMs, 22634.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 6)","(_id, 22838)","(pageId, 559800824961029)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961029?isScs=true&isImage=false&s3Key=7-559800824961029%2F73f261db-a517-4015-8219-0f6fd3368e3f&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)",,,,,,,,,,,,,"(sequenceNumber, 7)","(chapterStartTimeMs, 26600.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 7)","(_id, 22839)","(pageId, 559800824961030)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961030?isScs=true&isImage=false&s3Key=7-559800824961030%2F91f18836-b254-49da-a089-65a4e0dc3cd3&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)",,,,,,,,,,,,,"(sequenceNumber, 8)","(chapterStartTimeMs, 31200.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 8)","(_id, 22840)","(pageId, 559800824961031)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961031?isScs=true&isImage=false&s3Key=7-559800824961031%2F4ebb16ba-6e44-400b-aad7-f2fdfc3feb56&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)",,,,,,,,,,,,,"(sequenceNumber, 9)","(chapterStartTimeMs, 36667.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 9)","(_id, 22841)","(pageId, 559800824961032)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961032?isScs=true&isImage=false&s3Key=7-559800824961032%2F4cd1d740-2ec6-443f-a600-e69479bcab67&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)",,,,,,,,,,,,,"(sequenceNumber, 10)","(chapterStartTimeMs, 41034.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
"(Package Name, com.snapchat.android)","(Original Database Name, simple_db_helper.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/simple_db_helper.db)","(Table Name, PublisherSnapPage)","(Line ID, 10)","(_id, 22842)","(pageId, 559800824961033)","(storyId, 16::4918328776458256#2736833847873536::1619431223000)","(storyRowId, 1416)","(editionId, 2736833847873536)","(publisherFormalName, Egirl)","(publisherName, d8a8637a-87d9-4679-a4d6-d80372c40182)","(snapType, 0)","(url, /rsp/discover/snap/7-559800824961033?isScs=true&isImage=false&s3Key=7-559800824961033%2Fc541339b-d9cb-402d-83a4-bda659db34dc&storyId=3-2736833847873536&showOverride=hls_v6_med_var_kf&hash=1625845929941)","(pageHash, 1625845929941)","(adType, 0)",,"(shareable, 1)","(isAutoAdvance, 0)","(isSkippable, 0)",,"(featureType, 1)","(publishTimestampMs, 1619431223000)","(thumbnailUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvYVVzMzFPcnl1clVrbzBWN3h4eUtsLjM1NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTR3SWlFUW9OT2dGOVFnWUlwUHZpZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng)","(timestamp, 1626288015446)","(publisherId, 4918328776458256)",,,,,,,,,,,,,"(sequenceNumber, 12)","(chapterStartTimeMs, 51634.0)","(originalSnapId, )","(isUserGeneratedContent, 0)",,,,,,,,"(horizontalLogoUrl, https://cf-st.sc-cdn.net/aps/bolt_df/aHR0cHM6Ly9jZi1zdC5zYy1jZG4ubmV0L2QvRVJ0VURUUXJKQ1lBVmFUMHNOQU1tLjM2NT9tbz1Ha3NhQ3hvQUdnQXlBUVJRQldBQldoVlFkV0pzYVhOb1pYSk1iMmR2Vm1GeWFXRnVkSE9pQVJZSTdRSWlFUW9OT2dGOVFnWUk2WXpVZ3daSUFoSUFvZ0VMQ0FFaUJ3b0ZNZ0Y5U0FFJTNEJnVjPTU._FMpng_TM)"
