PID,DN,DP,TN,RL,_id,suggestionPlacement,friendRowId,rank
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 1)","(_id, 37001)","(suggestionPlacement, 1)","(friendRowId, 611)","(rank, 0)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 2)","(_id, 37002)","(suggestionPlacement, 1)","(friendRowId, 16)","(rank, 1)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 3)","(_id, 37003)","(suggestionPlacement, 1)","(friendRowId, 12)","(rank, 2)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 4)","(_id, 37004)","(suggestionPlacement, 1)","(friendRowId, 1251)","(rank, 3)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 5)","(_id, 37005)","(suggestionPlacement, 1)","(friendRowId, 15)","(rank, 4)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 6)","(_id, 37006)","(suggestionPlacement, 1)","(friendRowId, 22)","(rank, 5)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 7)","(_id, 37007)","(suggestionPlacement, 1)","(friendRowId, 1248)","(rank, 6)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 8)","(_id, 37008)","(suggestionPlacement, 1)","(friendRowId, 478)","(rank, 7)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 9)","(_id, 37009)","(suggestionPlacement, 1)","(friendRowId, 1283)","(rank, 8)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 10)","(_id, 37010)","(suggestionPlacement, 1)","(friendRowId, 1423)","(rank, 9)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 11)","(_id, 37011)","(suggestionPlacement, 1)","(friendRowId, 209)","(rank, 10)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 12)","(_id, 37012)","(suggestionPlacement, 1)","(friendRowId, 1380)","(rank, 11)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 13)","(_id, 37013)","(suggestionPlacement, 1)","(friendRowId, 1383)","(rank, 12)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 14)","(_id, 37014)","(suggestionPlacement, 1)","(friendRowId, 80)","(rank, 13)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 15)","(_id, 37015)","(suggestionPlacement, 1)","(friendRowId, 10)","(rank, 14)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 16)","(_id, 37016)","(suggestionPlacement, 1)","(friendRowId, 55)","(rank, 15)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 17)","(_id, 37017)","(suggestionPlacement, 1)","(friendRowId, 119)","(rank, 16)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 18)","(_id, 37018)","(suggestionPlacement, 1)","(friendRowId, 83)","(rank, 17)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 19)","(_id, 37019)","(suggestionPlacement, 1)","(friendRowId, 1424)","(rank, 18)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 20)","(_id, 37020)","(suggestionPlacement, 1)","(friendRowId, 117)","(rank, 19)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 21)","(_id, 37021)","(suggestionPlacement, 1)","(friendRowId, 1409)","(rank, 20)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 22)","(_id, 37022)","(suggestionPlacement, 1)","(friendRowId, 1404)","(rank, 21)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 23)","(_id, 37023)","(suggestionPlacement, 1)","(friendRowId, 27)","(rank, 22)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 24)","(_id, 37024)","(suggestionPlacement, 1)","(friendRowId, 1005)","(rank, 23)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 25)","(_id, 37025)","(suggestionPlacement, 1)","(friendRowId, 1007)","(rank, 24)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 26)","(_id, 37026)","(suggestionPlacement, 1)","(friendRowId, 1410)","(rank, 25)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 27)","(_id, 37027)","(suggestionPlacement, 1)","(friendRowId, 250)","(rank, 26)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 28)","(_id, 37028)","(suggestionPlacement, 1)","(friendRowId, 101)","(rank, 27)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 29)","(_id, 37029)","(suggestionPlacement, 1)","(friendRowId, 1379)","(rank, 28)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 30)","(_id, 37030)","(suggestionPlacement, 1)","(friendRowId, 726)","(rank, 29)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 31)","(_id, 37031)","(suggestionPlacement, 1)","(friendRowId, 280)","(rank, 30)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 32)","(_id, 37032)","(suggestionPlacement, 1)","(friendRowId, 193)","(rank, 31)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 33)","(_id, 37033)","(suggestionPlacement, 1)","(friendRowId, 1414)","(rank, 32)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 34)","(_id, 37034)","(suggestionPlacement, 1)","(friendRowId, 1436)","(rank, 33)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 35)","(_id, 37035)","(suggestionPlacement, 1)","(friendRowId, 1422)","(rank, 34)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 36)","(_id, 37036)","(suggestionPlacement, 1)","(friendRowId, 737)","(rank, 35)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 37)","(_id, 37037)","(suggestionPlacement, 1)","(friendRowId, 784)","(rank, 36)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 38)","(_id, 37038)","(suggestionPlacement, 1)","(friendRowId, 73)","(rank, 37)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 39)","(_id, 37039)","(suggestionPlacement, 1)","(friendRowId, 173)","(rank, 38)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 40)","(_id, 37040)","(suggestionPlacement, 1)","(friendRowId, 685)","(rank, 39)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 41)","(_id, 37041)","(suggestionPlacement, 1)","(friendRowId, 1435)","(rank, 40)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 42)","(_id, 37042)","(suggestionPlacement, 1)","(friendRowId, 89)","(rank, 41)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 43)","(_id, 37043)","(suggestionPlacement, 1)","(friendRowId, 1003)","(rank, 42)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 44)","(_id, 37044)","(suggestionPlacement, 1)","(friendRowId, 1432)","(rank, 43)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 45)","(_id, 37045)","(suggestionPlacement, 1)","(friendRowId, 1326)","(rank, 44)"
"(PID, com.snapchat.android)","(DN, main.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/main.db)","(TN, SuggestedFriendPlacement)","(RL, 46)","(_id, 37046)","(suggestionPlacement, 1)","(friendRowId, 113)","(rank, 45)"
