PID,DN,DP,TN,RL,id,url,title,visit_count,typed_count,last_visit_time,hidden
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 1)","(id, 7)","(url, https://www.google.com/m?client=ms-android-samsung-gn-rev1&source=android-home)","(title, Google)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13266351307306269)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 2)","(id, 8)","(url, https://www.google.com/search?q=townside&oq=townside&aqs=chrome..69i57j46l4.4629j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(title, townside - Google Search)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13265612814873245)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 3)","(id, 13)","(url, https://www.google.com/search?q=raines&oq=raines&aqs=chrome..69i57j46j0l2j46.3151j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(title, raines - Google Search)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13265612814067935)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 4)","(id, 15)","(url, https://www.google.com/search?q=raines+property+management&client=ms-android-samsung-gn-rev1&ei=1YtqYPbZFMWm_QbhyKLAAw&oq=raines+p&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyAggAMgIIADIICC4QxwEQrwEyCAguEMcBEK8BOgQIABBHOgcILhBDEJMCOgQIABBDUP0oWOksYOYzaABwAXgAgAGqAYgBzwKSAQMwLjKYAQCgAQHIAQjAAQE&sclient=mobile-gws-wiz-serp)","(title, raines property management - Google Search)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13265612813350568)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 5)","(id, 16)","(url, https://www.google.com/search?q=raines+property+management&client=ms-android-samsung-gn-rev1&ei=1YtqYPbZFMWm_QbhyKLAAw&oq=raines+p&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADICCAAyCAguEMcBEK8BMggILhDHARCvATIICC4QxwEQrwEyAggAMgIIADIICC4QxwEQrwEyCAguEMcBEK8BOgQIABBHOgcILhBDEJMCOgQIABBDUP0oWOksYOYzaABwAXgAgAGqAYgBzwKSAQMwLjKYAQCgAQHIAQjAAQE&sclient=mobile-gws-wiz-serp#trex=m_t:lcl_akp,rc_f:rln,rc_ludocids:697457946110376187,ru_lqi:ChpyYWluZXMgcHJvcGVydHkgbWFuYWdlbWVudEj-uIDO5YCAgAhaRAoacmFpbmVzIHByb3BlcnR5IG1hbmFnZW1lbnQQABABEAIYABgBGAIiGnJhaW5lcyBwcm9wZXJ0eSBtYW5hZ2VtZW50kgEXYXBhcnRtZW50X3JlbnRhbF9hZ2VuY3k,trex_id:lUsVr)","(title, raines property management - Google Search)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13265612813276529)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 6)","(id, 21)","(url, https://www.google.com/search?q=properties+for+rent+near+me&oq=properties+for+rent+&aqs=chrome.1.69i57j0l4.11105j0j4&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8)","(title, properties for rent near me - Google Search)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13265612811306819)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 7)","(id, 22)","(url, https://www.rent.com/massachusetts/boston-houses)","(title, Boston, MA Houses for Rent - 817 Houses | Rent.com®)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13263945408566864)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 8)","(id, 23)","(url, https://www.rent.com/zip-24060-houses)","(title, 24060 Houses for Rent | Rent.com®)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13263945407604493)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 9)","(id, 28)","(url, https://www.rent.com/zip-24060-houses?page=2)","(title, 24060 Houses for Rent | Rent.com®)","(visit_count, 0)","(typed_count, 0)","(last_visit_time, 13263945407233084)","(hidden, 0)"
"(PID, com.android.chrome)","(DN, History)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.chrome/app_chrome/Default/History)","(TN, urls)","(RL, 10)","(id, 30)","(url, https://googleads.g.doubleclick.net/aclk?sa=l&ai=CPdnGkrt5YOSCOIfGtwe-moqwBJbKt-pSr5Pst7QLn7HOgZAOEAEg4_uTA2DJtuCJlKSYE6ABuPqB5APIAQaoAwGqBOMBT9DwKuVMdHZ56JbhH4gMO59asbDmY-mEv_NtELeKtuI1WniktMWWStOios5GRlj4_IE8bESbkxQWEpkWPais4MITQkRV9FvalcWRzZST9KNNh7VBEWKrpYbz8Eejd70y2V_662KI84uE77Xj6Hmf5Tzmq4Dx6v1l9myo5oa_-Iln4GGuc3jDBUWjTFcnc39CKHRBXfsaAcJcQH0B7JYtHZF3wt2ojWrMD3Yj1w4H6M8gb_qcaSRXGoClu3-2Ycnc2LVivDiyV6vYnrwORDEwPWYpPIwZb-AKizB7jw2QWwvLMlfABN-zxaHXAYgF5MeqyQWQBgGgBjfYBgKAB7CF_huYBwKoB9XJG6gH8NkbqAfy2RuoB47OG6gHk9gbqAe6BqgH7paxAqgHpr4bqAfs1RuoB_PRG6gH7NUbqAeW2BvYBwGgCMWgPrAIAtIICgiA4YDwAhABGB7yCB9jYS15dC1ob3N0LXB1Yi00NTIxMDgzMDYzNTI5MTk1sQlhW_zTTLUdqYAKAZgLAaEL1e-vhsMiTSHICwLQCxG4DAG4E-wD2BMCghQRGg93d3cueW91dHViZS5jb22IFAGgFwE&num=1&cid=CAASrwHkaKBNTmwS0KBwhUjJqdNDHPiiEXPIshXbM0b0esVrEr7s8rIaxB_q-OEB_CdV_-rlFVjkOWPlbIO6YPtBdqYcC4b8OIz6fVILH1jj23Nkh-pjr5Ff5C3IyhpX_O-cDRWsNBlJtVEWzJ1SodMABjwDE8l5BoqPovHtCwymry4bm-OvMx7OmfF0u6bK6hFXv90Vn58-1a91yENbohnuSGkpDj1mE5JgiiMdMBCv5oG7&sig=AOD64_0SI9gLI-5nWL31lNqDvTgdxUTbbQ&client=ca-pub-6219811747049371&adurl=http://mintahoe.com&ms=CoACy6aHNy990CRxJv4ruiuA0psRSYFdyzZnWDzCqNT3KPER5gjaKfkr7loM9AS4CAmBVFKlX16cpWXc-lslKw0ZHgf2AEj54Zkt48p1aF-HyTMf0PF-4FeFwzULMLp6Rxc9nZoVbej9YKhkozCSuNlwZbTKrlHv3OeQYlH1_5ILs8UM9n-kyyV21JjVWXmyEXLztv85TECEOQg3KZCkCEgoUt8psKmyb9HuVJEqinwDfoYv7LhDJ0lkfPp4ry2Sm8V3F53A5oaMi_LJ0Y75MwXpsNzHvXiY9L_yh4HlWATeeCW6NkSDIJjH8nVm4y2ncfCh_mvbqDK0uC6xCasN1jgkEgqAAmHHYjWPTRGY6cBNMTIwizoS4700yxL-Rj44dX1K-Rlsb9aavt4yFGoKxO7ZxQCGsSYftaugzloYfTkyTsbP9HOTdDKAlKu0RAg2DbvLxG9-H-fH8IPrI37JNOJrMRDvRo9oQrfD9KnkeDhXVuohkaLTsgaMXKRutTZSmn7muCzQW53vgdgPdVAmjYvUmvMct6yerNL3ZElJLG4Y7zS_TYmtyMph7YoFvD4xrxwsJjcDbA29uV1lzSbKxWv2HpvrVRt5Ju1tKOMw7pB9Hwe4goJKA0GVRVck44xvpU8R0Dz1mLWz6-HCLxMGMBjBo2xGAeFi_Z4LCDDc9dZNF-Ye3lISEMEDhUIgCmpOQiIVaXpgmZE&nb=0&nx=25&ny=286&dim=411x363&wt=1618590865691)","(title, Minneapolis Catering | Mintahoe Catering & Events)","(visit_count, 1)","(typed_count, 0)","(last_visit_time, 13263064467600741)","(hidden, 0)"
