PID,DN,DP,TN,RL,_id,storyId,feedType,discoverFeedSectionSource,rankingPosition,lastUpdateTimestampMs
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 1)","(_id, 1811)","(storyId, 16::5118067394478080#1999074021937152::1626267600000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 0)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 2)","(_id, 1812)","(storyId, 19::d7a7ebeb-0fe4-4035-bb72-01fc812b0e6c::846051218146196)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 1)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 3)","(_id, 1813)","(storyId, 16::6066054247481360#626884102735872::1626256847000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 2)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 4)","(_id, 1814)","(storyId, 16::5400259508568080#2112325328404480::1626278459000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 3)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 5)","(_id, 1815)","(storyId, 16::5124150410346496#160692056616960::1626279060000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 4)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 6)","(_id, 1816)","(storyId, 16::5075335791771648#2221176656740352::1626170433000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 5)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 7)","(_id, 1817)","(storyId, 16::6315636286029840#1899019189516288::1625849110000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 6)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 8)","(_id, 1818)","(storyId, 16::6327647166267408#2374008248504320::1626044433000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 7)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 9)","(_id, 1819)","(storyId, 16::4884560968679440#2578498131068928::1616454014000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 8)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 10)","(_id, 1820)","(storyId, 18::5e06f70c-3a2c-46dc-b356-7e9596b9c9ed::1626222453011)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 9)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 11)","(_id, 1821)","(storyId, 16::5297934188675088#2801718292934656::1625872508000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 10)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 12)","(_id, 1822)","(storyId, 16::6349131544789008#408082134949888::1626193548000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 11)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 13)","(_id, 1823)","(storyId, 16::5594144225099792#2112324671537152::1626274803000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 12)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 14)","(_id, 1824)","(storyId, 16::4918328776458256#3206333568020480::1623661221000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 13)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 15)","(_id, 1825)","(storyId, 16::6164636594077712#397086388410368::1625886196000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 14)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 16)","(_id, 1826)","(storyId, 16::5204207426338816#2801718809628672::1626170401000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 15)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 17)","(_id, 1827)","(storyId, 16::5069419474321408#2801718978697216::1626282000000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 16)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 18)","(_id, 1828)","(storyId, 18::d7dd171f-e4e1-4f90-a8ad-781e916f3562::1626233210538)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 17)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 19)","(_id, 1829)","(storyId, 16::6660573905027088#2112324885723136::1626061171000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 18)","(lastUpdateTimestampMs, 1626288016015)"
"(PID, com.snapchat.android)","(DN, simple_db_helper.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.snapchat.android/databases/simple_db_helper.db)","(TN, StoryCardRanking)","(RL, 20)","(_id, 1830)","(storyId, 16::5067512307515392#2801718988777472::1626256800000)","(feedType, 3)","(discoverFeedSectionSource, 1)","(rankingPosition, 19)","(lastUpdateTimestampMs, 1626288016015)"
