Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,user_id,server_item_id,client_item_id,thread_id,recipient_ids,timestamp,message_type,text,message
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 1)","(_id, 95)","(user_id, 46770300793)","(server_item_id, 30009404781559818639275196449554432)","(client_item_id, 6823348663687289986)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626813092958202)","(message_type, text)","(text, See you tomorrow at Vienna Inn at 5pm.)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009404781559818639275196449554432"",""client_context"":""6823348663687289986"",""timestamp"":""1626813092958202"",""timestamp_in_micro"":1626813092958202,""user_id"":""46770300793"",""text"":""See you tomorrow at Vienna Inn at 5pm."",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 2)","(_id, 96)","(user_id, 46770300793)","(server_item_id, 30009404922884881333750277638979584)","(client_item_id, 6823348696968813044)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626813100619449)","(message_type, text)","(text, Let's seal the deal!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009404922884881333750277638979584"",""client_context"":""6823348696968813044"",""timestamp"":""1626813100619449"",""timestamp_in_micro"":1626813100619449,""user_id"":""46770300793"",""text"":""Let\'s seal the deal!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 3)","(_id, 97)","(user_id, 46770300793)","(server_item_id, 30009418173771629757120646159007744)","(client_item_id, 6823351707853491498)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626813818951459)","(message_type, text)","(text, Sounds good. I’m making a pickup before then!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009418173771629757120646159007744"",""client_context"":""6823351707853491498"",""timestamp"":""1626813818951459"",""timestamp_in_micro"":1626813818951459,""user_id"":""45925726866"",""text"":""Sounds good. I\xe2\x80\x99m making a pickup before then!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 4)","(_id, 98)","(user_id, 46770300793)","(server_item_id, 30009784563098160377977395723894784)","(client_item_id, 6823435017649076071)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626833680956649)","(message_type, text)","(text, Great! See you there!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009784563098160377977395723894784"",""client_context"":""6823435017649076071"",""timestamp"":""1626833680956649"",""timestamp_in_micro"":1626833680956649,""user_id"":""46770300793"",""text"":""Great! See you there!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 5)","(_id, 99)","(user_id, 46770300793)","(server_item_id, 30009851056611482464464093329752064)","(client_item_id, 6823450133997711545)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626837285577229)","(message_type, text)","(text, 5ish right?)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30009851056611482464464093329752064"",""client_context"":""6823450133997711545"",""timestamp"":""1626837285577229"",""timestamp_in_micro"":1626837285577229,""user_id"":""45925726866"",""text"":""5ish right?"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 6)","(_id, 100)","(user_id, 46770300793)","(server_item_id, 30010609649495127508288432607592448)","(client_item_id, 6823622616205739763)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626878408979853)","(message_type, text)","(text, Yes!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30010609649495127508288432607592448"",""client_context"":""6823622616205739763"",""timestamp"":""1626878408979853"",""timestamp_in_micro"":1626878408979853,""user_id"":""46770300793"",""text"":""Yes!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 7)","(_id, 101)","(user_id, 46770300793)","(server_item_id, 30011073389675215297382383955738624)","(client_item_id, 6823728060356561730)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626903548385389)","(message_type, text)","(text, Something seems off. Are you sure it’s safe)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011073389675215297382383955738624"",""client_context"":""6823728060356561730"",""timestamp"":""1626903548385389"",""timestamp_in_micro"":1626903548385389,""user_id"":""45925726866"",""text"":""Something seems off. Are you sure it\xe2\x80\x99s safe"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 8)","(_id, 102)","(user_id, 46770300793)","(server_item_id, 30011074661998048628029523564167168)","(client_item_id, 6823728352398627673)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626903617358148)","(message_type, text)","(text, Yeah, its perfectly safe. Everything is fine!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011074661998048628029523564167168"",""client_context"":""6823728352398627673"",""timestamp"":""1626903617358148"",""timestamp_in_micro"":1626903617358148,""user_id"":""46770300793"",""text"":""Yeah, its perfectly safe. Everything is fine!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 9)","(_id, 103)","(user_id, 46770300793)","(server_item_id, 30011074970704624296208122920304640)","(client_item_id, 6823728419986766838)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626903634093165)","(message_type, text)","(text, I will kill you if you set me up)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011074970704624296208122920304640"",""client_context"":""6823728419986766838"",""timestamp"":""1626903634093165"",""timestamp_in_micro"":1626903634093165,""user_id"":""45925726866"",""text"":""I will kill you if you set me up"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
"(Package Name, com.instagram.android)","(Original Database Name, direct.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.instagram.android/databases/direct.db)","(Table Name, messages)","(Line ID, 10)","(_id, 104)","(user_id, 46770300793)","(server_item_id, 30011314081749666466191353566986240)","(client_item_id, 6823782790218343752)","(thread_id, 340282366841710300949128150480286768549)","(recipient_ids, 45925726866)","(timestamp, 1626916596328890)","(message_type, text)","(text, I am sorry, its done!)","(message, b'{""content_type"":""TEXT"",""status"":""UPLOADED"",""item_type"":""text"",""item_id"":""30011314081749666466191353566986240"",""client_context"":""6823782790218343752"",""timestamp"":""1626916596328890"",""timestamp_in_micro"":1626916596328890,""user_id"":""46770300793"",""text"":""I am sorry, its done!"",""hide_in_thread"":false,""thread_key"":{""thread_id"":""340282366841710300949128150480286768549"",""recipient_ids"":[""45925726866""]},""seen_count"":0,""replay_expiring_at_us"":0,""show_forward_attribution"":false,""is_shh_mode"":false}')"
