PID,DN,DP,TN,RL,_id,promotion_id,start_time_ms,end_time_ms,surface,is_dismissible,is_dismissed,proto
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 1)","(_id, 1)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 3)","(is_dismissible, 1)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGtsBCAMSHUZyZWUgc2hpcHBpbmcgdW50aWwgSnVseSAyNXRoGjwKOk1ha2UgYSBib29rIG9yIGNhbnZhcyBmb3IgYW55IG9jY2FzaW9uLiBZb3UgcGljaywgd2UgcHJpbnQieggBEnZodHRwczovL2xoMy5nb29nbGV1c2VyY29udGVudC5jb20vVjRKN2VJSGRGTVFvdDJfNnFRRWdNRnQ5M2txN191WU5mR0FIU0plelhBUjRMNnE3dTFVWlRJeDFTV3hLTnQxaERpQmRSQWZZTk5aLThqa0RqclNOIAEoASgCMgUCAQMEBg==)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 2)","(_id, 2)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 9)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGkEIDBo9CjtHZXQgZnJlZSBzaGlwcGluZyBvbiBwaG90byBib29rcyBhbmQgY2FudmFzIHVudGlsIEp1bHkgMjV0aCAAKAEoAjIFAgEDBAY=)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 3)","(_id, 3)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 0)","(is_dismissible, 1)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGt4ECBMaawppRW5qb3kgZnJlZSBzaGlwcGluZyBvbiBhbGwgb3JkZXJzIHVudGlsIEp1bHkgMjV0aC4gT3JkZXIgYSBwZXJzb25hbGl6ZWQgcGhvdG8gYm9vayBvciBjYW52YXMgaW4gbm8gdGltZS4gGuwDEukDCgtTZWUgZGV0YWlscxLZA09mZmVyIGV4cGlyZXMgSnVseSAyNXRoLCAyMDIxIDExOjU5IFBNIFBUICh3aGlsZSBzdXBwbGllcyBsYXN0IGFuZCBzdWJqZWN0IHRvIGF2YWlsYWJpbGl0eSkuIE9mZmVyIGlzIHZhbGlkIGZvciBmcmVlIGVjb25vbXkgc2hpcHBpbmcgb24gcXVhbGlmeWluZyBwaG90byBib29rIGFuZCBjYW52YXMgb3JkZXJzIG9mIEdvb2dsZSBQaG90b3Mgb3JkZXJlZCBhbmQgc2hpcHBlZCB3aXRoaW4gdGhlIFUuUy4gb25seS4gVGF4ZXMgYXBwbHkuIE9mZmVyIGlzIG5vdCBlbGlnaWJsZSBmb3IgdXBncmFkZWQgc2hpcHBpbmcgb3B0aW9ucyBhbmQgY2Fubm90IGJlIGNvbWJpbmVkIHdpdGggb3RoZXIgcHJvbW90aW9ucy4gTm90IHZhbGlkIGZvciBjYXNoIG9yIGNhc2ggZXF1aXZhbGVudC4gVm9pZCB3aGVyZSBwcm9oaWJpdGVkLiBPZmZlciBpcyBzdWJqZWN0IHRvIGNoYW5nZSBvciBjYW5jZWxsYXRpb24gd2l0aG91dCBub3RpZmljYXRpb24uIAEoASgCMgUCAQMEBg==)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 4)","(_id, 4)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 15)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGswECA0aXQpbQ3JlYXRlIGEgcGhvdG8gYm9vayBvciBjYW52YXMgb2YgYSBzcGVjaWFsIG9jY2FzaW9uIGFuZCBnZXQgZnJlZSBzaGlwcGluZyB1bnRpbCBKdWx5IDI1dGguIBroAxLlAwoHRGV0YWlscxLZA09mZmVyIGV4cGlyZXMgSnVseSAyNXRoLCAyMDIxIDExOjU5IFBNIFBUICh3aGlsZSBzdXBwbGllcyBsYXN0IGFuZCBzdWJqZWN0IHRvIGF2YWlsYWJpbGl0eSkuIE9mZmVyIGlzIHZhbGlkIGZvciBmcmVlIGVjb25vbXkgc2hpcHBpbmcgb24gcXVhbGlmeWluZyBwaG90byBib29rIGFuZCBjYW52YXMgb3JkZXJzIG9mIEdvb2dsZSBQaG90b3Mgb3JkZXJlZCBhbmQgc2hpcHBlZCB3aXRoaW4gdGhlIFUuUy4gb25seS4gVGF4ZXMgYXBwbHkuIE9mZmVyIGlzIG5vdCBlbGlnaWJsZSBmb3IgdXBncmFkZWQgc2hpcHBpbmcgb3B0aW9ucyBhbmQgY2Fubm90IGJlIGNvbWJpbmVkIHdpdGggb3RoZXIgcHJvbW90aW9ucy4gTm90IHZhbGlkIGZvciBjYXNoIG9yIGNhc2ggZXF1aXZhbGVudC4gVm9pZCB3aGVyZSBwcm9oaWJpdGVkLiBPZmZlciBpcyBzdWJqZWN0IHRvIGNoYW5nZSBvciBjYW5jZWxsYXRpb24gd2l0aG91dCBub3RpZmljYXRpb24uIAAoASgCMgUCAQMEBg==)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 5)","(_id, 5)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 5)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGswECAUaXQpbQ3JlYXRlIGEgcGhvdG8gYm9vayBvciBjYW52YXMgb2YgYSBzcGVjaWFsIG9jY2FzaW9uIGFuZCBnZXQgZnJlZSBzaGlwcGluZyB1bnRpbCBKdWx5IDI1dGguIBroAxLlAwoHRGV0YWlscxLZA09mZmVyIGV4cGlyZXMgSnVseSAyNXRoLCAyMDIxIDExOjU5IFBNIFBUICh3aGlsZSBzdXBwbGllcyBsYXN0IGFuZCBzdWJqZWN0IHRvIGF2YWlsYWJpbGl0eSkuIE9mZmVyIGlzIHZhbGlkIGZvciBmcmVlIGVjb25vbXkgc2hpcHBpbmcgb24gcXVhbGlmeWluZyBwaG90byBib29rIGFuZCBjYW52YXMgb3JkZXJzIG9mIEdvb2dsZSBQaG90b3Mgb3JkZXJlZCBhbmQgc2hpcHBlZCB3aXRoaW4gdGhlIFUuUy4gb25seS4gVGF4ZXMgYXBwbHkuIE9mZmVyIGlzIG5vdCBlbGlnaWJsZSBmb3IgdXBncmFkZWQgc2hpcHBpbmcgb3B0aW9ucyBhbmQgY2Fubm90IGJlIGNvbWJpbmVkIHdpdGggb3RoZXIgcHJvbW90aW9ucy4gTm90IHZhbGlkIGZvciBjYXNoIG9yIGNhc2ggZXF1aXZhbGVudC4gVm9pZCB3aGVyZSBwcm9oaWJpdGVkLiBPZmZlciBpcyBzdWJqZWN0IHRvIGNoYW5nZSBvciBjYW5jZWxsYXRpb24gd2l0aG91dCBub3RpZmljYXRpb24uIAAoASgCMgUCAQMEBg==)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 6)","(_id, 6)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 10)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGqcECA4aOAo2RnJlZSBlY29ub215IHNoaXBwaW5nIG9uIHBob3RvIGJvb2tzIHVudGlsIEp1bHkgMjV0aC4gGugDEuUDCgdEZXRhaWxzEtkDT2ZmZXIgZXhwaXJlcyBKdWx5IDI1dGgsIDIwMjEgMTE6NTkgUE0gUFQgKHdoaWxlIHN1cHBsaWVzIGxhc3QgYW5kIHN1YmplY3QgdG8gYXZhaWxhYmlsaXR5KS4gT2ZmZXIgaXMgdmFsaWQgZm9yIGZyZWUgZWNvbm9teSBzaGlwcGluZyBvbiBxdWFsaWZ5aW5nIHBob3RvIGJvb2sgYW5kIGNhbnZhcyBvcmRlcnMgb2YgR29vZ2xlIFBob3RvcyBvcmRlcmVkIGFuZCBzaGlwcGVkIHdpdGhpbiB0aGUgVS5TLiBvbmx5LiBUYXhlcyBhcHBseS4gT2ZmZXIgaXMgbm90IGVsaWdpYmxlIGZvciB1cGdyYWRlZCBzaGlwcGluZyBvcHRpb25zIGFuZCBjYW5ub3QgYmUgY29tYmluZWQgd2l0aCBvdGhlciBwcm9tb3Rpb25zLiBOb3QgdmFsaWQgZm9yIGNhc2ggb3IgY2FzaCBlcXVpdmFsZW50LiBWb2lkIHdoZXJlIHByb2hpYml0ZWQuIE9mZmVyIGlzIHN1YmplY3QgdG8gY2hhbmdlIG9yIGNhbmNlbGxhdGlvbiB3aXRob3V0IG5vdGlmaWNhdGlvbi4gACgBKAIyBQIBAwQG)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 7)","(_id, 7)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 11)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGisIDxonCiVGcmVlIGVjb25vbXkgc2hpcHBpbmcgdW50aWwgSnVseSAyNXRoIAAoASgCMgUCAQMEBg==)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 8)","(_id, 8)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 6)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGikIBhIlRnJlZSBlY29ub215IHNoaXBwaW5nIHVudGlsIEp1bHkgMjV0aCAAKAEoAjIFAgEDBAY=)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 9)","(_id, 9)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 7)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGikIBxIlRnJlZSBlY29ub215IHNoaXBwaW5nIHVudGlsIEp1bHkgMjV0aCAAKAEoAjIFAgEDBAY=)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, photo_book_promotions)","(RL, 10)","(_id, 10)","(promotion_id, PC_SS_US_21_1)","(start_time_ms, 1626408000000)","(end_time_ms, 1627282800000)","(surface, 12)","(is_dismissible, 0)","(is_dismissed, 0)","(proto, Cg1QQ19TU19VU18yMV8xEhAKBgjAiMSHBhIGCPC6+YcGGqIECBAaMwoxRnJlZSBlY29ub215IHNoaXBwaW5nIG9uIGNhbnZhcyB1bnRpbCBKdWx5IDI1dGguIBroAxLlAwoHRGV0YWlscxLZA09mZmVyIGV4cGlyZXMgSnVseSAyNXRoLCAyMDIxIDExOjU5IFBNIFBUICh3aGlsZSBzdXBwbGllcyBsYXN0IGFuZCBzdWJqZWN0IHRvIGF2YWlsYWJpbGl0eSkuIE9mZmVyIGlzIHZhbGlkIGZvciBmcmVlIGVjb25vbXkgc2hpcHBpbmcgb24gcXVhbGlmeWluZyBwaG90byBib29rIGFuZCBjYW52YXMgb3JkZXJzIG9mIEdvb2dsZSBQaG90b3Mgb3JkZXJlZCBhbmQgc2hpcHBlZCB3aXRoaW4gdGhlIFUuUy4gb25seS4gVGF4ZXMgYXBwbHkuIE9mZmVyIGlzIG5vdCBlbGlnaWJsZSBmb3IgdXBncmFkZWQgc2hpcHBpbmcgb3B0aW9ucyBhbmQgY2Fubm90IGJlIGNvbWJpbmVkIHdpdGggb3RoZXIgcHJvbW90aW9ucy4gTm90IHZhbGlkIGZvciBjYXNoIG9yIGNhc2ggZXF1aXZhbGVudC4gVm9pZCB3aGVyZSBwcm9oaWJpdGVkLiBPZmZlciBpcyBzdWJqZWN0IHRvIGNoYW5nZSBvciBjYW5jZWxsYXRpb24gd2l0aG91dCBub3RpZmljYXRpb24uIAAoASgCMgUCAQMEBg==)"
