PID,DN,DP,TN,RL,_id,dedup_key,content_uri,capture_timestamp,type,state,photosphere,composition_type,width,height,size_bytes,timezone_offset,utc_timestamp,duration,filename,filepath,iso,exposure,camera_make,camera_model,lens,focal_length,f_stop,latitude,longitude,signature,bucket_id,capture_frame_rate,encoded_frame_rate,oem_special_type,mime_type,is_hidden,is_vr,is_raw,folder_name,media_store_id,is_archived,depth_type,is_micro_video,micro_video_offset,in_camera_folder,in_primary_storage,first_backup_timestamp,micro_video_still_image_timestamp,added_timestamp,is_backup_processed,is_ready_for_backup,is_favorite,compact_warp_grids,micro_video_motion_state,is_ls_video,extension_bitmask,requires_stabilization,trash_timestamp,purge_timestamp,desired_state,caption,showcase_score,showcase_weights_version
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 1)","(_id, 1)","(dedup_key, QnPcKlEV5JJyMckmfccjaAnaL2k)","(content_uri, content://media/external/images/media/33)","(capture_timestamp, 1617580332000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 309264)","(timezone_offset, -14400000)","(utc_timestamp, 1617594732000)","(duration, None)","(filename, Screenshot_20210404-235212_Facebook.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-235212_Facebook.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1756511913)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 33)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006251)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 2)","(_id, 3)","(dedup_key, FMbtSC2Qns8TYgqmlVVJLAWufjQ)","(content_uri, content://media/external/images/media/31)","(capture_timestamp, 1617577433000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 561769)","(timezone_offset, -14400000)","(utc_timestamp, 1617591833000)","(duration, None)","(filename, Screenshot_20210404-230353_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230353_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759297852)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 31)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006259)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 3)","(_id, 4)","(dedup_key, RLi6RPovURnZQgrTaGvwHZcbZRA)","(content_uri, content://media/external/images/media/30)","(capture_timestamp, 1617577432000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 461471)","(timezone_offset, -14400000)","(utc_timestamp, 1617591832000)","(duration, None)","(filename, Screenshot_20210404-230352_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230352_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759298813)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 30)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006262)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 4)","(_id, 5)","(dedup_key, -J-oGFtMtK9Oh-7Hop0vCw49b84)","(content_uri, content://media/external/images/media/29)","(capture_timestamp, 1617577420000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 595074)","(timezone_offset, -14400000)","(utc_timestamp, 1617591820000)","(duration, None)","(filename, Screenshot_20210404-230340_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230340_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759310345)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 29)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006265)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 5)","(_id, 6)","(dedup_key, RRf53DJAyzNoQdqvm6AluU7ObVw)","(content_uri, content://media/external/images/media/28)","(capture_timestamp, 1617577417000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 750488)","(timezone_offset, -14400000)","(utc_timestamp, 1617591817000)","(duration, None)","(filename, Screenshot_20210404-230337_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230337_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759313228)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 28)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006268)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 6)","(_id, 7)","(dedup_key, PZzKGW3UneDluTkCpjS8c6DsPKo)","(content_uri, content://media/external/images/media/27)","(capture_timestamp, 1617577413000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 591397)","(timezone_offset, -14400000)","(utc_timestamp, 1617591813000)","(duration, None)","(filename, Screenshot_20210404-230333_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230333_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759317072)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 27)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006271)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 7)","(_id, 8)","(dedup_key, 4ZQ7u9b1GVehy3XaTjXdp9eGCv4)","(content_uri, content://media/external/images/media/26)","(capture_timestamp, 1617577405000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 553215)","(timezone_offset, -14400000)","(utc_timestamp, 1617591805000)","(duration, None)","(filename, Screenshot_20210404-230325_Instagram.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210404-230325_Instagram.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1759324760)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 26)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006276)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 8)","(_id, 9)","(dedup_key, K5i2XeJm5yu4piNhZ9Uw4svzGeU)","(content_uri, content://media/external/images/media/25)","(capture_timestamp, 1617462827000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 217903)","(timezone_offset, -14400000)","(utc_timestamp, 1617477227000)","(duration, None)","(filename, Screenshot_20210403-151347_Google Play services.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151347_Google Play services.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1869434218)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 25)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006279)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 9)","(_id, 10)","(dedup_key, GUjuAF0KdYlbBuhmGRoObCmPHls)","(content_uri, content://media/external/images/media/24)","(capture_timestamp, 1617462823000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 1080)","(height, 2280)","(size_bytes, 218053)","(timezone_offset, -14400000)","(utc_timestamp, 1617477223000)","(duration, None)","(filename, Screenshot_20210403-151343_Google Play services.jpg)","(filepath, /storage/emulated/0/DCIM/Screenshots/Screenshot_20210403-151343_Google Play services.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1869438062)","(bucket_id, -1313584517)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Screenshots)","(media_store_id, 24)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617595006282)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
"(PID, com.google.android.apps.photos)","(DN, gphotos0.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.google.android.apps.photos/databases/gphotos0.db)","(TN, local_media)","(RL, 10)","(_id, 11)","(dedup_key, ZSW9fiI03LmUT4iBv5vQbLzvx6Q)","(content_uri, content://media/external/images/media/35)","(capture_timestamp, 1617763917000)","(type, 1)","(state, 0)","(photosphere, 0)","(composition_type, None)","(width, 3024)","(height, 4032)","(size_bytes, 6917554)","(timezone_offset, -14400000)","(utc_timestamp, 1617778317000)","(duration, None)","(filename, 20210407_025157.jpg)","(filepath, /storage/emulated/0/DCIM/Camera/20210407_025157.jpg)","(iso, None)","(exposure, None)","(camera_make, None)","(camera_model, None)","(lens, None)","(focal_length, None)","(f_stop, None)","(latitude, None)","(longitude, None)","(signature, -1580083938)","(bucket_id, -1739773001)","(capture_frame_rate, None)","(encoded_frame_rate, None)","(oem_special_type, None)","(mime_type, image/jpeg)","(is_hidden, 0)","(is_vr, 0)","(is_raw, 0)","(folder_name, Camera)","(media_store_id, 35)","(is_archived, 0)","(depth_type, 0)","(is_micro_video, 0)","(micro_video_offset, -1)","(in_camera_folder, 1)","(in_primary_storage, 1)","(first_backup_timestamp, None)","(micro_video_still_image_timestamp, None)","(added_timestamp, 1617778337687)","(is_backup_processed, 0)","(is_ready_for_backup, 1)","(is_favorite, 0)","(compact_warp_grids, None)","(micro_video_motion_state, 0)","(is_ls_video, 0)","(extension_bitmask, 34359738366)","(requires_stabilization, 1)","(trash_timestamp, None)","(purge_timestamp, None)","(desired_state, 0)","(caption, None)","(showcase_score, 0.0)","(showcase_weights_version, None)"
