PID,DN,DP,TN,RL,data,pk
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 1)","(data, Ch1jb20uc2Ftc3VuZy5hbmRyb2lkLmFwcC5ub3RlcxAF)","(pk, com.samsung.android.app.notes)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 2)","(data, Chtjb20uc2VjLmFuZHJvaWQuYXBwLm15ZmlsZXMQBQ==)","(pk, com.sec.android.app.myfiles)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 3)","(data, Ch1jb20uZ29vZ2xlLmFuZHJvaWQuYXBwcy50dXJibxAF)","(pk, com.google.android.apps.turbo)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 4)","(data, Chpjb20uZHNpLmFudC5zZXJ2aWNlLnNvY2tldBAF)","(pk, com.dsi.ant.service.socket)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 5)","(data, ChZjb20uZ29vZ2xlLmFuZHJvaWQudHRzEAU=)","(pk, com.google.android.tts)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 6)","(data, CiZjb20uZ29vZ2xlLmFuZHJvaWQucHJvamVjdGlvbi5nZWFyaGVhZBAF)","(pk, com.google.android.projection.gearhead)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 7)","(data, Chxjb20uc2VjLmFuZHJvaWQuYXBwLnNicm93c2VyEAU=)","(pk, com.sec.android.app.sbrowser)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 8)","(data, ChZjb20ubWljcm9zb2Z0LnNreWRyaXZlEAU=)","(pk, com.microsoft.skydrive)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 9)","(data, CiBjb20uc2Ftc3VuZy5hbmRyb2lkLnByaXZhdGVzaGFyZRAF)","(pk, com.samsung.android.privateshare)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 10)","(data, ChVjb20uZ29vZ2xlLmFuZHJvaWQuZ20QBQ==)","(pk, com.google.android.gm)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 11)","(data, Chhjb20uYmVlbnZlcmlmaWVkLmFuZHJvaWQQAQ==)","(pk, com.beenverified.android)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 12)","(data, Ch5jb20uYW5kcm9pZHJvY2tlci52b2ljZWNoYW5nZXIQAQ==)","(pk, com.androidrocker.voicechanger)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 13)","(data, Ch5jYXRjaGluZy5jaGVhdGluZ3Nwb3VzZWFwcC5hcHAQAQ==)","(pk, catching.cheatingspouseapp.app)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 14)","(data, ChRjb20uYW50aXNweWNlbGwuZnJlZRAB)","(pk, com.antispycell.free)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 15)","(data, ChVjb20uZWEuZ2FtZS5uZnMxNF9yb3cQAQ==)","(pk, com.ea.game.nfs14_row)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 16)","(data, ChNjb20uY2FyZmF4LmNvbnN1bWVyEAE=)","(pk, com.carfax.consumer)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 17)","(data, ChZjb20uY2FyZ3VydXMubW9iaWxlQXBwEAE=)","(pk, com.cargurus.mobileApp)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 18)","(data, ChZjb20uYXV0b3RyYWRlci5hbmRyb2lkEAE=)","(pk, com.autotrader.android)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 19)","(data, ChJjb20ubmFwa28uUmVhbERhc2gQAQ==)","(pk, com.napko.RealDash)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 20)","(data, Cg5hcHAuY2FydG9taXplchAB)","(pk, app.cartomizer)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 21)","(data, ChJjb20uZ3lkYWxhLmFsbGNhcnMQAQ==)","(pk, com.gydala.allcars)"
"(PID, com.android.vending)","(DN, install_source.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.android.vending/databases/install_source.db)","(TN, install_source)","(RL, 22)","(data, Cgxjb20ub3J0by51c2EQAQ==)","(pk, com.orto.usa)"
