Package Name,Original Database Name,Original Path of Database,Table Name,Line ID,_id,contentObjectId,networkRequestId,cacheKey,contentType,featureType,fetchBeginTimestamp,firstAccessedTimestamp,lastAccessedTimestamp,blob
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 1)","(_id, 3207)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/puev8X5wKnVZGAqCal7tU?bo=EhgaABoAMgF9OgEEQgYIjfrr-AVIAlASYAE%3D&uc=18)","(networkRequestId, Fco7XaOGpmkA4T9hxOLpNA)","(cacheKey, 8C141A6522EDA881EC3A9701B85DEAF2)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289319)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xfaO \xfaO*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 2)","(_id, 3208)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/qwEGuoLGpkNUA0VWk01an?bo=EhgaABoAMgF9OgEEQgYIjvmZ8gVIAlASYAE%3D&uc=18)","(networkRequestId, 00ZZHdSFr2M8c8SWM_Y2RA)","(cacheKey, 0736B5479072D4887BCFE4F7E388AA05)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289449)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xb2B \xb2B*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 3)","(_id, 3209)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/C2M5BawYLpeLp6aucL5EM?bo=EhgaABoAMgF9OgEEQgYIrdil9QVIAlASYAE%3D&uc=18)","(networkRequestId, 9FlqQrCGxHpWoPqCEekp3g)","(cacheKey, 6F8625E0995A3B457348E5169616526B)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289537)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x96( \x96(*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 4)","(_id, 3210)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/qZMiiMG5gJPyBV6WFeooe?bo=EhgaABoAMgF9OgEEQgYI1cHK8AVIAlASYAE%3D&uc=18)","(networkRequestId, MhlLgK2StSY65IB5vjSPTA)","(cacheKey, EF55C5C5ECF09CCDA936A0ED22CBE0FB)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289633)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x8ca \x8ca*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 5)","(_id, 3211)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/HA87OWx4JXVGqKa8UsjnE?bo=EhgaABoAMgF9OgEEQgYImfPM8wVIAlASYAE%3D&uc=18)","(networkRequestId, HMWVxe_kyDA7he0HhK5lpA)","(cacheKey, 8DC1F44F6AA41F92B36BF5C4052FF5A3)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289744)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x96J \x96J*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 6)","(_id, 3212)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/mROL0cRRJjXhPohSRFG8H?bo=EhgaABoAMgF9OgEEQgYI6fXP8AVIAlASYAE%3D&uc=18)","(networkRequestId, aEtDsz52o2IT_sDYOjezow)","(cacheKey, 675C014BEA8CC4EB072534BBE3350368)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289847)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\x88K \x88K*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 7)","(_id, 3213)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/PLlkBfnMgg43QWjV86B3z?bo=EhgaABoAMgF9OgEEQgYItZbDhgZIAlASYAE%3D&uc=18)","(networkRequestId, G5vAC-6-Eq-sF-8BI1PxdQ)","(cacheKey, B78D696E25119BB7A323A35CBCE9E533)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718289929)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xdc8 \xdc8*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 8)","(_id, 3214)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/tuQTvIhILNUaXNHOU7t8G?bo=EhgaABoAMgF9OgEEQgYI_Y2SggZIAlASYAE%3D&uc=18)","(networkRequestId, nwdI-Fi7afsgTWrebzoTTw)","(cacheKey, A34FA5CD80D09C7E046E9153E2A5970A)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290141)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xc8; \xc8;*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 9)","(_id, 3215)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/W9rt3q4rxKIvSRaIAF7P4?bo=EhgaABoAMgF9OgEEQgYI4aG58AVIAlASYAE%3D&uc=18)","(networkRequestId, HIvb3XW5IASo44dIRqp8hQ)","(cacheKey, FA19FCC7796582F43BEB9AE3A38A8B81)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290256)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xfc\x1d \xfc\x1d*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
"(Package Name, com.snapchat.android)","(Original Database Name, core.db)","(Original Path of Database, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.snapchat.android/databases/core.db)","(Table Name, DataConsumption)","(Line ID, 10)","(_id, 3216)","(contentObjectId, lens_icon.lens_icon-https://bolt-gcdn.sc-cdn.net/3/1jyFVTm2at1TI3rI9gk8i?bo=EhgaABoAMgF9OgEEQgYIqsDP8AVIAlASYAE%3D&uc=18)","(networkRequestId, 5XUOPF6-y4R5skfPMFBaAg)","(cacheKey, 1ED3DEF0D70F5500A466DCFD149A2C78)","(contentType, lens_icon)","(featureType, Lenses)","(fetchBeginTimestamp, 1625718290374)","(firstAccessedTimestamp, 0)","(lastAccessedTimestamp, 0)","(blob, b'\x18\xa6\x1a \xa6\x1a*\x16xiD_ggafXi4di076hsp8Uw:\x04wwanB\x81\x01AppStateChangeEvent(appState=FOREGROUND, stateChangeTimestamp=NetworkTimeStamp(elapsedMillis=209837327, utcMillis=1625718288295))H\x00')"
