PID,DN,DP,TN,RL,id,date_modified,populated_columns,is_animated,photo_orientation,burst_id,filename_burst_id,burst_is_primary,drm,fingerprint,fingerprint_size,oem_special_type_id,photosphere,video_width,video_height,video_captured_frame_rate,video_encoded_frame_rate,is_vr,is_raw,depth_type,is_microvideo,micro_video_offset,burst_is_extra,micro_video_still_image_timestamp_ms,micro_video_duration_ms,micro_video_metadata,adjusted_exif_date_time,timezone_offset,latitude,longitude,is_long_shot_video,image_width,image_height,video_duration
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 1)","(id, 24)","(date_modified, 1617477223)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, GUjuAF0KdYlbBuhmGRoObCmPHls=)","(fingerprint_size, 218053)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617477223000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 2)","(id, 25)","(date_modified, 1617477227)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, K5i2XeJm5yu4piNhZ9Uw4svzGeU=)","(fingerprint_size, 217903)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617477227000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 3)","(id, 26)","(date_modified, 1617591805)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, 4ZQ7u9b1GVehy3XaTjXdp9eGCv4=)","(fingerprint_size, 553215)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591805000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 4)","(id, 27)","(date_modified, 1617591813)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, PZzKGW3UneDluTkCpjS8c6DsPKo=)","(fingerprint_size, 591397)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591813000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 5)","(id, 28)","(date_modified, 1617591817)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, RRf53DJAyzNoQdqvm6AluU7ObVw=)","(fingerprint_size, 750488)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591817000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 6)","(id, 29)","(date_modified, 1617591820)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, +J+oGFtMtK9Oh+7Hop0vCw49b84=)","(fingerprint_size, 595074)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591820000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 7)","(id, 30)","(date_modified, 1617591832)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, RLi6RPovURnZQgrTaGvwHZcbZRA=)","(fingerprint_size, 461471)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591832000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 8)","(id, 31)","(date_modified, 1617591833)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, FMbtSC2Qns8TYgqmlVVJLAWufjQ=)","(fingerprint_size, 561769)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617591833000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 9)","(id, 33)","(date_modified, 1617594732)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, QnPcKlEV5JJyMckmfccjaAnaL2k=)","(fingerprint_size, 309264)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617594732000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 1080)","(image_height, 2280)","(video_duration, None)"
"(PID, com.google.android.apps.photos)","(DN, media_store_extras)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/media_store_extras)","(TN, media_store_extension)","(RL, 10)","(id, 35)","(date_modified, 1617778317)","(populated_columns, 34359738366)","(is_animated, 0)","(photo_orientation, None)","(burst_id, None)","(filename_burst_id, None)","(burst_is_primary, None)","(drm, 0)","(fingerprint, ZSW9fiI03LmUT4iBv5vQbLzvx6Q=)","(fingerprint_size, 6917554)","(oem_special_type_id, None)","(photosphere, 0)","(video_width, None)","(video_height, None)","(video_captured_frame_rate, None)","(video_encoded_frame_rate, None)","(is_vr, 0)","(is_raw, 0)","(depth_type, 0)","(is_microvideo, 0)","(micro_video_offset, None)","(burst_is_extra, None)","(micro_video_still_image_timestamp_ms, None)","(micro_video_duration_ms, None)","(micro_video_metadata, None)","(adjusted_exif_date_time, 1617778317000)","(timezone_offset, -14400000)","(latitude, None)","(longitude, None)","(is_long_shot_video, 0)","(image_width, 4032)","(image_height, 3024)","(video_duration, None)"
