PID,DN,DP,TN,RL,_id,dedup_key,suggestion_id,suggestion_priority,suggestion_score,suggestion_type,suggestion_source,suggestion_state,suggestion_reconcile_state
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 1)","(_id, 1)","(dedup_key, z-LpB6NNENGTCmFDzS5S_xK3XnY)","(suggestion_id, 6974068818346781551)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 2)","(_id, 2)","(dedup_key, CJNOZ3IpgJn5OP3F-e6o4MEmiB8)","(suggestion_id, 6974460263128718191)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 3)","(_id, 3)","(dedup_key, pDFSDrpPLcjeKk6AQXNNkZ9-iY0)","(suggestion_id, 6980627728537442159)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 4)","(_id, 4)","(dedup_key, tO9u_EkYrrS9_hHxiSoO0DD6oJw)","(suggestion_id, 6982405158387795567)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 5)","(_id, 5)","(dedup_key, 3EDJxySlkn_b6jd7F1dQ82S7sRY)","(suggestion_id, 6982405165754564463)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 6)","(_id, 6)","(dedup_key, o-mje6QjGobDTRy8OAFB-BeaYOw)","(suggestion_id, 6982405161975069295)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 7)","(_id, 7)","(dedup_key, 8j0xLEFo5hMyaRZCN2gxH4f3HuY)","(suggestion_id, 6982405162810739055)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 8)","(_id, 8)","(dedup_key, BYeUWxjXcyFWtt4ap5hfMOshMO0)","(suggestion_id, 6982405165111751791)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 9)","(_id, 9)","(dedup_key, 44kCBC_8eDW3my2Gt-Q7FQx4K98)","(suggestion_id, 6982405161919223407)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 10)","(_id, 10)","(dedup_key, Uuo_RbNFupG1Krbhtkb_cu-8owc)","(suggestion_id, 6982405161850026351)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 11)","(_id, 11)","(dedup_key, kF-lwkR6ajmM_hTszYZdMPBn3r4)","(suggestion_id, 6982405165009822063)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
"(PID, com.google.android.apps.photos)","(DN, gphotos-1.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.apps.photos/databases/gphotos-1.db)","(TN, suggested_actions)","(RL, 12)","(_id, 12)","(dedup_key, 3BmK3Szldy0JuKTFVIbLSO38cFE)","(suggestion_id, 6982405161809701999)","(suggestion_priority, 800.0)","(suggestion_score, 1.0)","(suggestion_type, 111)","(suggestion_source, 2)","(suggestion_state, 1)","(suggestion_reconcile_state, 1)"
