PID,DN,DP,TN,RL,app_id,app_instance_id,gmp_app_id,resettable_device_id_hash,last_bundle_index,last_bundle_end_timestamp,app_version,app_store,gmp_version,dev_cert_hash,measurement_enabled,last_bundle_start_timestamp,day,daily_public_events_count,daily_events_count,daily_conversions_count,remote_config,config_fetched_time,failed_config_fetch_time,app_version_int,firebase_instance_id,daily_error_events_count,daily_realtime_events_count,health_monitor_sample,android_id,adid_reporting_enabled,ssaid_reporting_enabled,admob_app_id,linked_admob_app_id,dynamite_version,safelisted_events,ga_app_id,config_last_modified_time
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 1)","(app_id, com.osp.app.signin)","(app_instance_id, fcfea03d45a75b9afd3030bfe3d79142)","(gmp_app_id, 1:40316552947:android:45b27ac12755d5fa)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 0)","(last_bundle_end_timestamp, 0)","(app_version, 12.1.01.3)","(app_store, manual_install)","(gmp_version, 16250)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 0)","(last_bundle_start_timestamp, 0)","(day, 0)","(daily_public_events_count, 0)","(daily_events_count, 0)","(daily_conversions_count, 0)","(remote_config, None)","(config_fetched_time, 0)","(failed_config_fetch_time, 0)","(app_version_int, 1210100003)","(firebase_instance_id, None)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 2)","(app_id, com.sec.android.daemonapp)","(app_instance_id, acb3598235a585bdc8b1a81eb4dc3ce5)","(gmp_app_id, None)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 0)","(last_bundle_end_timestamp, 0)","(app_version, 1.6.30.66)","(app_store, manual_install)","(gmp_version, 42041)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 0)","(last_bundle_start_timestamp, 0)","(day, 0)","(daily_public_events_count, 0)","(daily_events_count, 0)","(daily_conversions_count, 0)","(remote_config, None)","(config_fetched_time, 0)","(failed_config_fetch_time, 0)","(app_version_int, 163066100)","(firebase_instance_id, None)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, ca-app-pub-3940256099942544~3347511713)","(linked_admob_app_id, None)","(dynamite_version, 51)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 3)","(app_id, com.samsung.android.fast)","(app_instance_id, 20c2219e994cad25fb22d4e07301d4c3)","(gmp_app_id, 1:945586860567:android:9fe0f8dce8798b1f4a6252)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 2)","(last_bundle_end_timestamp, 1611196540763)","(app_version, 6.8.01.2)","(app_store, manual_install)","(gmp_version, 21028)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1611196540763)","(day, 18801)","(daily_public_events_count, 0)","(daily_events_count, 1)","(daily_conversions_count, 0)","(remote_config, CK72opfy6O8CEi0xOjk0NTU4Njg2MDU2NzphbmRyb2lkOjlmZTBmOGRjZTg3OThiMWY0YTYyNTIiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjEKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgEwKiIKHmFwcF9zdG9yZV9zdWJzY3JpcHRpb25fY29udmVydBgBKiAKHGFwcF9zdG9yZV9zdWJzY3JpcHRpb25fcmVuZXcYASoMCghwdXJjaGFzZRgBKhIKDnNlbGVjdF9jb250ZW50GAFAARgB)","(config_fetched_time, 1624393356610)","(failed_config_fetch_time, 0)","(app_version_int, 680100002)","(firebase_instance_id, esCVAGOQEHM)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, Thu, 15 Apr 2021 19:42:55 GMT)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 4)","(app_id, com.samsung.cmh)","(app_instance_id, 32f57ac0d174c0112a48cd7b91aa6f05)","(gmp_app_id, 1:703923302971:android:d81dcf8f0384a25444221e)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 1)","(last_bundle_end_timestamp, 1617476951431)","(app_version, 6.0.54)","(app_store, manual_install)","(gmp_version, 13001)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1617476951431)","(day, 18721)","(daily_public_events_count, 0)","(daily_events_count, 2)","(daily_conversions_count, 0)","(remote_config, COG19ZSO++cCEi0xOjcwMzkyMzMwMjk3MTphbmRyb2lkOmQ4MWRjZjhmMDM4NGEyNTQ0NDIyMWUiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjMKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgM1NDAqIgoeYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9jb252ZXJ0GAEqIAocYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9yZW5ldxgBKgwKCHB1cmNoYXNlGAFAARgB)","(config_fetched_time, 1617476981525)","(failed_config_fetch_time, 0)","(app_version_int, 605400000)","(firebase_instance_id, dkdLLuWUPGw)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 5)","(app_id, com.samsung.android.bixby.agent)","(app_instance_id, 5144a0bead11ee8513cb4b388bb3106a)","(gmp_app_id, 1:225320514050:android:50e3674fc8bec6e2)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 1)","(last_bundle_end_timestamp, 1611196547973)","(app_version, 3.0.35.48)","(app_store, manual_install)","(gmp_version, 15300)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1611196547973)","(day, 18721)","(daily_public_events_count, 0)","(daily_events_count, 2)","(daily_conversions_count, 0)","(remote_config, CKGCl+Ly6OgCEicxOjIyNTMyMDUxNDA1MDphbmRyb2lkOjUwZTM2NzRmYzhiZWM2ZTIiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjMKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgM1NDAqIgoeYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9jb252ZXJ0GAEqIAocYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9yZW5ldxgBKgwKCHB1cmNoYXNlGAFAARgB)","(config_fetched_time, 1617476976035)","(failed_config_fetch_time, 0)","(app_version_int, 303548400)","(firebase_instance_id, eLg-Qv-6lnk)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 6)","(app_id, com.samsung.android.app.notes)","(app_instance_id, 1ffacf50b86d81e8e47ea972856c4cfc)","(gmp_app_id, 1:660656629413:android:ef9ebb32a14b86ff)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 0)","(last_bundle_end_timestamp, 0)","(app_version, 4.2.01.54)","(app_store, manual_install)","(gmp_version, 16250)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 0)","(last_bundle_start_timestamp, 0)","(day, 0)","(daily_public_events_count, 0)","(daily_events_count, 0)","(daily_conversions_count, 0)","(remote_config, None)","(config_fetched_time, 0)","(failed_config_fetch_time, 0)","(app_version_int, 420154003)","(firebase_instance_id, None)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 7)","(app_id, com.wssyncmldm)","(app_instance_id, b8b5bcdb51d42dd44aabee34e22cd7d0)","(gmp_app_id, 1:994410787046:android:53397589d8a4a033)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 52)","(last_bundle_end_timestamp, 1626922042442)","(app_version, 3.7.19)","(app_store, manual_install)","(gmp_version, 16250)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1626921618827)","(day, 18830)","(daily_public_events_count, 0)","(daily_events_count, 17)","(daily_conversions_count, 0)","(remote_config, CIjepMDote8CEicxOjk5NDQxMDc4NzA0NjphbmRyb2lkOjUzMzk3NTg5ZDhhNGEwMzMiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjMKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgM1NDAqIgoeYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9jb252ZXJ0GAEqIAocYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9yZW5ldxgBKgwKCHB1cmNoYXNlGAEYAQ==)","(config_fetched_time, 1626924741985)","(failed_config_fetch_time, 0)","(app_version_int, 371900000)","(firebase_instance_id, fdX1iQjHAJY)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, Thu, 15 Apr 2021 21:31:10 GMT)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 8)","(app_id, com.samsung.android.app.simplesharing)","(app_instance_id, fe1974c741c7055c629d12bce1a525ec)","(gmp_app_id, 1:990401423673:android:310bfe4461772ec6)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 1)","(last_bundle_end_timestamp, 1617476957137)","(app_version, 12.0.00.21)","(app_store, manual_install)","(gmp_version, 13001)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1617476957137)","(day, 18721)","(daily_public_events_count, 0)","(daily_events_count, 2)","(daily_conversions_count, 0)","(remote_config, CKvk+YGB6egCEicxOjk5MDQwMTQyMzY3MzphbmRyb2lkOjMxMGJmZTQ0NjE3NzJlYzYiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjMKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgM1NDAqIgoeYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9jb252ZXJ0GAEqIAocYXBwX3N0b3JlX3N1YnNjcmlwdGlvbl9yZW5ldxgBKgwKCHB1cmNoYXNlGAFAARgB)","(config_fetched_time, 1617476974793)","(failed_config_fetch_time, 0)","(app_version_int, 1200000021)","(firebase_instance_id, fM2ULC-CmrQ)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 9)","(app_id, com.microsoft.skydrive)","(app_instance_id, 3cafc91d86b99b583676193cea77b591)","(gmp_app_id, 1:226726047950:android:6e784dd3c8c2fcbf)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 3)","(last_bundle_end_timestamp, 1617476963672)","(app_version, 6.31)","(app_store, )","(gmp_version, 14711)","(dev_cert_hash, -1255552808968547629)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1617476963672)","(day, 18774)","(daily_public_events_count, 0)","(daily_events_count, 1)","(daily_conversions_count, 0)","(remote_config, CKPc2pu4qO8CEicxOjIyNjcyNjA0Nzk1MDphbmRyb2lkOjZlNzg0ZGQzYzhjMmZjYmYiJQoebWVhc3VyZW1lbnQuYXVkaWVuY2UubWF4X2NvdW50EgMxMDAiMwotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfdXNlcl9wcm9wZXJ0aWVzEgIyNSI0Ci1tZWFzdXJlbWVudC51cGxvYWQubWF4X2V2ZW50X25hbWVfY2FyZGluYWxpdHkSAzUwMCIwCiptZWFzdXJlbWVudC51cGxvYWQubWF4X3B1YmxpY19ldmVudF9wYXJhbXMSAjI1IjQKLG1lYXN1cmVtZW50LmFjY291bnQudGltZV96b25lX29mZnNldF9taW51dGVzEgQtNDgwKiIKHmFwcF9zdG9yZV9zdWJzY3JpcHRpb25fY29udmVydBgBKiAKHGFwcF9zdG9yZV9zdWJzY3JpcHRpb25fcmVuZXcYASoMCghwdXJjaGFzZRgBGAE=)","(config_fetched_time, 1622051830935)","(failed_config_fetch_time, 0)","(app_version_int, 2026310402)","(firebase_instance_id, e5vKBSLGRoA)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, Thu, 15 Apr 2021 20:03:32 GMT)"
"(PID, com.google.android.gms)","(DN, google_app_measurement.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.google.android.gms/databases/google_app_measurement.db)","(TN, apps)","(RL, 10)","(app_id, com.samsung.android.coldwalletservice)","(app_instance_id, 4cd53dbb805f2c3d75bdb82585d95bab)","(gmp_app_id, 1:1013839747304:android:62c5a923e7af6f2b)","(resettable_device_id_hash, 32D233B3B4A0EBB4CC0DC37044CF4F57)","(last_bundle_index, 1)","(last_bundle_end_timestamp, 1617476971561)","(app_version, 1.3.01.4)","(app_store, manual_install)","(gmp_version, 14700)","(dev_cert_hash, -3820608446698444743)","(measurement_enabled, 1)","(last_bundle_start_timestamp, 1617476971561)","(day, 18721)","(daily_public_events_count, 0)","(daily_events_count, 2)","(daily_conversions_count, 0)","(remote_config, CKuSm7mr6egCEigxOjEwMTM4Mzk3NDczMDQ6YW5kcm9pZDo2MmM1YTkyM2U3YWY2ZjJiIiUKHm1lYXN1cmVtZW50LmF1ZGllbmNlLm1heF9jb3VudBIDMTAwIjMKLW1lYXN1cmVtZW50LnVwbG9hZC5tYXhfcHVibGljX3VzZXJfcHJvcGVydGllcxICMjUiNAotbWVhc3VyZW1lbnQudXBsb2FkLm1heF9ldmVudF9uYW1lX2NhcmRpbmFsaXR5EgM1MDAiMAoqbWVhc3VyZW1lbnQudXBsb2FkLm1heF9wdWJsaWNfZXZlbnRfcGFyYW1zEgIyNSIzCixtZWFzdXJlbWVudC5hY2NvdW50LnRpbWVfem9uZV9vZmZzZXRfbWludXRlcxIDNTQwKiIKHmFwcF9zdG9yZV9zdWJzY3JpcHRpb25fY29udmVydBgBKiAKHGFwcF9zdG9yZV9zdWJzY3JpcHRpb25fcmVuZXcYASoMCghwdXJjaGFzZRgBGAE=)","(config_fetched_time, 1617476979686)","(failed_config_fetch_time, 0)","(app_version_int, 130104000)","(firebase_instance_id, eb-U9FeuxLM)","(daily_error_events_count, 0)","(daily_realtime_events_count, 0)","(health_monitor_sample, None)","(android_id, 0)","(adid_reporting_enabled, 1)","(ssaid_reporting_enabled, 1)","(admob_app_id, None)","(linked_admob_app_id, None)","(dynamite_version, 0)","(safelisted_events, None)","(ga_app_id, None)","(config_last_modified_time, None)"
