PID,DN,DP,TN,RL,data,pk
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 1)","(data, Chhjb20uc2Ftc3VuZy5hbmRyb2lkLnNwYXkgxPzAyYkvMkJ1dG1fc291cmNlPXBsYXktYXV0by1pbnN0YWxscyZ1dG1fbWVkaXVtPXByZWxvYWQmdXRtX2NhbXBhaWduPW51bGw43LzOyYkvQO/8wMmJL0jTvs7JiS9SBjQuMC40NQ==)","(pk, com.samsung.android.spay)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 2)","(data, Chxjb20uZ29vZ2xlLmFuZHJvaWQuYXBwcy5kb2NzIMX8wMmJLzJCdXRtX3NvdXJjZT1wbGF5LWF1dG8taW5zdGFsbHMmdXRtX21lZGl1bT1wcmVsb2FkJnV0bV9jYW1wYWlnbj1udWxsOLXhxMmJL0Dv/MDJiS9I8eLEyYkvUg4yLjIxLjEwMS4wNi40MA==)","(pk, com.google.android.apps.docs)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 3)","(data, Chljb20uZ29vZ2xlLmFuZHJvaWQudmlkZW9zIMf8wMmJLzJCdXRtX3NvdXJjZT1wbGF5LWF1dG8taW5zdGFsbHMmdXRtX21lZGl1bT1wcmVsb2FkJnV0bV9jYW1wYWlnbj1udWxsOLnTxcmJL0Dy/MDJiS9IrdjFyYkvUgk0LjI1LjEuMTQ=)","(pk, com.google.android.videos)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 4)","(data, Chhjb20uZ29vZ2xlLmFuZHJvaWQubXVzaWMgyfzAyYkvMkJ1dG1fc291cmNlPXBsYXktYXV0by1pbnN0YWxscyZ1dG1fbWVkaXVtPXByZWxvYWQmdXRtX2NhbXBhaWduPW51bGw4ktTGyYkvQPT8wMmJL0js1MbJiS9SDTguMjguODkxNi0xLlY=)","(pk, com.google.android.music)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 5)","(data, Ch5jb20uZ29vZ2xlLmFuZHJvaWQuYXBwcy5waG90b3Mg0fzAyYkvMkJ1dG1fc291cmNlPXBsYXktYXV0by1pbnN0YWxscyZ1dG1fbWVkaXVtPXByZWxvYWQmdXRtX2NhbXBhaWduPW51bGw4q7/HyYkvQPz8wMmJL0igvsfJiS9SEDUuMzUuMC4zNjU2MTc1MTc=)","(pk, com.google.android.apps.photos)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 6)","(data, CiRjb20uc2Ftc3VuZy5hbmRyb2lkLmFwcC53YXRjaG1hbmFnZXIg//fAyYkvMkJ1dG1fc291cmNlPXBsYXktYXV0by1pbnN0YWxscyZ1dG1fbWVkaXVtPXByZWxvYWQmdXRtX2NhbXBhaWduPW51bGw4vp7QyYkvQP39wMmJL0jjn9DJiS9SDzIuMi4zOC4yMTAxMTg2MQ==)","(pk, com.samsung.android.app.watchmanager)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 7)","(data, CiNjb20uc2VjLmFuZHJvaWQuYXBwLnBvcHVwY2FsY3VsYXRvciD798DJiS8yQnV0bV9zb3VyY2U9cGxheS1hdXRvLWluc3RhbGxzJnV0bV9tZWRpdW09cHJlbG9hZCZ1dG1fY2FtcGFpZ249bnVsbDjQ2s/JiS9Agv7AyYkvSMLfz8mJL1IJMTIuMC4wNS41)","(pk, com.sec.android.app.popupcalculator)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 8)","(data, Chtjb20uc2VjLmFuZHJvaWQuYXBwLnNoZWFsdGggjfjAyYkvMkJ1dG1fc291cmNlPXBsYXktYXV0by1pbnN0YWxscyZ1dG1fbWVkaXVtPXByZWxvYWQmdXRtX2NhbXBhaWduPW51bGw4w+PQyYkvQIv+wMmJL0jb6NDJiS9SCjYuMTUuNi4wMDE=)","(pk, com.sec.android.app.shealth)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 9)","(data, Chdjb20uc2Ftc3VuZy5hbmRyb2lkLnZvYyCT+MDJiS8yQnV0bV9zb3VyY2U9cGxheS1hdXRvLWluc3RhbGxzJnV0bV9tZWRpdW09cHJlbG9hZCZ1dG1fY2FtcGFpZ249bnVsbDjXzdLJiS9Akf7AyYkvSI/U0smJL1IIMy45LjAxLjY=)","(pk, com.samsung.android.voc)"
"(PID, com.android.vending)","(DN, xternal_referrer_status.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.android.vending/databases/xternal_referrer_status.db)","(TN, external_referrer_status_store)","(RL, 10)","(data, Chljb20uc2VjLmFuZHJvaWQuZWFzeU1vdmVyIKD4wMmJLzJCdXRtX3NvdXJjZT1wbGF5LWF1dG8taW5zdGFsbHMmdXRtX21lZGl1bT1wcmVsb2FkJnV0bV9jYW1wYWlnbj1udWxsOIWp08mJL0Ce/sDJiS9IravTyYkvUggzLjcuMTcuNA==)","(pk, com.sec.android.easyMover)"
